Left_ID,Right_ID,Left_Text,Right_Text,Label,Dataset
195,3424, [COL] title [VAL] The National Medical Knowledge Bank [COL] authors [VAL] Warren Sterling [COL] venue [VAL] VLDB [COL] year [VAL] 1998," [COL] title [VAL] Non-Monotonic Knowledge Evolution in VLKDBs [COL] authors [VAL] C Esculier [COL] venue [VAL] VLDB, [COL] year [VAL] 1990.0",0,D9
2047,33811," [COL] title [VAL] Active Views for Electronic Commerce [COL] authors [VAL] Laurent Mignet, Serge Abiteboul, Tova Milo, Adi Eyal, Bernd Amann, Sophie Cluet [COL] venue [VAL] VLDB [COL] year [VAL] 1999"," [COL] title [VAL] An architecture in support of universal access to electronic commerce [COL] authors [VAL] T Chiasson, K Hawkey, M McAllister, J Slonim [COL] venue [VAL] Information &amp; Software Technology, [COL] year [VAL] 2002.0",0,D9
880,44692," [COL] title [VAL] Title, Foreword, VLDB Journal to be published electronically, Index Vol. 4 [COL] authors [VAL] ? [COL] venue [VAL] VLDB J. [COL] year [VAL] 1995"," [COL] title [VAL] Foreword by the VLDB'98 PC Chairmen [COL] authors [VAL] O Shmueli, J Widom [COL] venue [VAL] The VLDB Journal The International Journal on Very Large  &hellip;, [COL] year [VAL] 2000.0",0,D9
2208,14307," [COL] title [VAL] An Array-Based Algorithm for Simultaneous Multidimensional Aggregates [COL] authors [VAL] Jeffrey F. Naughton, Yihong Zhao, Prasad Deshpande [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 1997"," [COL] title [VAL] Simultaneous optimization and evaluation ofmultiple dimensional queries [COL] authors [VAL] Y Zhao, P Deshpande, J Naughton, A Shukla [COL] venue [VAL] Proc. ofthe ACM SIGMOD Conf. on Management",0,D9
2347,44692, [COL] title [VAL] Title [COL] authors [VAL] ? [COL] venue [VAL] VLDB J. [COL] year [VAL] 1995," [COL] title [VAL] Foreword by the VLDB'98 PC Chairmen [COL] authors [VAL] O Shmueli, J Widom [COL] venue [VAL] The VLDB Journal The International Journal on Very Large  &hellip;, [COL] year [VAL] 2000.0",0,D9
254,23587," [COL] title [VAL] Report on the Mobile Search Workshop at WWW 2002 [COL] authors [VAL] Bay-Wei Chang, Yo?lle S. Maarek, Aya Soffer [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2002"," [COL] title [VAL] Report on Second International Workshop on Advanced Issues of E-Commerce and Web-based Information [COL] authors [VAL] KL Wu, PS Yu [COL] venue [VAL] SIGMOD Record, [COL] year [VAL] 2000.0",0,D9
2358,5053," [COL] title [VAL] Exploratory Mining via Constrained Frequent Set Queries [COL] authors [VAL] Jiawei Han, Teresa Mah, Laks V. S. Lakshmanan, Raymond T. Ng [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 1999"," [COL] title [VAL] Mining Association Rules Between Sets of Items in Large Databases. 1993 [COL] authors [VAL] R Agrawal, T Imielinski, A Swami [COL] venue [VAL] Proc. ACM SIGMOD International Conference on Management of",0,D9
1480,23698," [COL] title [VAL] Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk) [COL] authors [VAL] Michael J. Carey [COL] venue [VAL] VLDB [COL] year [VAL] 2000"," [COL] title [VAL] Foreword [COL] authors [VAL] M Carr [COL] venue [VAL] BT Technology Journal, [COL] year [VAL] 2003.0",0,D9
1771,32529," [COL] title [VAL] Tree Pattern Aggregation for Scalable XML Data Dissemination [COL] authors [VAL] Rajeev Rastogi, Pascal Felber, Chee Yong Chan, Wenfei Fan, Minos N. Garofalakis [COL] venue [VAL] VLDB [COL] year [VAL] 2002"," [COL] title [VAL] XML to relational conversion using theory of regular tree grammars [COL] authors [VAL] D Lee, M Murali, W Wesley [COL] venue [VAL] Proceedings of the VLDB Workshop on Efficiency and  &hellip;,",0,D9
1803,20709," [COL] title [VAL] Title, Foreword [COL] authors [VAL] ? [COL] venue [VAL] VLDB J. [COL] year [VAL] 1994"," [COL] title [VAL] Foreword [COL] authors [VAL] F Maryanski [COL] venue [VAL] The VLDB Journal The International Journal on Very Large  &hellip;, [COL] year [VAL] 1993.0",0,D9
1328,32402," [COL] title [VAL] A Framework for Information Visualisation [COL] authors [VAL] Peter J. Barclay, Kenneth J. Mitchell, Jessie B. Kennedy [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 1996"," [COL] title [VAL] Dynamic Information Visualization [COL] authors [VAL] Y Ioannidis [COL] venue [VAL] ACM SIGMOD Record, [COL] year [VAL] 1996.0",0,D9
2475,30388," [COL] title [VAL] Semantic Integration in Heterogeneous Databases Using Neural Networks [COL] authors [VAL] Chris Clifton, Wen-Syan Li [COL] venue [VAL] VLDB [COL] year [VAL] 1994"," [COL] title [VAL] Semantic Clustering and Querying on Heterogeneous Features for Visual Data [COL] authors [VAL] G Sheikholeslami, W Chang, A Zhang",0,D9
437,9287, [COL] title [VAL] Statement from the Treasurer [COL] authors [VAL] Eric N. Hanson [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 1999," [COL] title [VAL] An Initial Design Report on the Design of Ariel [COL] authors [VAL] E Hanson [COL] venue [VAL] SIGMOD Record,",1,D9
433,41278, [COL] title [VAL] SuperSQL: An Extended SQL for Database Publishing and Presentation [COL] authors [VAL] Motomichi Toyama [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 1998," [COL] title [VAL] Common Subexpression Analysis in Database Applications [COL] authors [VAL] SJ Finkelstein [COL] venue [VAL] SIGMOD Conference,",0,D9
2414,10457, [COL] title [VAL] Who needs XML Databases? [COL] authors [VAL] Sophie Cluet [COL] venue [VAL] VLDB [COL] year [VAL] 2003," [COL] title [VAL] Who needs XML Databases? [COL] authors [VAL] S Cluet [COL] venue [VAL] PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;, [COL] year [VAL] 2003.0",1,D9
1907,16875," [COL] title [VAL] Integrating Dynamically-Fetched External Information into a DBMS for Semistructured Data [COL] authors [VAL] Jennifer Widom, Jason McHugh [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 1997"," [COL] title [VAL] Capturing and Querying Multiple Aspects of Semistructured Data [COL] authors [VAL] CE Dyreson, MH Bohlen, CS Jensen [COL] venue [VAL] PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;, [COL] year [VAL] 1999.0",0,D9
1087,35931, [COL] title [VAL] Charter and Scope [COL] authors [VAL] Won Kim [COL] venue [VAL] ACM Trans. Database Syst. [COL] year [VAL] 1994," [COL] title [VAL] Join indices [COL] authors [VAL] V Patrick [COL] venue [VAL] ACM Trans. Database Syst,",0,D9
1269,49439," [COL] title [VAL] Efficient Algorithms for Mining Outliers from Large Data Sets [COL] authors [VAL] Kyuseok Shim, Sridhar Ramaswamy, Rajeev Rastogi [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 2000"," [COL] title [VAL] andK. Shim, 2000.???Efficient Algorithms for MiningOutliers fromLarge DataSets??? [COL] authors [VAL] S Ramaswarny, R Rastogi [COL] venue [VAL] Proc. of theACM Sigmod 2000 Int. Conference on Management of",0,D9
841,31192," [COL] title [VAL] Bounded Ignorance: A Technique for Increasing Concurrency in a Replicated System [COL] authors [VAL] Arthur J. Bernstein, Narayanan Krishnakumar [COL] venue [VAL] ACM Trans. Database Syst. [COL] year [VAL] 1994"," [COL] title [VAL] ar, and Ph. Schnoebelen. Boundedness of Reset P/T nets [COL] authors [VAL] C Dufourd, P Jan [COL] venue [VAL] Proc. 26th Int. Coll. Automata, Languages, and Programming ( &hellip;,",0,D9
2304,23402," [COL] title [VAL] The hcC-tree: An Efficient Index Structure for Object Oriented Databases [COL] authors [VAL] B. Sreenath, S. Seshadri [COL] venue [VAL] VLDB [COL] year [VAL] 1994"," [COL] title [VAL] Improving the Query Performance of High-Dimensional Index Structures by Bulk-Load Operations [COL] authors [VAL] S Berchtold, C Boehm, HP Kriegel [COL] venue [VAL] LECTURE NOTES IN COMPUTER SCIENCE, [COL] year [VAL] 1998.0",0,D9
1842,43482," [COL] title [VAL] Reminiscences on Influential Papers [COL] authors [VAL] Jan Van den Bussche, Surajit Chaudhuri, Moshe Y. Vardi, Kenneth A. Ross, G?sta Grahne, H. V. Jagadish [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 1999"," [COL] title [VAL] Similarity Search for Web Services [COL] authors [VAL] X Dong, A Halevy, J Madhavan, E Nemes, J Zhang [COL] venue [VAL] PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;, [COL] year [VAL] 2004.0",0,D9
1795,2754," [COL] title [VAL] Containment Join Size Estimation: Models and Methods [COL] authors [VAL] Haifeng Jiang, Hongjun Lu, Wei Wang, Jeffrey Xu Yu [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 2003"," [COL] title [VAL] On the Propagation of Errors in the Size of Join Results, ACM SIGMOD Intl [COL] authors [VAL] Y Ioannidis, S Christodoulakis [COL] venue [VAL] Conference on Management of Data,",0,D9
160,19262, [COL] title [VAL] A Single Pass Computing Engine for Interactive Analysis of VLDBs [COL] authors [VAL] Ted Mihalisin [COL] venue [VAL] VLDB [COL] year [VAL] 1998," [COL] title [VAL] Using Large Data Bases for Interactive Problem Solving [COL] authors [VAL] ED Carlson [COL] venue [VAL] VLDB,",0,D9
492,11945," [COL] title [VAL] Coarse-Grained Optimization: Techniques for Rewriting SQL Statement Sequences [COL] authors [VAL] Bernhard Mitschang, Tobias Kraft, Holger Schwarz, Ralf Rantzau [COL] venue [VAL] VLDB [COL] year [VAL] 2003"," [COL] title [VAL] Query Optimization In Compressed Database Systems [COL] authors [VAL] Z Chen, J Gehrke, F Korn",0,D9
