D1,D2
699,1448
852,1441
253,2534
1316,1686
91,1971
756,2312
1185,336
850,3003
115,2515
725,345
236,1132
754,2537
578,2343
979,1586
522,156
536,2363
711,448
984,2840
1158,440
1110,702
335,2372
1122,2802
244,1529
316,785
1079,959
900,164
1151,964
311,2757
809,1530
567,1605
143,1693
1083,962
1350,2716
516,1396
594,2126
681,279
897,2393
1308,489
869,194
644,316
1138,918
1166,905
519,3007
1076,969
187,1479
572,1138
609,2940
895,973
198,1616
1120,2079
495,2439
1009,2028
524,520
1189,1313
103,2084
449,3024
588,100
732,819
553,942
678,245
47,2021
845,634
508,1835
251,73
1268,2975
338,985
977,1342
515,2141
1001,2293
566,325
114,89
706,397
1270,2873
1230,503
597,2529
604,999
1141,915
1160,897
736,313
1271,480
1089,1224
631,127
865,1287
713,2672
565,993
1291,2712
372,570
556,576
574,1101
1119,926
1007,2025
517,2898
831,215
1154,900
581,2670
511,1602
618,2246
1345,373
76,726
514,1156
373,1466
534,0
891,1409
506,1913
450,25
1167,327
663,223
1010,2130
1235,1276
538,2346
829,371
626,639
1314,3021
1139,2297
79,2499
528,913
1118,2169
40,454
1102,493
1126,1041
322,2628
734,463
759,388
16,1928
1006,2254
1264,2217
1176,312
640,310
1353,257
15,1922
1232,2227
1168,2479
265,1747
1165,62
1156,899
287,2845
1178,561
352,2497
1253,446
46,2027
1161,2657
949,1007
1283,36
613,2494
1312,682
520,2785
789,9
468,2367
999,1717
542,2420
30,450
1273,2098
692,414
1197,2915
1059,1972
1092,207
264,1111
436,2149
521,932
128,1773
35,770
26,2369
1237,1304
1311,680
981,2174
380,791
755,395
590,821
552,1614
1101,431
320,2284
288,2832
658,2752
943,1799
1288,684
884,2118
624,2138
635,23
1257,2492
10,1906
675,271
1046,162
863,356
457,2414
212,1452
1325,70
583,2250
1220,1060
1116,1634
88,1189
1033,793
1056,11
838,421
812,2681
1327,275
683,251
1249,1017
571,2947
982,827
551,1555
481,2662
559,2974
268,2941
1042,2278
233,604
463,2895
7,1863
855,2647
727,433
596,71
106,1654
573,2241
1084,293
621,620
292,2799
229,1689
353,2933
591,1797
1223,1066
1243,1059
1324,624
113,1644
729,1633
577,148
875,2485
860,200
889,75
176,2834
601,2977
846,190
1346,612
558,2419
731,1133
1216,1067
970,977
1063,1995
360,3001
1013,2675
0,1833
503,1019
843,203
1340,1557
866,1016
939,2003
735,355
974,812
688,2638
639,306
684,2639
1011,242
1190,2951
600,2467
410,99
1087,1326
1256,468
953,859
1052,41
513,1571
546,538
480,2336
154,1851
1351,606
931,867
1130,2399
1259,1039
708,398
1099,950
213,129
915,2458
1250,1967
165,1468
1217,501
1044,2206
157,1855
871,1062
423,2272
412,2715
242,715
512,2659
1272,2958
580,2905
1201,541
1104,936
1057,1985
129,1775
1066,640
1162,1184
961,459
222,1171
771,2280
237,719
910,2447
796,2060
807,2400
72,1527
78,287
354,2957
479,1058
954,860
139,1820
752,392
948,198
1106,784
472,2362
1295,707
586,2415
743,1771
428,2190
1262,465
778,2460
3,1045
627,2486
211,721
1153,2057
255,1727
1284,695
723,434
702,2644
959,2233
1157,2133
223,82
267,2397
256,1078
407,2740
351,2701
204,61
53,986
66,1534
406,2738
599,2108
334,2852
1136,2239
127,1780
720,437
186,1481
643,1731
168,2103
801,532
1065,250
1053,3032
1150,2064
956,2237
424,2255
818,2620
650,233
832,1473
350,1636
100,1504
751,390
965,831
854,2396
579,2408
1014,2503
1332,642
687,420
502,2105
39,2001
254,1732
930,2200
1133,2136
555,2300
1318,638
425,2248
848,2121
51,2041
13,2667
975,2166
1017,2249
1280,492
1269,475
443,2104
80,1539
653,234
873,2434
274,2867
1021,2243
1147,2071
173,1919
641,304
857,2110
649,228
1177,1000
215,96
164,1454
797,2478
358,2686
1128,2134
1337,600
1097,944
667,255
844,2344
1067,2042
1326,623
901,168
820,2671
197,63
776,2115
851,794
273,2946
967,829
68,1538
1285,698
34,1990
1329,645
795,2477
1244,529
645,317
107,1652
399,2774
1274,494
1028,2450
375,1140
240,718
434,2151
670,1641
325,2925
664,222
137,1845
1252,2303
276,2822
476,2353
162,1459
602,1112
1310,678
42,2017
582,1122
1306,651
270,2829
1016,782
419,2296
510,2004
1328,646
478,2360
677,243
231,1668
1012,783
612,289
896,151
33,1978
