D1,D2
376,354
186,156
260,205
307,952
373,374
443,206
841,948
234,202
214,702
760,694
1023,817
484,259
692,640
239,424
912,938
1063,445
609,104
320,177
454,368
165,178
300,392
944,464
106,56
286,781
759,701
751,740
853,129
413,221
1018,646
14,237
757,674
630,536
187,151
520,283
764,732
183,396
695,636
763,246
797,718
952,901
1066,1010
746,624
172,995
752,272
238,381
33,2
215,236
201,103
168,831
226,587
897,757
216,207
200,130
109,365
161,415
773,671
204,158
227,586
902,304
519,904
1074,1063
252,95
693,639
11,461
40,28
486,303
1069,45
120,284
1041,962
735,242
291,184
414,387
848,618
998,993
228,588
270,344
521,378
518,493
27,661
926,539
57,9
1003,935
212,729
781,316
34,10
416,245
1000,907
379,291
142,460
476,366
835,877
415,296
50,145
834,635
544,500
266,884
931,903
453,367
372,287
73,1042
442,385
344,270
176,329
631,31
863,504
463,370
549,653
644,589
509,212
1024,979
409,342
45,171
908,891
724,526
555,324
1020,833
244,226
1012,383
325,338
940,940
356,136
604,574
915,679
241,409
929,892
575,667
479,263
194,13
861,249
939,939
441,297
38,97
60,806
872,731
274,285
316,211
683,802
890,823
136,14
524,520
359,273
816,769
139,787
1004,990
637,566
368,271
1068,602
305,949
750,561
674,610
821,600
826,705
606,686
969,39
547,503
268,432
197,215
550,499
964,885
251,222
671,558
697,572
20,89
1019,645
1047,875
928,893
956,850
871,706
893,447
1057,1019
740,448
838,881
925,924
259,391
298,280
1043,996
35,11
905,827
357,223
884,742
898,950
195,33
495,451
880,721
951,902
378,331
586,552
879,719
473,1013
663,580
857,628
447,251
290,208
174,32
218,808
846,355
254,81
209,46
89,198
622,642
725,313
61,52
973,874
384,390
1059,1047
638,713
1067,1069
563,459
541,501
382,1071
258,254
732,708
367,300
346,252
208,18
858,550
758,695
354,148
986,864
283,425
938,987
587,551
32,165
776,478
485,1027
79,48
223,428
736,436
163,416
687,201
882,1072
144,293
269,431
1054,623
795,782
43,30
167,37
434,78
1007,983
331,147
1055,811
847,294
703,543
456,525
64,54
923,865
699,318
782,770
675,723
517,492
1056,984
1030,474
383,336
1075,1001
387,320
852,275
334,376
450,408
345,267
326,1068
629,762
97,94
605,585
18,99
351,111
825,707
552,325
828,753
417,951
865,480
640,620
16,59
999,1052
322,228
600,507
3,214
352,186
9,1020
390,274
332,261
681,801
336,266
1034,973
583,547
131,200
250,231
889,809
580,509
621,663
571,1004
796,41
191,44
319,286
527,764
598,506
132,181
123,869
768,688
385,290
1032,763
620,656
572,594
279,195
971,1057
831,685
706,617
833,394
65,58
669,932
612,737
1072,1038
361,239
49,88
878,682
888,810
205,150
265,120
222,49
619,475
651,634
440,411
1009,632
730,693
603,592
867,637
594,595
522,807
189,38
970,327
820,736
829,479
607,980
7,377
276,175
765,728
947,1041
48,27
321,213
582,549
985,943
850,699
723,722
472,1018
184,946
6,776
46,115
105,57
824,680
159,797
80,225
679,765
173,152
1029,964
653,508
24,407
599,755
778,481
660,658
381,332
980,919
17,1075
126,121
41,29
655,619
422,393
719,683
337,100
482,487
968,672
1021,1033
1039,1025
137,190
375,1065
1006,739
404,241
1017,927
1,1022
817,752
264,189
788,816
458,803
92,726
910,800
58,12
720,703
792,771
784,720
1071,1050
15,821
342,308
590,466
130,180
966,704
308,244
845,356
360,265
913,1007
686,711
42,24
864,529
1008,1036
657,660
957,906
53,0
164,203
1031,349
102,1066
793,772
462,311
526,519
576,882
311,187
1040,1031
124,53
96,93
153,322
343,289
471,537
127,125
175,43
448,426
935,826
876,678
185,395
271,204
103,403
914,933
827,652
287,233
652,510
581,546
911,482
419,326
874,735
579,515
1014,928
460,626
899,773
983,1003
196,35
69,760
678,590
705,820
589,986
748,527
570,573
233,199
63,47
493,452
138,146
819,673
309,230
597,483
749,528
860,548
1062,878
1022,975
76,72
51,112
461,627
55,50
496,449
567,469
470,458
171,372
815,761
613,768
364,851
747,560
122,114
141,785
192,3
592,467
536,512
1038,1000
761,733
297,328
875,738
569,442
818,596
714,745
616,404
588,522
883,751
198,26
866,496
502,754
627,747
5,825
922,862
511,604
435,1054
75,80
213,262
446,647
1061,876
979,942
978,944
704,544
386,420
389,305
881,749
155,176
399,348
745,545
232,163
870,734
229,666
1033,535
101,55
59,62
729,570
492,654
698,462
231,641
1037,977
377,330
54,40
478,822
21,25
451,1029
787,1008
602,766
958,905
497,456
936,832
696,531
464,319
1052,976
2,953
989,910
733,743
894,670
959,923
504,593
81,194
181,232
920,871
77,61
842,857
188,5
393,972
937,70
380,312
844,866
995,916
503,533
26,288
452,369
851,530
158,7
608,362
1015,930
514,1040
854,188
990,911
117,306
149,796
982,1053
617,494
917,900
349,140
418,861
992,913
113,282
993,915
333,240
347,257
632,538
203,258
965,450
812,849
556,629
1058,774
147,724
237,154
574,622
1053,961
489,888
991,912
313,107
623,643
428,599
294,1046
362,968
716,612
919,959
400,363
664,669
457,758
614,532
665,668
997,854
807,843
363,238
235,137
506,1064
374,1073
975,931
540,405
516,597
738,744
90,756
