Left_ID,Right_ID,Left_Text,Right_Text,Label,Dataset
973,837, [COL] title [VAL] Lexmark 16 Black Print Cartridge 10N0016 [COL] modelno [VAL] 10N0016 [COL] price [VAL] 28.0 [COL] shipweight [VAL] 0.05 [COL] brand [VAL] Lexmark [COL] dimensions [VAL] 3.0 x 1.75 x 1.6 inches, [COL] title [VAL] Lexmark 1 Print Cartridge 18C0781 [COL] modelno [VAL] 18C0781 [COL] price [VAL] 20.69 [COL] shipweight [VAL] 1.9 [COL] brand [VAL] Lexmark [COL] dimensions [VAL] 3.9 x 2.8 x 1.5 inches,0,D8
2441,11621, [COL] title [VAL] Samsung EC-ST65ZZBPU Indigo Blue 14.2MP Digital Camera w 5x Optical Digital Camera 2.7  LCD Display w 50 Bonus Prints [COL] modelno [VAL] EC-ST65ZZBPU [COL] price [VAL] 84.0 [COL] shipweight [VAL] 1.0 [COL] brand [VAL] Samsung [COL] dimensions [VAL] 4.0 x 2.0 x 1.7 inches, [COL] title [VAL] Samsung 12.2MP Dig Camera 4.6X Opt 3 In LCD Blue [COL] modelno [VAL] EC-TL220ZBPUUS [COL] price [VAL] 339.99 [COL] shipweight [VAL] 1 [COL] brand [VAL] Samsung [COL] dimensions [VAL] 6.6 x 5.2 x 2.2 inches,0,D8
1481,12072, [COL] title [VAL] Penpower Chinese Expert [COL] modelno [VAL] SWLEA0010 [COL] price [VAL] 104.88 [COL] shipweight [VAL] 0.75 [COL] brand [VAL] Penpower [COL] dimensions [VAL] 8.9 x 7.2 x 3.2 inches, [COL] title [VAL] Penpower Chinese Expert Standard Version [COL] modelno [VAL] SWLEA0014 [COL] price [VAL] 59.88 [COL] shipweight [VAL] 6.4 [COL] brand [VAL] VICTORY MULTIMEDIA [COL] dimensions [VAL] 9.9 x 7.9 x 1.8 inches,0,D8
2239,326, [COL] title [VAL] Xerox 101R00421 Transfer Unit [COL] modelno [VAL] 101R00421 [COL] price [VAL] 349.0 [COL] shipweight [VAL] 10.68 [COL] brand [VAL] XEROX, [COL] title [VAL] New-101R00421 Transfer Unit Case Pack 1 - 518345 [COL] price [VAL] 768.79 [COL] shipweight [VAL] 23.6 [COL] brand [VAL] Xerox,1,D8
2440,16944, [COL] title [VAL] Targus Red TG-RA1010 8-In-1 Camera Essentials Kit [COL] modelno [VAL] TG-RA1010 [COL] price [VAL] 12.98 [COL] shipweight [VAL] 0.4 [COL] brand [VAL] Targus [COL] dimensions [VAL] 6.8 x 5.4 x 1.18 inches, [COL] title [VAL] TARGUS RED TG-DS500 DSLR SLR STARTER KIT [COL] price [VAL] 29.99 [COL] shipweight [VAL] 4.8 [COL] brand [VAL] Targus,0,D8
805,6310, [COL] title [VAL] Apricorn 250GB Padlock 256-Bit Hardware-Encrypted Portable Drive [COL] modelno [VAL] A25-PL256-250 [COL] price [VAL] 109.84 [COL] shipweight [VAL] 1.0 [COL] brand [VAL] Apricorn [COL] dimensions [VAL] 8.11 x 6.18 x 2.72 inches, [COL] title [VAL] Apricorn Aegis Padlock 250 GB USB 2.0 128-bit Encrypted Portable External Hard Drive A25-PL128-250 Grey [COL] modelno [VAL] A25-PL128-250 [COL] price [VAL] 84.84 [COL] shipweight [VAL] 1 [COL] brand [VAL] Apricorn [COL] dimensions [VAL] 4.7 x 3.3 x 0.8 inches,0,D8
1396,4379, [COL] title [VAL] DJ-Tech T545A 15  600W 2-Way Active Loudspeaker [COL] modelno [VAL] T545A [COL] price [VAL] 358.0 [COL] shipweight [VAL] 51.0 [COL] brand [VAL] DJ Tech [COL] dimensions [VAL] 27.0 x 16.0 x 12.75 inches, [COL] title [VAL] DJ Tech IVISA50LIGHT 50W Abs Battery Portable PA System Ipod Player 1 MK100 Mic [COL] modelno [VAL] iVisa 50 Light [COL] price [VAL] 249.0 [COL] shipweight [VAL] 30 [COL] brand [VAL] DJ Tech,0,D8
1362,301, [COL] title [VAL] Cardinal Zippered Binder Pockets 8-1 2 x 11 Clear 3 Pack [COL] price [VAL] 5.27, [COL] title [VAL] Universal 61687 - Slash-Cut Pockets for Three-Ring Binders Jacket Letter 11 Pt. White 10 Pack [COL] shipweight [VAL] 1.5 [COL] brand [VAL] Universal,0,D8
381,10132, [COL] title [VAL] Rediform Money Receipt Book 300 Sets Book [COL] modelno [VAL] 8L810 [COL] price [VAL] 22.94 [COL] shipweight [VAL] 1.387, [COL] title [VAL] New-Rediform 5L528 - Sales Book 4-1 4 x 6 3 8 Carbonless Triplicate 50 Sets Book - RED5L528 [COL] price [VAL] 13.64 [COL] shipweight [VAL] 13.8 [COL] brand [VAL] Rediform,0,D8
666,12514, [COL] title [VAL] Cooler Master HAF-X 942 Chassis Black [COL] modelno [VAL] RC-942-KKN1 [COL] price [VAL] 209.99 [COL] shipweight [VAL] 36.7 [COL] brand [VAL] Coolermaster [COL] dimensions [VAL] 26.1 x 25.8 x 11.5 inches, [COL] title [VAL] Cooler Master HAF X Full Tower w SuperSpeed USB 3.0 w Window w Black Interior ATX Case RC-942-KKN1 [COL] modelno [VAL] RC-942-KKN1 [COL] price [VAL] 188.45 [COL] shipweight [VAL] 36 [COL] brand [VAL] Cooler Master [COL] dimensions [VAL] 26.0 x 24.7 x 11.5 inches,1,D8
1927,4854, [COL] title [VAL] ioSafe Rugged 500GB USB 3.0 Portable External Hard Drive [COL] modelno [VAL] PA50500U5YR [COL] price [VAL] 299.98 [COL] shipweight [VAL] 1.0 [COL] brand [VAL] IOSAFE [COL] dimensions [VAL] 10.0 x 8.0 x 3.0 inches, [COL] title [VAL] ioSafe Rugged Portable - Hard drive - 750 GB - external - FireWire 800 Hi-Speed USB SuperSpeed USB - with 1 year Data Recovery Service [COL] modelno [VAL] PA70750U1YR [COL] price [VAL] 199.85 [COL] shipweight [VAL] 1.9 [COL] brand [VAL] ioSafe,0,D8
310,12779, [COL] title [VAL] Logitech USB Webcam C270H [COL] modelno [VAL] C270H [COL] price [VAL] 29.0 [COL] shipweight [VAL] 0.9 [COL] brand [VAL] Logitech [COL] dimensions [VAL] 8.251 x 6.0 x 3.251 inches, [COL] title [VAL] Logitech Webcam C210 [COL] modelno [VAL] 960-000617 [COL] price [VAL] 20.62 [COL] shipweight [VAL] 1 [COL] brand [VAL] Logitech [COL] dimensions [VAL] 8.2 x 6.0 x 3.0 inches,0,D8
703,17210, [COL] title [VAL] Elmer s 4-count Washable School Glue Sticks - .24oz 2 pack [COL] price [VAL] 3.6 [COL] shipweight [VAL] 0.171, [COL] title [VAL] Elmer s E304 - Washable School Glue 4 oz Liquid [COL] price [VAL] 20.52 [COL] shipweight [VAL] 12.6 [COL] brand [VAL] Elmer's,0,D8
2143,12802, [COL] title [VAL] Link Depot 14 Ethernet Enhanced CAT6 Networking Cable Blue [COL] modelno [VAL] C6M-14-BUB [COL] price [VAL] 3.98 [COL] shipweight [VAL] 1.55 [COL] brand [VAL] Link Depot [COL] dimensions [VAL] 12.0 x 7.5 x 1.0 inches, [COL] title [VAL] Link Depot Rounded eSATA to SATA Cable Blue 3 Feet [COL] modelno [VAL] ESATA-SATA-3BU [COL] price [VAL] 11.14 [COL] shipweight [VAL] 1 [COL] brand [VAL] Link Depot [COL] dimensions [VAL] 8.0 x 4.6 x 2.0 inches,0,D8
599,14428, [COL] title [VAL] Corsair CM2X2048-6400C5 XMS2 2GB PC2-6400 800MHz 240-Pin DDR2 CL5 Dual Channel Desktop Memory Kit [COL] modelno [VAL] CM2X2048-6400C5 [COL] price [VAL] 40.82 [COL] shipweight [VAL] 0.15 [COL] brand [VAL] Corsair [COL] dimensions [VAL] 9.0 x 5.0 x 0.5 inches, [COL] title [VAL] Corsair CMX8GX3M4A1333C9 XMS3 8 GB PC3-10600 Core i5 Memory Kit [COL] modelno [VAL] CMX8GX3M4A1333C9 [COL] price [VAL] 77.24 [COL] shipweight [VAL] 1 [COL] brand [VAL] Corsair [COL] dimensions [VAL] 7.4 x 4.8 x 0.3 inches,0,D8
703,16267, [COL] title [VAL] Elmer s 4-count Washable School Glue Sticks - .24oz 2 pack [COL] price [VAL] 3.6 [COL] shipweight [VAL] 0.171, [COL] title [VAL] New-Elmer s E1326 - Glue-All White Glue Repositionable 1 gal - EPIE1326 [COL] price [VAL] 38.4 [COL] shipweight [VAL] 20.2 [COL] brand [VAL] Elmer's,0,D8
1732,5721, [COL] title [VAL] Patriot Memory 16GB LX Series SD Card High-Capacity [COL] modelno [VAL] PSF16GSDHC10 [COL] price [VAL] 49.98 [COL] shipweight [VAL] 0.05 [COL] brand [VAL] PATRIOT [COL] dimensions [VAL] 6.0 x 4.0 x 0.75 inches, [COL] title [VAL] Patriot LX Series 16 GB 600x Compact Flash Card PSF16G600CF [COL] modelno [VAL] PSF16G600CF [COL] price [VAL] 97.88 [COL] shipweight [VAL] 1 [COL] brand [VAL] Patriot [COL] dimensions [VAL] 6.0 x 4.0 x 0.8 inches,0,D8
750,21550, [COL] title [VAL] Cavalry DVD-RW DVD-R Dual-Layer DVD Writer [COL] modelno [VAL] CAEDVDRW8U2 [COL] price [VAL] 48.22 [COL] shipweight [VAL] 1.4 [COL] brand [VAL] Cavalry [COL] dimensions [VAL] 8.3 x 6.1 x 1.5 inches, [COL] title [VAL] Cavalry EN-CAHDD-U3 USB 3.0 2-Bay Hard Drive Dock [COL] modelno [VAL] EN-CAHDD2BU3-ZB [COL] price [VAL] 42.99 [COL] shipweight [VAL] 2 [COL] brand [VAL] Cavalry [COL] dimensions [VAL] 6.2 x 5.0 x 3.2 inches,0,D8
1672,19690, [COL] title [VAL] HP Notebook Sleeve Black Red [COL] modelno [VAL] HP VZ346AA [COL] price [VAL] 19.0 [COL] shipweight [VAL] 0.65 [COL] brand [VAL] HP [COL] dimensions [VAL] 14.9 x 10.5 x 1.7 inches, [COL] title [VAL] Lenovo ThinkPad 14W Sleeve Case - Notebook sleeve - 14.1 - black red [COL] modelno [VAL] 57Y4294 [COL] price [VAL] 16.9 [COL] shipweight [VAL] 1 [COL] brand [VAL] Lenovo [COL] dimensions [VAL] 15.0 x 13.0 x 1.0 inches,0,D8
2078,13859, [COL] title [VAL] DYMO D1 Standard Tape Cartridge for Dymo Label Makers 1 4in x 23ft Black on Clear [COL] modelno [VAL] 43610 [COL] price [VAL] 17.27 [COL] shipweight [VAL] 0.057 [COL] brand [VAL] Dymo, [COL] title [VAL] DYMO White Tape Black Print 1 2 Inch x 23 feet D1 Style Cartridge 45013 [COL] modelno [VAL] 45013 [COL] price [VAL] 11.33 [COL] shipweight [VAL] 4.8 [COL] brand [VAL] DYMO [COL] dimensions [VAL] 3.5 x 2.5 x 0.5 inches,0,D8
1825,2003, [COL] title [VAL] Philips 6-Outlet 3 Surge Protector [COL] modelno [VAL] SPP3160C/17 [COL] price [VAL] 0.0 [COL] brand [VAL] Philips, [COL] title [VAL] Belkin Pivot-Plug Surge Protectors [COL] modelno [VAL] BP112230-08 [COL] price [VAL] 30.55 [COL] shipweight [VAL] 3 [COL] brand [VAL] Belkin [COL] dimensions [VAL] 12.1 x 7.4 x 2.1 inches,0,D8
