Recall,Precision,F1,Matching Time,#Results,Delta
0.0,0.0,0.0,2.384185791015625e-06,0,0.95
0.0,0.0,0.0,8.344650268554688e-06,0,0.8999999999999999
0.0,0.0,0.0,9.298324584960938e-06,0,0.8499999999999999
0.0,0.0,0.0,1.0251998901367188e-05,0,0.7999999999999998
0.0,0.0,0.0,1.0967254638671875e-05,0,0.7499999999999998
0.038976148923792905,0.8933333333333333,0.07469342251950947,0.000102996826171875,150,0.6999999999999997
0.09860383944153578,0.7976470588235294,0.17551126067822936,0.00033926963806152344,425,0.6499999999999997
0.23880162885398487,0.7077586206896552,0.3571117877337973,0.0009856224060058594,1160,0.5999999999999996
0.3627108784176847,0.48370830100853374,0.414561170212766,0.0036139488220214844,2578,0.5499999999999996
0.3627108784176847,0.43449477351916377,0.39537095751426754,0.005402326583862305,2870,0.4999999999999996
