Recall,Precision,F1,Matching Time,#Results,Delta
0.0,0.0,0.0,1.6689300537109375e-06,0,0.95
0.0,0.0,0.0,6.67572021484375e-06,0,0.8999999999999999
0.0,0.0,0.0,8.106231689453125e-06,0,0.8499999999999999
0.0,0.0,0.0,8.58306884765625e-06,0,0.7999999999999998
0.0,0.0,0.0,9.298324584960938e-06,0,0.7499999999999998
0.0,0.0,0.0,1.0013580322265625e-05,0,0.6999999999999997
0.0,0.0,0.0,1.0967254638671875e-05,0,0.6499999999999997
0.03525338369531004,0.28426395939086296,0.0627275273032764,0.0003032684326171875,394,0.5999999999999996
0.14069877242681775,0.2308884297520661,0.17484842558185018,0.0022225379943847656,1936,0.5499999999999996
0.1476235442241108,0.20163370593293206,0.17045248046520078,0.0029053688049316406,2326,0.4999999999999996
