Recall,Precision,F1,Matching Time,#Results,Delta
0.0,0.0,0.0,1.6689300537109375e-06,0,0.95
0.0,0.0,0.0,7.152557373046875e-06,0,0.8999999999999999
0.0,0.0,0.0,8.106231689453125e-06,0,0.8499999999999999
0.02741067058247675,1.0,0.05335874225821819,3.600120544433594e-05,56,0.7999999999999998
0.34605971610376896,0.9915848527349228,0.5130624092888243,0.0003464221954345703,713,0.7499999999999998
0.7479197258932941,0.9896373056994818,0.8519654307220518,0.0008089542388916016,1544,0.6999999999999997
0.960352422907489,0.9874182184197282,0.9736972704714639,0.001241445541381836,1987,0.6499999999999997
0.9740577581987273,0.9774066797642437,0.975729345427801,0.0017828941345214844,2036,0.5999999999999996
0.9740577581987273,0.9764474975466143,0.9752511639304092,0.0028808116912841797,2038,0.5499999999999996
0.9740577581987273,0.9764474975466143,0.9752511639304092,0.0030546188354492188,2038,0.4999999999999996
