Recall,Precision,F1,Matching Time,#Results,Delta
0.0,0.0,0.0,1.1920928955078125e-06,0,0.95
0.0,0.0,0.0,6.198883056640625e-06,0,0.8999999999999999
0.0,0.0,0.0,7.152557373046875e-06,0,0.8499999999999999
0.0,0.0,0.0,7.867813110351562e-06,0,0.7999999999999998
0.0,0.0,0.0,8.58306884765625e-06,0,0.7499999999999998
0.056105610561056105,0.6017699115044248,0.10264150943396226,7.414817810058594e-05,113,0.6999999999999997
0.22772277227722773,0.5443786982248521,0.32111692844677137,0.00035119056701660156,507,0.6499999999999997
0.41171617161716173,0.5197916666666667,0.45948434622467765,0.0009799003601074219,960,0.5999999999999996
0.48184818481848185,0.4928270042194093,0.4872757613683772,0.0018541812896728516,1185,0.5499999999999996
0.48184818481848185,0.49158249158249157,0.48666666666666664,0.0019545555114746094,1188,0.4999999999999996
