Left_ID,Right_ID,Left_Text,Right_Text,Label,Dataset
583,2302, [COL] title [VAL] Special issue on prototypes of deductive database systems [COL] authors [VAL] K. Ramamohanarao [COL] venue [VAL] The VLDB Journal &mdash; The International Journal on Very Large Data Bases [COL] year [VAL] 1994.0," [COL] title [VAL] A logical foundation for deductive object-oriented databases [COL] authors [VAL] Mengchi Liu, Tok Wang Ling, Gillian Dobbie [COL] venue [VAL] ACM Trans. Database Syst. [COL] year [VAL] 2002",0,D4
2725,2426, [COL] name [VAL] Bas?lio, [COL] name [VAL] Marcos Barreto,0,D5
78,954, [COL] name [VAL] Plantronics Voyager 510 Bluetooth Earset [COL] description [VAL] Plantronics Voyager510 Bluetooth Headset, [COL] name [VAL] Jabra Bluetooth Headset - BT2070 [COL] description [VAL] Jabra Bluetooth Headset - BT2070/ Up To 5.5 Hours Talk Time/ Up To 200 Hours Standby Time/ Earhook Included/ Bluetooth 2.0+ EDR & eSCO Technology/ Auto-Pairing/ Discreet Light/ Answer/End Redial And Voice Dial Features/ USB Micro-B 5-Pin Charging Plug [COL] price [VAL] 49.0,0,D2
1045,2274, [COL] title [VAL] professor fujis sudoku deluxe by encore [COL] description [VAL] - marketing information: puzzle fanatics! get ready for your next mission: sudoku! fill in the empty cells one number in each so each column row and region contains the numbers 1 through 9 exactly once. sounds easy right... wrong. product information - software sub type: educational game - software name: professor fujiandquot;s sudoku deluxe - complete product - features and benefits: - 100 000 hand crafted puzzles - 16 different grid themes - 3 levels of play - pausable timer - fully integrated puzzle solver solves all grids - export puzzle and answers as a jpeg for emailing to friends - play with letters numbers or colors - printable puzzles - cheat mode - bosskey to hide your games! - game rating: esrb - e - (everyone) - platform support: pc license information - license type: complete product - license pricing: standard - license quantity: 1 user [COL] manufacturer [VAL] encore software [COL] price [VAL] 19.99, [COL] title [VAL] encore software 10374 - encore professor fuji's sudoku deluxe - complete product - educational game - 1 user(s) - complete product - standard - pc [COL] description [VAL] encore software 10374 : puzzle fanatics! get ready for your next mission: sudoku! fill in the empty cells one number in each so each column row and region contains the numbers 1 through 9 exactly once. sounds easy right... wrong. specifications ... [COL] price [VAL] 17.97,1,D3
178,5128," [COL] name [VAL] Michael Whetstone [COL] primaryProfessions [VAL] production_designer,art_department,art_director", [COL] name [VAL] Michael Potts,0,D5
7706,5122," [COL] title [VAL] Scandinavia [COL] abstract [VAL] Baz Ashmawy and his mother Nancy's adventures take them to Scandinavia, where they undergo a nailbiting gyrocopter ride, drive a colossal tank and charge across the snow on a dog sled. Their trip ends at Santa's Elf School, where Nancy is in for a big surprise. [COL] episodeNumber [VAL] 2.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 2015-09-08", [COL] name [VAL] Baz Ashmawy,0,D7
70,1447, [COL] name [VAL] Kirt Struemph, [COL] name [VAL] Nurit Koppel [COL] job [VAL] guestStars,0,D6
1736,18646," [COL] title [VAL] An Extensible Notation for Spatiotemporal Index Queries [COL] authors [VAL] Richard T. Snodgrass, Vassilis J. Tsotras, Christian S. Jensen [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 1998"," [COL] title [VAL] A Notation for Spatiotemporal Queries [COL] authors [VAL] VJ Tsotras, CS Jensen, RT Snodgrass [COL] venue [VAL] ACM Sigmod Record, [COL] year [VAL] 1998.0",0,D9
666,968, [COL] name [VAL] Logitech V450 Nano Cordless Laser Mouse For Notebooks - 910-000619 [COL] description [VAL] Laser, [COL] name [VAL] Logitech Black V220 Cordless Optical Mouse For Notebooks - 910000153 [COL] description [VAL] Logitech Black V220 Cordless Optical Mouse For Notebooks - 910000153/ Ergonomic Design With Soft Rubber Grips/ Extended Battery Life/ Mini-Receiver Snaps Onto Mouse Turning It Off/ High-Definition Optical Technology/ Side-To-Side Plus Zoom/ Black Finish [COL] price [VAL] 29.0,0,D2
4087,3557," [COL] title [VAL] Something Sacred (1) [COL] abstract [VAL] Kellerman is trying to find Lewis, who's disappeared since his suspension. Bayliss is on vacation. Stivers rotates into homicide and Kellerman isn't happy to see her. A priest is found murdered. Falsone attends a custody deposition hearing. A tape is delivered to Channel 11 that contains some startling information from a Swami about the priest's activities involving young boys. Munch and Kellerman seek out the two boys who were at the scene of the crime; meanwhile the other detectives seek out the Swami. Both are located, though the boys do not provide anything conclusive; they are held in protective custody. Kellerman searches for Lewis. Meanwhile, church members protest in front of the station house. Falsone gets his son for a weekend. Ballard and Gharty detain a corner kid who might be identifiable as one of three who had frightened a priest. Unfortunately, that priest (a monsignor) can't make a positive ID. Because of public pressure, the boys are released from custody to stay with [COL] episodeNumber [VAL] 12.0 [COL] seasonNumber [VAL] 6.0 [COL] releaseDate [VAL] 1998-01-30"," [COL] title [VAL] Full Court Press [COL] abstract [VAL] Munch and Gharty probe the death of a high-school athlete who appeared to have everything going for him. Pembleton and Bayliss have only one lead to a potential suspect, a pager number; however, Bayliss has a plan that should lead to the apprehension of their suspect. Kellerman and Ballard get a case with a drug dealer that Kellerman is less than enthusiastic to work. The victim is one of Georgia Rae Mahoney's lieutenants and there are four other unsolved murders in the last two weeks where the victims were members of the Mahoney organization. Pembleton and Bayliss apprehend the wrong suspect, but the fact the suspect was trafficking 200 Kg of narcotics gets them a commendation. Meanwhile, using the information provided to him by Falsone, Lewis has had members of the Mahoney organization under surveillance. Is Lewis involved in these murders? Kellerman receives some good news for a change; passing a tape of his conversation with Judge Gibbons onto the FBI won't be necessary. The FBI is [COL] episodeNumber [VAL] 18.0 [COL] seasonNumber [VAL] 6.0 [COL] releaseDate [VAL] 1998-04-03 [COL] release_year [VAL] 1998-01-01",0,D7
4658,6603, [COL] name [VAL] Michelle Forbes [COL] birthYear [VAL] 1965-01-01 [COL] primaryProfessions [VAL] actress, [COL] name [VAL] Michelle Forbes [COL] job [VAL] actor,1,D6
