D1,D2
66,799
643,777
391,402
467,321
93,998
533,598
601,389
395,517
803,841
977,982
10,1021
314,185
257,172
4,160
104,988
246,997
800,842
507,828
811,847
830,17
90,756
340,270
343,268
540,405
374,1073
164,419
123,227
457,758
721,635
147,724
812,849
113,282
992,913
1063,1030
345,269
982,1053
990,911
985,944
405,251
995,916
515,621
100,110
81,194
347,230
959,923
894,670
733,743
1052,976
323,213
670,965
524,519
497,456
21,25
148,132
231,641
1033,535
870,734
745,545
163,417
496,457
979,942
911,481
788,817
500,523
535,513
944,920
777,479
263,205
364,851
613,768
470,458
76,72
529,488
570,573
748,527
784,717
877,680
672,471
196,35
874,735
308,243
185,395
824,675
175,43
127,125
156,167
825,678
607,995
957,906
1028,1012
47,27
657,660
878,681
360,265
577,559
966,704
130,180
790,765
817,752
912,954
25,116
404,241
369,271
434,226
968,672
43,29
599,755
24,407
414,299
832,1058
6,776
947,1041
530,485
820,736
72,64
168,295
603,592
730,693
684,616
205,150
542,439
876,707
361,239
299,764
669,932
455,381
1032,763
132,181
598,506
319,286
191,44
571,1004
621,663
580,509
635,565
583,547
336,266
407,314
702,1049
307,784
1005,601
402,554
177,248
479,23
352,186
417,951
552,325
18,99
629,762
334,376
387,320
839,859
431,364
675,723
699,318
44,14
368,296
456,525
56,15
365,215
406,315
837,1037
700,157
794,655
795,782
121,108
485,1027
32,165
949,956
255,168
566,468
938,987
346,252
169,831
108,71
541,501
1059,1047
61,52
766,714
585,555
218,808
907,904
473,1013
378,331
135,122
880,721
628,664
546,504
357,223
176,9
259,391
893,447
871,706
956,850
674,607
682,610
162,415
814,166
697,572
550,499
744,542
645,566
969,39
726,435
480,263
551,495
359,273
855,74
741,437
890,823
392,310
193,21
671,653
840,833
695,639
1048,889
560,606
194,13
99,292
584,556
891,890
325,338
1012,383
747,624
734,779
724,526
908,891
45,171
544,497
1024,979
315,228
644,589
215,235
712,540
996,914
476,366
781,316
692,636
998,993
691,813
1074,1063
1001,908
713,780
226,586
140,224
764,732
630,536
904,139
1026,985
397,339
327,374
178,373
234,161
1073,1062
849,630
1064,375
388,380
