D1,D2
311,2716
506,1659
756,2312
1185,336
1026,1128
115,168
711,448
693,411
986,702
735,624
1110,382
189,1471
823,2941
626,280
81,1552
59,2066
741,350
691,610
634,332
1151,891
694,1417
644,316
1166,513
346,834
355,2317
1076,969
187,1479
653,2572
391,1654
898,2212
999,1177
696,2645
1351,1704
567,2964
124,2036
18,1192
335,1963
553,942
669,2627
246,1755
230,2473
407,1910
268,1401
210,126
527,2924
566,325
114,89
1230,503
9,2930
1296,2526
508,1925
659,217
1323,1523
286,2840
994,797
569,2887
1117,929
679,352
1315,669
556,576
725,923
1119,926
926,2412
831,215
581,2670
56,2048
510,973
534,0
514,1687
450,25
938,880
347,2746
148,1831
485,318
538,2346
930,2674
372,2416
829,371
99,1638
1132,919
1222,1880
749,340
1112,931
528,913
1240,2334
631,493
1280,2360
607,2909
47,2025
1335,639
891,2270
1160,2689
232,2718
1242,1126
302,2809
382,2776
1299,708
243,141
1001,3008
16,1928
1102,293
515,1135
143,1785
1176,312
106,2367
640,310
15,1922
1199,537
622,274
1165,62
39,1978
1178,561
46,2027
322,2235
646,1979
467,3003
38,2007
613,2494
1312,682
1215,502
279,2056
116,1739
30,450
356,2690
309,2762
692,414
1114,928
1305,649
991,825
521,932
128,1773
618,1381
378,2546
26,2369
338,2877
1027,2450
397,2770
657,210
1311,680
981,2174
755,395
267,2662
401,2727
171,1439
1101,431
814,2273
1259,2633
547,1747
813,686
374,2511
288,2832
658,2752
943,1799
1288,684
884,2118
893,149
4,1860
50,2039
1253,23
1257,2492
1029,1092
10,1906
881,2456
635,1881
48,2023
1325,70
978,816
1220,1060
344,2871
35,1999
535,31
1225,1319
349,2703
1056,11
838,421
441,2182
1096,1021
131,1771
1327,275
430,2709
683,251
763,384
720,3035
1050,2998
982,827
214,105
294,2629
551,1555
1055,2006
1046,752
218,111
27,1415
559,2974
1291,732
1219,498
874,1526
233,604
463,2895
7,1863
870,193
596,71
745,345
754,769
662,218
871,2666
576,455
757,1029
245,144
264,2485
787,704
208,50
621,620
292,2799
591,1797
113,1644
1002,798
729,1633
182,1518
389,2789
453,762
104,1615
619,291
860,200
889,75
863,979
1223,1062
601,2977
873,2209
846,190
442,2102
579,2528
359,2700
1260,775
461,2389
1346,612
470,2381
750,339
1347,619
582,1718
117,1745
371,2660
791,666
360,3001
1099,1388
213,96
1340,1557
939,2003
156,2375
974,812
639,306
684,2639
138,1936
53,2033
1109,1808
665,1402
410,2951
712,444
1087,1326
902,1122
1353,739
1256,468
859,2380
953,859
809,2550
1200,539
1286,697
1313,1571
57,2049
546,538
480,2336
701,403
697,406
154,1851
968,2359
931,867
1211,555
449,659
689,417
1216,1063
647,2238
1250,1967
673,265
221,95
1217,501
447,2094
229,1677
157,1855
805,2502
396,2765
1169,2095
849,2110
500,1546
242,715
280,2815
178,1509
710,449
512,2659
909,162
761,381
36,1986
108,1651
275,2821
862,2384
49,2021
707,2642
771,2458
936,2933
915,2280
1057,1985
75,1554
462,2388
129,1775
1066,640
1060,1742
224,81
263,2155
331,2863
222,1171
237,719
1339,596
910,2447
545,1813
1198,1184
1158,898
184,1514
405,2736
72,1527
459,2279
368,2677
1028,763
703,2290
1345,589
78,287
996,2849
354,2957
479,1058
954,860
176,1442
139,1820
752,392
1106,784
472,2362
223,1905
786,2454
1209,551
560,356
668,257
45,2009
608,99
1262,465
385,2779
778,2460
460,1844
916,178
1153,2057
1284,695
1130,2133
685,424
723,434
941,2214
989,2013
702,2644
1063,2084
1157,2399
183,1516
444,2099
204,61
808,2532
615,233
66,1534
1267,489
334,2852
283,2814
28,1951
163,1453
1249,1030
262,1099
758,387
961,2144
628,278
965,1116
186,1481
643,1731
947,2216
388,2781
801,532
1065,250
366,2636
1196,533
1053,3032
424,2255
819,2622
1007,772
912,176
832,1473
350,1636
100,1504
198,1132
307,2800
751,390
985,819
253,1736
1301,658
1014,2503
415,2721
1011,2812
398,2769
1332,642
687,420
1148,904
1318,638
488,2332
1232,520
952,831
895,2681
201,57
51,2041
13,2667
92,59
717,2654
1018,759
1269,475
384,2780
1092,2169
496,1081
530,2019
320,2947
185,1084
80,1539
715,2647
274,2867
1021,2243
1147,2071
173,1919
641,304
481,2305
1163,1667
504,1609
1167,889
649,228
1177,1000
577,1136
1088,1335
164,1454
107,2397
455,2498
797,2478
427,2210
866,198
358,2686
1337,600
1161,2100
1097,944
247,1754
667,255
844,2344
342,2868
1276,495
433,2153
1326,623
600,1410
1229,1066
197,63
857,2390
886,156
963,2145
369,2409
273,2946
1241,531
373,2509
68,1538
1285,698
34,1990
1329,645
780,2856
310,2919
795,2477
1244,529
645,317
399,2774
1274,494
300,2811
458,2404
169,1466
165,1934
843,2348
1221,497
434,2151
404,2732
670,1641
1300,657
328,2862
325,2925
664,222
3,1834
137,1845
774,2186
73,1525
276,2822
495,2436
1059,2993
476,2353
162,1459
602,1112
1310,678
1118,2122
964,729
1282,696
724,2236
1306,651
773,1467
270,2829
1321,634
1016,782
419,2296
1328,646
934,871
677,243
290,2823
298,2792
231,1668
1012,783
395,2767
423,1095
612,289
896,151
