D1,D2
2928,2728
1800,5467
2055,2657
2704,2646
2011,6911
2054,5705
4530,6153
3986,2424
2108,1716
649,4935
3547,3954
1712,6167
4783,6479
1570,194
2608,4231
5043,5903
2619,4894
1996,969
3945,249
1260,4552
4190,5022
500,7436
2799,1931
3079,3482
821,4793
5076,2536
4349,2447
124,912
1368,6618
2274,4615
1227,2924
1700,2329
1489,42
2688,5309
1412,1023
25,3405
1464,1976
2053,2710
312,6029
2817,6090
2895,2435
725,7175
3669,3801
1365,3073
1809,1493
1889,758
2296,317
4708,3974
4179,7276
4602,263
4987,5450
187,3414
4964,6415
1302,7139
3586,5412
2526,2034
2674,7467
3671,1244
3114,6893
781,5613
4550,5229
4052,5532
2901,4070
1407,1392
1919,3870
1537,750
3594,2226
2468,1219
1618,8
736,5752
767,7255
4013,7123
2506,6018
918,165
4537,5781
4072,1559
2220,5714
2998,3321
4246,1581
2518,2225
1015,1562
2706,5002
4392,1482
2919,2906
2042,6467
3884,1314
3137,1618
2080,1467
2052,1822
4386,7179
369,5087
963,896
203,4822
4397,3526
3655,4349
4841,6787
3267,1630
4833,5067
2101,6646
4333,4657
4078,6395
2168,5331
4746,3888
2682,1376
3826,2623
4937,1761
4345,5839
1344,5358
387,7623
2606,3028
115,332
4108,5958
3772,6051
4923,5083
3396,5762
1093,6138
3808,2916
1843,2834
3751,3476
779,213
4661,4183
1392,1600
1494,2153
2798,3516
3993,1105
2867,5495
3977,1163
3474,279
898,68
760,458
3958,338
3286,1127
2954,4402
2927,2206
576,2520
1769,1807
2721,397
2056,3281
3047,4978
1438,3086
828,2671
2313,3997
5059,1157
3440,4207
2837,625
3174,4406
1399,3320
388,783
4394,5299
152,6546
2425,5760
4972,746
3447,2512
1326,5798
1434,4290
2342,2945
3159,1625
3218,4959
2681,6765
3014,4212
348,4444
3384,4521
2365,7404
2909,1372
4150,2209
4143,677
3312,4688
1435,3388
4361,4179
4390,6200
52,2500
618,1218
4041,1811
1453,4131
3157,361
2146,2193
545,2510
1474,3483
3466,1010
4336,6805
1354,6076
3256,1437
1124,212
2415,4934
3449,464
1891,907
1253,3390
3635,7562
4740,4420
4979,6371
4121,3986
1648,5156
1032,2759
2675,1731
643,1898
127,24
4064,524
4928,1203
2612,2953
4613,429
3194,127
2797,1427
426,5423
4164,1135
4882,219
292,1200
3984,2915
4798,3907
4087,3004
896,115
764,838
567,7632
2423,7496
3148,983
3513,954
4303,5493
2124,428
663,3831
4185,1523
3987,2703
2883,5784
1531,3971
2572,2868
2122,2078
3883,6876
2032,2139
4479,883
2743,2722
180,469
1021,7264
3546,284
4069,3222
1677,5719
302,6412
5013,206
461,344
3637,4603
1899,5683
313,204
1851,2822
1573,7135
1448,4240
161,887
168,7387
1186,3285
833,283
677,1274
1364,2824
3961,3478
1797,486
698,2186
1318,6150
1647,5709
3289,5082
1114,61
3181,2686
4666,3137
2477,1606
3535,2321
3502,3369
644,7690
3908,1078
1521,4358
1533,1859
2803,3830
2809,5969
1169,1599
3681,4105
1877,7538
645,5963
1384,2359
5023,2970
2708,5803
339,242
1249,7447
3121,4083
2284,4074
4201,256
670,6441
2428,1940
2851,6651
2348,4877
2660,4
2887,3236
2267,6326
4999,44
4066,6547
2576,3234
3698,1659
3435,2612
2662,4205
2226,1885
3073,6510
1675,4902
494,613
4736,1481
1937,3540
4682,1466
3708,3152
1750,4631
4996,5111
5092,6062
2484,7491
2087,3696
3299,1305
4239,629
3138,2242
1043,5948
4811,418
4577,5821
4311,355
2271,2315
1168,7245
1662,1835
2766,687
3305,1275
4582,2350
2980,537
4365,4193
2240,6985
882,6858
5028,7048
2547,6540
3506,6517
2585,390
1454,3964
2819,7534
4596,226
1196,4780
2938,2232
3021,1570
1731,4897
4270,871
1148,2462
1921,2233
4166,4912
2315,1760
1371,4401
4454,1351
823,358
1420,560
3912,3643
4251,146
4028,6527
829,6174
405,349
5110,7599
4793,5932
3812,6241
1988,1436
2878,2419
2545,3007
358,5407
3380,7458
948,5652
3699,3761
1241,27
4854,2849
2504,628
4071,2819
3550,2348
1974,1457
