D1,D2
892,2795
756,2312
1185,336
850,3003
115,2515
754,2537
578,2343
536,2363
244,1529
316,785
1151,916
809,1530
567,1605
516,1396
869,194
346,834
1166,905
609,2940
999,1177
553,942
508,1138
1189,2
669,750
642,2416
1317,2930
566,325
1270,2873
604,999
477,698
631,127
372,570
1158,188
556,576
574,1101
581,993
517,2898
872,2435
831,215
511,1602
618,2246
514,1156
450,25
538,2346
1055,2273
1102,493
572,2673
322,2628
258,2550
1264,2217
1168,2479
265,1747
1165,62
1253,446
613,2494
520,2785
30,450
1273,2098
734,357
264,1111
991,825
26,2369
79,658
949,793
1046,767
380,791
755,395
1011,2260
114,7
288,2832
884,371
624,2138
635,23
10,1906
1325,70
1237,1047
542,2905
392,2102
559,2974
1042,2278
463,2895
1064,2889
229,1689
1324,624
389,2789
1177,71
601,2977
1009,765
117,1745
360,3001
915,1095
1340,1557
939,2003
974,812
410,2951
1286,697
57,2049
931,867
1099,950
1217,501
864,200
423,2272
242,715
761,381
305,2803
222,1171
78,287
954,860
1295,707
586,2415
1249,1026
428,2190
778,2460
211,721
702,2644
1348,610
204,61
824,2637
832,1473
100,1504
253,1736
461,1539
1014,2503
415,2721
334,2917
398,2769
687,420
502,2105
356,2875
39,2001
1318,638
1232,520
1063,3005
1269,475
530,2019
320,2947
274,2867
1147,2071
481,2305
649,228
577,1136
160,14
164,1454
427,2210
1337,600
1033,2270
342,2868
901,168
600,1410
197,63
12,1920
68,1538
34,1990
1329,645
780,2856
795,2477
399,2774
300,2811
843,2348
404,2732
233,1129
1300,657
664,222
3,1834
73,1525
276,2822
1059,2993
476,2353
162,1459
1310,678
1306,651
270,2829
1321,634
1142,3032
677,243
290,2823
395,2767
88,1571
612,289
896,151
33,1978
