Left_ID,Right_ID,Left_Text,Right_Text,Label,Dataset
988,1356," [COL] title [VAL] Reducing the Braking Distance of an SQL Query Engine [COL] authors [VAL] Michael J. Carey, Donald Kossmann [COL] venue [VAL] Very Large Data Bases [COL] year [VAL] 1998.0"," [COL] title [VAL] Answering queries with useful bindings [COL] authors [VAL] Edward Y. Chang, Chen Li [COL] venue [VAL] ACM Trans. Database Syst. [COL] year [VAL] 2001",0,D4
924,387, [COL] title [VAL] Influential papers [COL] authors [VAL] Ken Ross [COL] venue [VAL] ACM SIGMOD Record [COL] year [VAL] 2003.0," [COL] title [VAL] Reminiscences on Influential Papers [COL] authors [VAL] Kenneth A. Ross, Kyuseok Shim, Mary F. Fernandez [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2002",0,D4
1635,375, [COL] title [VAL] Practical predicate placement [COL] authors [VAL] Joseph M. Hellerstein [COL] venue [VAL] International Conference on Management of Data [COL] year [VAL] 1994.0, [COL] title [VAL] Practical Predicate Placement [COL] authors [VAL] Joseph M. Hellerstein [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 1994,1,D4
808,2061," [COL] title [VAL] Industrial Panel on Data Warehousing Technologies: Experiences, Challenges, and Directions [COL] authors [VAL] Umeshwar Dayal [COL] venue [VAL] Very Large Data Bases [COL] year [VAL] 1999.0"," [COL] title [VAL] What is the Data Warehousing Problem? (Are Materialized Views the Answer?) [COL] authors [VAL] Inderpal Singh Mumick, Ashish Gupta [COL] venue [VAL] VLDB [COL] year [VAL] 1996",0,D4
593,2093, [COL] title [VAL] Standards [COL] authors [VAL] Andrew Eisenberg [COL] venue [VAL] ACM SIGMOD Record [COL] year [VAL] 2001.0, [COL] title [VAL] SIGMOD Anthology Editor's Message [COL] authors [VAL] Michael Ley [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2000,0,D4
662,2041," [COL] title [VAL] Avi Silberschatz speaks out: on academia versus industrial labs, startup fever, database PhD quality, the future of data mining as a research area, IP issues, how he wouldn't change a thing, and more [COL] authors [VAL] Marianne Winslett [COL] venue [VAL] ACM SIGMOD Record [COL] year [VAL] 2002.0", [COL] title [VAL] Interview with Michael Stonebraker [COL] authors [VAL] Marianne Winslett [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2003,0,D4
608,2099," [COL] title [VAL] Special section on semantic web and data management [COL] authors [VAL] Robert Meersman, Amit Sheth [COL] venue [VAL] ACM SIGMOD Record [COL] year [VAL] 2002.0"," [COL] title [VAL] Amicalola Report: Database and Information System Research Challenges and Opportunities in Semantic Web and Enterprises [COL] authors [VAL] Robert Meersman, Amit P. Sheth [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2002",0,D4
1610,1867," [COL] title [VAL] Wireless client/server computing for personal information services and applications [COL] authors [VAL] Ahmed Elmagarmid, Jin Jing, Tetsuya Furukawa [COL] venue [VAL] ACM SIGMOD Record [COL] year [VAL] 1995.0"," [COL] title [VAL] Wireless Client/Server Computing for Personal Information Services and Applications [COL] authors [VAL] Jin Jing, Tetsuya Furukawa, Ahmed K. Elmagarmid [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 1995",1,D4
632,1367," [COL] title [VAL] Historical queries along multiple lines of time evolution [COL] authors [VAL] Gad M. Landau, Jeanette P. Schmidt, Vassilis J. Tsotras [COL] venue [VAL] The VLDB Journal &mdash; The International Journal on Very Large Data Bases [COL] year [VAL] 1995.0"," [COL] title [VAL] Efficiently Supporting Ad Hoc Queries in Large Datasets of Time Sequences [COL] authors [VAL] H. V. Jagadish, Christos Faloutsos, Flip Korn [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 1997",0,D4
2054,1963," [COL] title [VAL] XPath queries on streaming data [COL] authors [VAL] Feng Peng, Sudarshan S. Chawathe [COL] venue [VAL] International Conference on Management of Data [COL] year [VAL] 2003.0"," [COL] title [VAL] XPath Processing in a Nutshell [COL] authors [VAL] Georg Gottlob, Christoph Koch, Reinhard Pichler [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2003",0,D4
