Left_ID,Right_ID,Left_Text,Right_Text,Label,Dataset
2129,1814, [COL] title [VAL] The Ransom [COL] episodeNumber [VAL] 34.0 [COL] seasonNumber [VAL] 1.0 [COL] startYear [VAL] 1962-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 30.0, [COL] title [VAL] Stakeout [COL] episodeNumber [VAL] 4.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 1973-10-25 [COL] release_year [VAL] 1973-01-01,0,D5
3687,3203," [COL] name [VAL] Bill Brind [COL] primaryProfessions [VAL] producer,editor,director", [COL] name [VAL] Wallace Productions,0,D5
4927,4526, [COL] title [VAL] Dangerous Verdict [COL] episodeNumber [VAL] 25.0 [COL] seasonNumber [VAL] 5.0 [COL] startYear [VAL] 1958-01-01 [COL] genre_list [VAL] Drama [COL] runtimeMinutes [VAL] 30.0, [COL] title [VAL] Return to Trouble [COL] episodeNumber [VAL] 16.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 1958-01-19 [COL] release_year [VAL] 1958-01-01,0,D5
3548,53, [COL] name [VAL] P.C. Tullier [COL] primaryProfessions [VAL] writer," [COL] title [VAL] The Price [COL] abstract [VAL] Based on a novel by Jun Ioka, the Hulu series follows the relationship between Keisuke Okuyama, a brilliant attorney and his troubling client Tatsuya Ando who tormented and robbed him of his family in the past. [COL] numberOfSeasons [VAL] 1.0 [COL] numberOfEpisodes [VAL] 6.0 [COL] releaseDate [VAL] 2016-11-18 [COL] last_air_date [VAL] 2016-11-18 [COL] release_year [VAL] 2016-01-01 [COL] genre_list [VAL] Drama [COL] origin_country [VAL] JP",0,D5
1421,1994, [COL] name [VAL] Jussara Barros, [COL] name [VAL] Juliana Paes,0,D5
3854,1735, [COL] title [VAL] Dear Milkman [COL] episodeNumber [VAL] 15.0 [COL] seasonNumber [VAL] 5.0 [COL] startYear [VAL] 1958-01-01 [COL] genre_list [VAL] Drama [COL] runtimeMinutes [VAL] 30.0, [COL] title [VAL] The Mail Van Murder [COL] episodeNumber [VAL] 11.0 [COL] seasonNumber [VAL] 5.0 [COL] releaseDate [VAL] 1958-01-12 [COL] release_year [VAL] 1958-01-01,0,D5
1343,5158, [COL] title [VAL] Faraway Island [COL] episodeNumber [VAL] 13.0 [COL] seasonNumber [VAL] 5.0 [COL] startYear [VAL] 1958-01-01 [COL] genre_list [VAL] Drama [COL] runtimeMinutes [VAL] 30.0, [COL] title [VAL] The Hidden One [COL] episodeNumber [VAL] 12.0 [COL] seasonNumber [VAL] 5.0 [COL] releaseDate [VAL] 1958-01-19 [COL] release_year [VAL] 1958-01-01,0,D5
4171,190, [COL] title [VAL] The Larcenous Lover [COL] episodeNumber [VAL] 10.0 [COL] seasonNumber [VAL] 1.0 [COL] startYear [VAL] 1962-01-01 [COL] genre_list [VAL] Adventure, [COL] title [VAL] The Larcenous Lover [COL] episodeNumber [VAL] 10.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 1962-04-24 [COL] release_year [VAL] 1962-01-01,1,D5
5000,2436, [COL] title [VAL] Dangerous Channel [COL] episodeNumber [VAL] 4.0 [COL] seasonNumber [VAL] 1.0 [COL] startYear [VAL] 1957-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 30.0, [COL] title [VAL] The Challenge [COL] episodeNumber [VAL] 20.0 [COL] seasonNumber [VAL] 3.0 [COL] releaseDate [VAL] 1956-01-15 [COL] release_year [VAL] 1956-01-01,0,D5
3503,5610, [COL] name [VAL] David Billings, [COL] name [VAL] David Billings,1,D5
