D1,D2
59,27180
2263,20787
120,22466
293,4743
684,31779
33,51622
204,16829
1730,26875
2147,11095
854,36183
742,46831
2394,22129
1906,31823
358,41770
1622,34960
1275,54104
664,2867
1446,28310
271,1030
1158,32868
881,28913
2475,14399
280,21445
950,27673
905,10825
1529,44273
1228,50589
1486,18336
1252,36338
798,190
1140,11548
1526,10372
1148,4474
1884,45499
541,29325
582,7254
818,25860
2241,26408
2078,28452
176,39155
1489,32402
736,54270
539,7276
1196,21117
351,19515
1821,6541
1315,17369
1309,6234
724,35678
971,12992
2508,36280
1735,21449
1380,57615
869,55129
1528,18904
1422,2434
2114,15361
246,16555
612,8639
90,3379
1927,44227
210,4656
154,13350
251,22819
1597,21327
2234,2781
700,4086
1082,19261
2452,11178
1775,43609
958,7736
2075,33754
1684,48089
151,41133
1010,16245
1159,52718
2463,18426
2089,1446
1448,1360
2170,48853
640,50363
1534,57520
624,50095
2506,30271
1475,42603
1487,58216
668,43892
872,46847
1286,40065
510,3161
339,57363
1502,37482
2257,58770
1897,12344
1467,51315
476,32572
783,29261
1945,41854
125,20275
1104,26316
1527,727
1086,35919
183,18379
1537,14969
2215,33027
144,36459
137,17754
1666,17938
2432,13092
1154,20772
2395,14330
1591,43254
217,54222
1895,33213
764,43310
114,4592
16,22412
1975,13549
1018,3564
2164,1609
787,1287
43,61205
1624,21415
1033,4538
467,2970
631,31829
990,10866
777,10980
656,33329
1674,369
537,56404
1131,17419
1183,29127
2507,38267
1664,1020
469,55622
1680,3213
2122,27069
830,1444
2281,17680
2431,13481
925,15012
264,36779
2236,55263
2445,3251
462,9450
1405,55435
2206,52448
669,37175
653,30087
2283,36565
286,27715
2017,29983
1259,11056
2221,37004
2175,23469
29,11586
1845,27416
494,15569
723,56289
2467,4254
2117,33219
816,23840
2368,39377
1742,19747
24,20020
10,19424
285,29617
1734,41177
2318,6558
1505,28272
1156,43970
1801,29998
1541,11897
335,32681
577,29013
92,14103
786,7865
951,49368
357,2023
2072,14505
843,27130
833,6725
225,36256
534,32907
2344,38610
1100,28085
1233,14757
1393,8304
2482,4815
708,29050
337,11287
1425,30530
509,13318
2292,925
1659,31450
167,28075
17,9628
888,34914
373,23018
1152,9554
372,2608
1925,700
2433,18041
1431,37380
1538,11239
374,22550
2242,4096
72,45664
352,5639
1293,49478
201,3354
482,42456
2469,51720
2407,9808
206,32761
218,294
1787,2588
570,28270
2218,18143
327,30031
2136,15752
2271,14669
1409,30297
1051,45852
2004,27717
452,55964
2133,14138
497,6309
1115,601
2352,50148
2490,7424
2225,28489
637,19702
2366,23681
2311,36797
2126,46444
2185,35081
1764,5235
697,37068
189,54851
2393,23644
1034,5119
1495,7213
1473,24037
1383,40677
1190,7166
1029,13482
66,23006
2246,2340
2274,41544
2374,2304
440,49481
1008,29812
1297,28731
1697,17137
226,58848
858,13302
1307,37202
1598,44232
645,50542
1097,9910
752,33636
1102,13142
766,16708
1175,28399
255,22649
765,16517
1967,44716
1207,28398
1670,19017
923,36457
1844,50955
2093,29080
1468,26277
955,41782
1142,37821
1889,5697
760,21488
1964,40999
1724,1359
1939,32253
1686,33511
1530,48068
1924,49589
1119,37814
1050,48646
2410,17421
1965,44443
1118,53370
1816,44323
