Left_ID,Right_ID,Left_Text,Right_Text,Label,Dataset
1982,5294, [COL] name [VAL] Kim Joon [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Kim Seung-su [COL] job [VAL] actor,0,D6
523,3020, [COL] title [VAL] Treasure Hunt [COL] episodeNumber [VAL] 13.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 1961-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 60.0, [COL] title [VAL] The Secret Place [COL] episodeNumber [VAL] 21.0 [COL] seasonNumber [VAL] 3.0 [COL] releaseDate [VAL] 1962-02-25,0,D6
1982,7263, [COL] name [VAL] Kim Joon [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Kim Joon [COL] job [VAL] actor,1,D6
3240,1416," [COL] name [VAL] Chick Chandler [COL] deathYear [VAL] 1988-01-01 [COL] birthYear [VAL] 1905-01-01 [COL] primaryProfessions [VAL] actor,soundtrack", [COL] name [VAL] Michael Chandler [COL] job [VAL] guestStars,0,D6
1638,995, [COL] name [VAL] Im Ye-jin [COL] primaryProfessions [VAL] actress, [COL] name [VAL] Jo Young-Jin [COL] job [VAL] actor,0,D6
3166,629, [COL] name [VAL] Kim Bum [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Kim So-eun [COL] job [VAL] actor,0,D6
1907,3923, [COL] title [VAL] The Big Surf [COL] episodeNumber [VAL] 9.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 1960-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 49.0, [COL] title [VAL] Skeboarder ~ Super Rider II [COL] episodeNumber [VAL] 37.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2008-02-03,0,D6
4260,7344, [COL] name [VAL] Trent Bateman, [COL] name [VAL] Brian Tarantina [COL] job [VAL] guestStars,0,D6
1856,2174," [COL] name [VAL] Campbell Scott [COL] birthYear [VAL] 1961-01-01 [COL] primaryProfessions [VAL] actor,producer,director", [COL] name [VAL] Neve Campbell [COL] job [VAL] actor,0,D6
1581,3," [COL] name [VAL] Dieter Lemmel [COL] birthYear [VAL] 1924-01-01 [COL] primaryProfessions [VAL] director,writer,producer", [COL] name [VAL] Henry Bromell [COL] job [VAL] directors,0,D6
3575,1939," [COL] name [VAL] Lyle Weldon [COL] primaryProfessions [VAL] writer,director,producer", [COL] name [VAL] Barry Levinson [COL] job [VAL] directors,0,D6
1142,5960, [COL] title [VAL] Please Believe Me [COL] episodeNumber [VAL] 18.0 [COL] seasonNumber [VAL] 3.0 [COL] startYear [VAL] 1962-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 60.0, [COL] episodeNumber [VAL] 3.0 [COL] seasonNumber [VAL] 3.0 [COL] releaseDate [VAL] 1965-06-01,0,D6
4883,1272," [COL] name [VAL] Kyle Secor [COL] birthYear [VAL] 1957-01-01 [COL] primaryProfessions [VAL] actor,director", [COL] name [VAL] Kyle Secor [COL] job [VAL] director,0,D6
1836,829," [COL] name [VAL] Daniel Sackheim [COL] primaryProfessions [VAL] producer,director,editorial_department", [COL] name [VAL] Daniel Minahan [COL] job [VAL] directors,0,D6
1742,1124," [COL] name [VAL] Buck Taylor [COL] birthYear [VAL] 1938-01-01 [COL] primaryProfessions [VAL] actor,soundtrack,miscellaneous", [COL] name [VAL] Ian Buck [COL] job [VAL] guestStars,0,D6
3366,5625, [COL] title [VAL] The Quest of Ambrose Feather [COL] episodeNumber [VAL] 19.0 [COL] seasonNumber [VAL] 3.0 [COL] startYear [VAL] 1962-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 60.0, [COL] title [VAL] The Quest of Ambrose Feather [COL] episodeNumber [VAL] 19.0 [COL] seasonNumber [VAL] 3.0 [COL] releaseDate [VAL] 1962-02-11,1,D6
1073,2556, [COL] name [VAL] Sung-Il Jung [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Kwon Hyung-Joon [COL] job [VAL] actor,0,D6
470,2351," [COL] name [VAL] Patrick M. Crawford [COL] primaryProfessions [VAL] editor,editorial_department"," [COL] title [VAL] Wake Up Call [COL] abstract [VAL] Mary Jane hears harsh opinions about her show while sitting in on a journalism lecture. In other events, Patrick's life seems to be on track until he's surprised with a family intervention. [COL] episodeNumber [VAL] 8.0 [COL] seasonNumber [VAL] 3.0 [COL] releaseDate [VAL] 2015-12-01",0,D6
82,6772," [COL] name [VAL] Tucker Gates [COL] primaryProfessions [VAL] director,producer,miscellaneous", [COL] name [VAL] Keith Truesdell [COL] job [VAL] director,0,D6
224,4631, [COL] name [VAL] Michelyn Emelle [COL] primaryProfessions [VAL] actress, [COL] name [VAL] Michelle Monaghan [COL] job [VAL] actor,0,D6
3166,4934, [COL] name [VAL] Kim Bum [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Kim Hyun-joong [COL] job [VAL] actor,0,D6
2171,7311, [COL] title [VAL] A Touch of Genius [COL] episodeNumber [VAL] 25.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 1961-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 49.0, [COL] title [VAL] Treasure Hunt [COL] episodeNumber [VAL] 13.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 1961-01-09,0,D6
1250,2686, [COL] name [VAL] Robin Weekes [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Robin Wright [COL] job [VAL] actor,0,D6
2472,3384," [COL] name [VAL] Neill Fearnley [COL] primaryProfessions [VAL] director,producer,actor", [COL] name [VAL] Gary Fleder [COL] job [VAL] directors,0,D6
3367,1303," [COL] name [VAL] Michael Fields [COL] primaryProfessions [VAL] director,producer,editorial_department", [COL] name [VAL] Michael Hurst [COL] job [VAL] director,0,D6
4260,2192, [COL] name [VAL] Trent Bateman, [COL] name [VAL] Bruce Beaton [COL] job [VAL] guestStars,0,D6
70,1687, [COL] name [VAL] Kirt Struemph, [COL] name [VAL] Bruno Kirby [COL] job [VAL] guestStars,0,D6
1548,1876," [COL] name [VAL] Kari Skogland [COL] primaryProfessions [VAL] director,miscellaneous,producer", [COL] name [VAL] Kathryn Bigelow [COL] job [VAL] director,0,D6
1856,6705," [COL] name [VAL] Campbell Scott [COL] birthYear [VAL] 1961-01-01 [COL] primaryProfessions [VAL] actor,producer,director", [COL] name [VAL] Campbell Scott [COL] job [VAL] actor,1,D6
1346,4752," [COL] name [VAL] John David Coles [COL] primaryProfessions [VAL] producer,director,editorial_department", [COL] name [VAL] John Dahl [COL] job [VAL] directors,0,D6
4318,5772," [COL] name [VAL] Edward Gold [COL] primaryProfessions [VAL] miscellaneous,writer,producer", [COL] name [VAL] Edward Asner [COL] job [VAL] guestStars,0,D6
881,297, [COL] name [VAL] Frank Ray [COL] primaryProfessions [VAL] writer, [COL] name [VAL] Kay Reindl [COL] job [VAL] writers,0,D6
1397,7378, [COL] name [VAL] Howard Jerome [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Howard Jerome [COL] job [VAL] guestStars,1,D6
2942,4290, [COL] name [VAL] Kazuhito Suzuki [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Miyuki Sawashiro [COL] job [VAL] actor,0,D6
252,6740," [COL] name [VAL] Warren Oates [COL] deathYear [VAL] 1982-01-01 [COL] birthYear [VAL] 1928-01-01 [COL] primaryProfessions [VAL] actor,soundtrack,music_department"," [COL] title [VAL] Oscar Buzz Edition Part 1 [COL] abstract [VAL] Zach Galifianakis sits down with Jennifer Lawrence, Anne Hathaway, Christoph Waltz, Naomi Watts & Amy Adams who are getting all the buzz during this Oscar season.  [COL] episodeNumber [VAL] 16.0 [COL] seasonNumber [VAL] 1.0 [COL] releaseDate [VAL] 2013-02-11",0,D6
3597,658, [COL] title [VAL] The Wonderful Nightingale [COL] episodeNumber [VAL] 23.0 [COL] seasonNumber [VAL] 2.0 [COL] startYear [VAL] 1961-01-01 [COL] genre_list [VAL] Adventure [COL] runtimeMinutes [VAL] 60.0, [COL] title [VAL] The Wonderful Nightingale [COL] episodeNumber [VAL] 23.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 1961-03-27,1,D6
2942,3358, [COL] name [VAL] Kazuhito Suzuki [COL] primaryProfessions [VAL] actor, [COL] name [VAL] Kaori Mizuhashi [COL] job [VAL] actor,0,D6
734,7508, [COL] name [VAL] Jeanne Blake [COL] primaryProfessions [VAL] writer, [COL] name [VAL] Jeanne Blake [COL] job [VAL] writers,1,D6
2549,6202," [COL] name [VAL] Michael Morris [COL] primaryProfessions [VAL] producer,director", [COL] name [VAL] Michael Dante DiMartino [COL] job [VAL] directors,0,D6
2472,2419," [COL] name [VAL] Neill Fearnley [COL] primaryProfessions [VAL] director,producer,actor", [COL] name [VAL] Noreen Kershaw [COL] job [VAL] director,0,D6
1887,3402," [COL] name [VAL] Jakob Verbruggen [COL] primaryProfessions [VAL] director,producer,casting_department", [COL] name [VAL] Rudolf Jugert [COL] job [VAL] directors,0,D6
2015,3372," [COL] name [VAL] Mark Stein [COL] primaryProfessions [VAL] miscellaneous,writer", [COL] name [VAL] Mark Kunerth [COL] job [VAL] writers,0,D6
