D1,D2
1417,1621
2461,7240
313,8870
1999,20189
1305,2558
1964,14803
1153,13245
2088,17263
1233,12407
594,20843
261,5192
20,16837
1641,15009
1408,18494
986,6669
2344,14944
1908,20111
221,16624
3,4378
134,3740
538,17174
704,18206
1209,9717
693,2611
832,4597
518,2138
176,4854
719,15628
2211,4646
1299,15462
1591,17447
2217,19467
816,11998
2265,18698
1400,14943
128,2701
1610,10450
457,8018
2502,16032
2290,8322
470,10874
1522,21029
2507,5038
614,22045
1531,16547
1690,4226
129,10595
375,5041
1717,17261
2231,17839
1534,1090
376,9389
1877,2927
710,2945
537,790
2435,20419
120,14795
801,13029
1325,10507
1370,5172
1022,12116
662,17258
329,7314
1563,430
307,10209
1714,18512
2267,2527
979,9553
19,17429
2550,15807
512,3723
382,12582
1193,4493
1509,9332
163,123
502,11435
1987,10905
351,10048
1802,15678
148,16350
2165,21076
589,16953
1405,14894
2297,10869
1356,9287
1932,7044
1758,13845
2119,20314
92,2689
1957,17570
759,8381
820,6298
1626,13619
660,10273
667,7079
58,9328
385,18965
1571,6998
1489,2077
1919,543
669,12490
1141,9253
624,4039
781,17483
1263,22051
130,9890
1030,10555
735,12273
2381,3482
926,4426
398,16514
1102,7853
218,5046
2188,2671
635,7145
630,12817
1145,2867
194,6876
771,5517
550,2555
1686,20038
1104,1397
2160,9858
2422,8663
1151,18330
2196,19484
2132,7358
725,16277
1324,912
1228,11499
472,15367
1138,9085
1827,2578
931,6451
1868,4494
2364,17915
939,3615
709,1096
2519,2668
599,556
1210,1324
1790,19800
611,8429
996,2750
1217,5249
2006,13921
2371,10923
1177,20811
1074,20740
162,18348
1475,8650
637,15920
1298,8455
1573,5415
2334,10108
1507,760
2149,10785
2481,6885
2021,17451
1266,4232
1423,9727
1009,780
1706,17026
2029,14035
1550,11326
1437,11704
2133,8990
345,8386
1791,19538
1684,17948
1176,9432
94,9051
1189,2759
465,7304
199,5511
419,7260
597,22043
2221,11340
1774,18402
205,10517
745,11810
1621,16058
157,16205
1837,13677
1535,18999
2210,16560
1715,20591
2485,8095
1148,16756
1789,11778
1536,12098
1931,11214
1207,6898
848,602
2147,19748
1283,14891
1248,16298
1246,21594
1244,10288
688,4783
1338,17543
1107,12700
1653,1649
1903,10674
1121,14109
1498,5234
2245,3566
1499,4637
1242,6400
1190,10706
1946,1315
975,13422
2543,2533
2360,17905
229,13258
919,17371
413,284
1984,1120
2513,20426
2394,7261
1511,4519
1256,20411
1953,11438
925,21757
2199,20395
2523,10365
2275,19662
136,2576
1726,18463
1713,21093
1577,13540
922,13506
225,107
1863,21325
563,18915
983,18364
750,10530
80,6526
452,16645
272,3965
2163,8469
2516,20309
2511,21503
2248,8368
1657,16332
1286,16535
1073,2522
164,18937
1195,5364
107,12090
239,10617
1301,6494
1834,16331
1340,8496
1951,20443
1983,6913
463,11440
941,2805
872,15268
1066,8297
584,965
507,11953
1966,656
530,18531
1695,17274
2341,7893
294,19911
2378,11830
1578,3323
1564,6914
235,21783
658,21942
1295,6405
1963,6961
1168,8304
1513,1592
2216,20675
1391,2976
500,12544
2139,101
1930,15375
147,21192
1397,20805
378,21690
281,7824
895,12463
2356,5527
101,2593
916,8910
