D1,D2
277,2817
343,2876
296,2794
340,2882
321,2934
330,2864
377,2517
1336,599
593,2395
1218,1065
1045,2274
1320,2088
1261,412
5,1844
308,2915
1227,1322
680,248
1094,793
726,2764
299,2790
605,2224
266,2298
878,2232
1275,1021
402,2729
867,2372
33,1978
896,151
395,2767
677,243
934,871
1328,646
1246,1057
419,2296
1142,3032
1255,1022
270,2829
1282,696
774,2186
1252,2303
979,2170
1300,657
434,2151
952,9
169,1466
1274,494
550,616
107,1652
715,2657
310,2919
780,2856
181,1500
1285,698
68,1538
373,2509
967,829
615,287
1326,623
433,2153
1276,495
1067,2042
1066,975
667,255
247,1754
588,602
427,2210
309,250
215,96
1088,1335
1323,627
611,290
1147,2071
623,273
530,2019
551,2060
1063,3005
1018,759
929,866
895,2681
1318,638
1133,2136
1139,2130
1148,904
687,420
334,2917
1301,658
579,2408
854,2396
965,831
819,2622
956,2237
1150,2064
801,532
643,1731
624,2241
54,2051
262,1099
127,1780
283,2814
406,2738
888,158
1292,712
778,2460
385,2779
1262,465
428,2190
733,425
743,1771
1213,556
560,356
660,211
479,2334
1106,784
176,1442
1345,589
368,2677
87,1568
405,2736
184,1514
1339,596
638,331
224,81
305,2803
387,2834
455,2027
108,1651
29,1953
549,542
157,1855
950,852
221,95
213,129
1216,1063
313,2885
1259,1039
647,313
968,2359
480,2336
57,2049
953,859
1256,468
1087,1326
571,2091
565,2693
1257,1066
552,2696
53,2033
700,2643
333,2098
639,306
746,1462
823,2796
735,355
1076,1369
939,2003
1171,2079
1307,654
1347,619
1191,575
977,2286
470,2381
461,2389
568,2850
1223,1062
1138,1559
858,202
955,862
619,291
182,1518
1324,624
40,1999
787,704
757,1029
576,455
927,2440
874,1526
32,1958
542,2227
218,111
683,251
456,2496
691,413
335,2859
1108,1401
658,208
1000,808
640,2678
1220,1060
946,842
675,271
285,2851
610,213
1352,601
140,343
603,1976
171,1439
392,2746
981,2174
539,285
1311,680
1072,964
657,210
592,943
783,2456
521,932
1194,586
123,1695
1305,649
747,338
82,1544
1283,36
1156,899
1103,937
379,2513
382,2776
661,219
232,2718
243,2704
1164,890
749,340
626,639
938,880
1187,572
1070,980
617,194
364,2695
1117,929
569,2887
770,2459
1304,647
836,955
1146,905
1026,400
316,2913
246,1755
678,245
1197,534
924,2438
187,1479
112,1646
1048,328
1083,962
1079,959
630,324
1152,901
361,2699
365,2631
336,2857
918,177
