D1,D2
2236,947
2232,553
2284,2073
1766,840
2216,1306
2282,2222
2278,1255
971,252
807,1859
2272,1637
2254,1875
1773,2019
1119,1662
1122,892
2189,1957
1072,744
10,1244
1903,2585
2190,1991
993,2372
1751,778
2197,2101
1705,1984
487,2312
1061,793
1487,1937
1907,1616
2251,1493
230,1596
1433,53
1416,1475
14,2086
783,1390
689,1098
505,1633
1000,2412
1698,1024
1323,1954
1078,2382
88,891
16,1667
1002,1510
1208,479
1141,1924
1876,685
856,1760
1035,542
474,894
891,1774
1748,1133
246,206
682,1413
1477,2310
852,2180
1255,282
1268,364
1050,640
1926,71
1673,1444
683,2428
1373,21
137,758
1036,218
1713,50
1101,2185
1013,1582
236,751
1359,2286
1415,1230
495,898
1118,1497
899,57
717,849
240,1283
1330,573
1455,674
940,2495
1068,2340
1353,1228
1339,503
1423,737
1343,2609
1879,558
850,843
1029,1421
1275,1623
1245,2475
684,719
2201,141
841,852
1409,19
998,839
1641,1234
1082,1349
554,1250
86,2078
1407,2069
24,323
1995,194
1819,2345
475,2240
1134,1294
1886,2360
1785,743
1582,1960
1077,694
1613,2066
627,2071
824,319
1841,1332
1202,2410
1558,40
1282,1512
1213,12
1642,1638
718,406
187,534
197,101
543,199
1117,2000
201,1874
1764,1805
514,574
1169,790
862,1846
749,188
250,1429
2027,1321
312,1337
1206,1295
1351,2355
2281,2106
1521,135
665,358
1321,1663
29,1124
116,2194
1538,552
1205,1118
1127,2061
1664,980
1509,1726
1925,1338
1236,2008
1618,1441
1869,512
1069,1810
781,2140
1418,27
235,562
2062,488
2252,108
1382,2005
305,1586
1976,1799
2291,1548
1651,77
1347,2110
1333,334
1730,1515
918,2255
630,1928
560,850
499,86
355,1175
239,445
705,1803
868,2190
2274,1562
1807,2219
204,543
615,2434
697,2105
191,2387
888,195
1201,940
1229,753
1356,1092
1824,1406
1621,1647
1379,2020
1193,1404
212,2381
2188,623
529,254
1394,1677
2018,1952
1073,2143
1624,1014
1374,2532
1594,2349
519,2055
2287,1396
1828,2249
2086,318
1129,413
356,54
1739,1095
1619,2084
413,45
210,2245
1889,2173
2033,1084
1799,656
1923,2018
963,70
2074,528
149,1141
90,1571
889,2308
463,147
2051,2276
652,88
792,1344
1958,438
1585,2167
1967,1503
1601,1015
722,1756
1198,2007
1894,403
1505,2261
357,423
34,127
1720,1418
1942,2307
1881,1108
317,462
1743,190
146,1286
66,1741
315,1064
261,1000
2045,939
46,1713
1646,176
1893,2121
1697,289
289,2090
138,324
639,525
1375,92
234,2374
1640,1533
1930,824
2063,2277
1982,2597
264,390
2029,868
1437,1047
1590,697
1623,2112
1855,687
2073,681
1028,2378
1211,258
1554,739
1835,2213
83,1999
173,827
130,569
265,2316
2043,262
640,727
1164,18
767,1352
111,138
1488,1617
72,1660
318,812
366,1479
331,579
337,2536
1620,353
1004,913
144,587
2196,1425
192,230
43,1058
361,2136
423,442
211,1248
1668,180
1856,1778
1637,992
1200,369
518,1377
338,1056
1548,2386
1557,233
145,912
1513,972
110,1717
1230,1411
511,1755
1231,1351
927,131
2101,957
