D1,D2
1748,17507
692,18704
2408,5806
1987,16252
139,21687
246,13589
1165,22003
1246,17191
595,14869
2040,9550
1964,14803
2088,17263
1592,16658
86,11617
594,20843
1245,9553
261,5192
1408,18494
1299,21991
2007,20461
356,21591
832,14586
1083,20644
986,6669
1251,2073
1908,20111
2033,19398
475,12746
336,20174
221,16624
134,3740
1591,3205
286,18626
542,13159
704,18206
1209,9717
518,2138
176,4854
719,15628
2208,5421
2329,14073
2507,7055
2211,4646
2072,4159
993,14690
1571,14949
1516,4792
1414,2485
2265,18698
1400,14943
128,2701
2474,14437
416,19475
457,8018
1451,4719
2502,16032
2290,8322
470,10874
504,15431
737,6759
217,5274
550,19539
838,6639
2155,17864
2144,9288
617,19540
1531,16547
1439,1636
853,6747
2231,17839
1534,1090
395,99
788,18156
1320,884
787,21933
1877,2927
1866,14359
575,1128
1260,20314
539,11542
2435,20419
120,14795
1980,1502
801,13029
2106,1253
2112,12785
2073,15479
1022,12116
2306,18101
2093,16311
1159,13109
1224,8070
2267,2527
1943,15780
665,2821
1140,9097
793,6032
1241,17234
148,16398
1105,8089
512,3723
1193,4493
1573,5414
2252,16783
1614,11350
1509,9332
163,123
502,11435
410,9322
2477,4830
351,10048
1802,15678
290,20220
2167,17733
73,19782
1208,16935
1038,19035
2078,3894
474,18529
1963,1019
1803,6872
656,10558
818,979
264,16640
2297,10869
1932,7044
1758,13845
893,11620
433,12366
42,172
92,2689
99,10545
660,10273
585,14867
2441,21373
1261,8266
58,9328
2141,11048
385,18965
1919,543
2028,12891
812,12030
781,17483
1263,22051
805,8377
735,12273
654,14489
2440,6643
2381,3482
611,467
428,10588
1102,7853
218,5046
1073,550
1654,13416
126,1555
871,20288
211,400
2118,14307
1791,16560
194,6876
771,5517
1530,12831
1686,20038
2126,2139
1104,1397
1738,20132
1949,17302
514,14877
2422,8663
30,15046
2196,19484
2132,7358
600,12881
1044,3009
2230,12450
2124,11564
1099,7727
2138,17504
1077,7893
1138,9085
483,9130
1827,2578
931,6451
1868,4494
2364,17915
305,5266
2014,9456
709,1096
34,3067
599,556
2260,9793
996,2750
1384,15299
1448,7902
912,2211
1177,20811
1506,17249
1074,20740
2050,21912
1475,8650
396,7144
19,6993
1463,8244
637,15920
1298,8455
738,18197
769,12403
2149,10785
2481,6885
2021,17451
1266,4232
1423,9727
2254,345
1888,6729
2089,7048
2253,11265
1992,1274
1009,780
999,4923
699,3856
1962,5415
2029,14035
982,9470
337,6115
1550,11326
370,15071
1437,11704
1474,3961
1189,6701
345,8386
1419,20145
465,7304
2000,14202
2476,6955
623,14735
199,5511
2017,16793
137,21120
458,1337
5,20932
597,22043
1973,3155
1262,20118
2221,11340
1774,18402
1010,15003
745,11810
820,7079
1944,828
25,6984
1535,18999
944,14177
2510,11625
2394,5215
1933,5117
2485,8095
557,12534
1148,16756
2147,6250
1789,11778
528,21347
1536,12098
752,7075
2054,7601
1931,11214
1024,12674
2083,14539
1792,8494
1248,16298
1951,6917
525,12568
1861,18357
908,13023
1741,2751
1244,10288
688,4783
1107,12700
1121,14109
1890,2847
1498,5234
2245,3566
1499,4637
1649,12982
2229,14755
480,376
1190,10706
2392,15893
2488,5635
1813,1607
975,13422
2543,2533
2360,17905
229,13258
919,17371
1291,17829
1984,1120
1417,7248
2374,3051
2513,20426
1511,4519
794,21380
1256,20411
1953,11438
276,15426
925,21757
346,379
2199,20395
2523,10365
1726,18463
1577,13540
922,13506
225,107
2079,4000
563,18915
983,18364
750,10530
973,21568
2387,20821
80,6526
452,16645
272,3965
319,21483
2511,21503
191,1243
2248,8368
1657,16332
1284,21065
164,18937
1195,5364
107,12090
239,10617
1301,6494
1834,16331
1340,8496
93,8350
2353,13476
95,1033
1080,14454
1983,6913
463,11440
941,2805
531,19817
872,15268
1066,8297
584,965
1966,656
275,20623
294,19911
415,17243
2409,11714
2378,11830
1578,3323
530,6615
1564,6914
1119,3471
1242,2465
2018,5207
235,21783
658,21942
2465,21734
1315,21112
1168,8304
864,11894
1513,1592
1391,2976
500,12544
2139,101
1930,15375
147,21192
1397,20805
378,21690
281,7824
895,12463
2356,5527
101,2593
