D1,D2
2460,7643
1636,33421
1244,51094
1982,7602
971,27805
784,4965
2250,26490
2367,61091
72,4069
1810,34323
363,50773
1466,59506
1924,49589
1532,36934
660,59063
1793,17303
2197,44544
1347,5901
144,40832
984,50953
1465,4575
1105,12410
996,16087
1261,28027
759,28213
347,48642
458,36164
2168,60966
1219,42767
1233,59867
211,54669
829,60368
1715,31485
1456,4239
1468,26277
1439,18076
1027,4754
1741,55619
813,28430
847,59882
27,21036
1756,58917
751,5054
1460,37376
447,55599
1844,50955
1126,55329
1281,9095
156,8167
2484,39839
1025,34212
923,36457
1593,2120
1364,56954
300,50485
473,53180
638,31360
170,39546
674,22230
1725,44741
973,48798
1412,49553
1592,29415
85,1333
1287,12965
1615,6307
1683,28233
340,37068
227,37760
2223,45541
1892,28072
1619,2810
11,26264
7,2464
795,39433
1117,34502
797,24649
554,14526
478,31669
1534,53762
1006,42314
2006,23686
1772,9388
1394,7802
940,2645
2180,24731
196,32305
1447,2129
1065,37866
257,31036
1327,3123
1042,60287
1780,20410
2176,39624
1377,5930
2155,1245
489,57003
298,10774
1346,34644
839,2499
1243,14847
1175,28399
855,53700
1894,57151
64,3385
911,58425
766,16708
314,5975
25,25681
1639,35435
1102,13142
1303,44692
1815,53298
2059,60178
1295,7145
1642,52257
1761,35343
1139,7362
279,50929
2492,2547
416,37592
2140,25022
83,3256
1097,9910
1435,52937
1930,3026
1410,4633
1188,26881
1733,31494
89,30107
470,28846
645,50542
2153,24810
879,50166
1598,44232
1270,33293
81,61242
1984,7501
2472,6333
1719,1643
1307,37202
1356,21083
1146,58112
2190,5014
836,9354
317,14396
1429,52082
226,58848
1697,17137
1055,11051
1588,6741
2213,12582
1574,3239
30,19412
620,10966
1751,3254
1901,32933
1376,10215
1531,3732
1625,4099
1008,29812
1777,6550
506,8589
1020,48425
767,36027
1011,7281
2070,48721
440,49481
2387,42329
1826,1806
596,7446
1970,33682
2274,41544
1414,33809
66,23006
1268,478
349,57540
2132,9620
1084,2179
359,56257
1823,14
2419,43468
131,9102
1464,19280
1452,16398
1517,55089
964,3428
2427,10015
1822,2850
442,13543
1383,40677
827,9641
61,33002
1389,42167
1560,22374
1713,1682
1962,6146
2036,48197
632,20611
74,8225
1049,31663
2149,46158
1094,13515
2050,43253
671,13136
1557,39873
1043,55701
1689,51798
9,16124
302,34203
1714,2178
1766,50478
2300,29061
1495,7213
405,36591
1621,39614
1720,26506
900,59703
505,55938
1484,9225
1997,17707
1461,201
1617,24039
2127,16048
2329,5254
727,43425
2515,61343
429,27986
289,2582
753,27787
1747,36743
2139,11882
1182,33077
1629,8083
2228,623
491,22857
402,5522
1737,21764
1498,29131
1371,21754
273,14237
132,6678
1413,38637
1443,26617
1712,22370
853,47240
1993,36745
1679,27912
1764,5235
972,2986
291,57958
689,35228
38,17035
774,26248
1872,6319
84,48758
140,19343
2185,35081
1423,12376
2231,9294
1314,2562
2203,21950
490,47259
2327,29070
290,9936
1246,632
1859,34423
643,27097
345,55925
162,19398
2126,46444
2311,36797
410,3313
2145,11126
2439,14715
642,21663
1792,805
1521,30070
1386,6059
134,46139
637,19702
555,3984
1406,18680
2490,7424
1749,23234
1360,12128
2352,50148
1404,54998
475,7746
4,2541
2332,1813
559,37596
1115,601
641,12370
2039,49954
150,53062
2375,36917
526,10981
2019,34548
2373,11623
1342,60396
497,6309
775,14053
1555,48688
1688,47508
2198,39940
512,16624
1361,25541
1284,35462
2133,14138
452,55964
593,11199
2004,27717
1525,59349
1796,30854
804,38816
1409,30297
1277,19947
1212,18192
375,25906
871,26397
1543,1307
2194,27847
1329,15883
2302,17313
2271,14669
2346,21555
1587,51162
874,33089
2015,40694
243,60288
1164,15893
419,17249
474,40095
2107,52890
327,30031
2092,4287
102,1732
2124,1452
181,2286
2483,4352
622,15781
1230,41972
2218,18143
1483,20314
1669,31455
931,55343
216,5881
2146,10363
570,28270
1632,17559
2230,2811
2410,19564
1620,48734
413,178
965,2144
101,2104
1744,50338
2481,15897
794,58453
1754,4213
495,13682
1631,23551
1336,58227
1375,20476
822,2392
220,45567
2025,22223
218,294
1135,41167
206,32761
294,37025
1308,53745
397,7411
2407,9808
1898,11257
139,3446
2237,16699
1836,24885
817,9282
1121,39872
161,4777
232,21149
970,49206
1992,2660
2469,51720
2380,32900
1132,14118
1752,10439
482,42456
610,655
1726,12066
342,39857
346,11828
2477,16644
108,9451
1781,5739
1274,10896
13,33467
525,19999
707,37917
1198,10322
2434,18289
1293,49478
1690,20506
1935,8261
1184,22134
1149,35740
425,39480
898,24526
1141,10794
1504,40796
352,5639
2262,11163
1024,58598
613,31503
885,1354
341,28529
1582,44930
633,18643
158,25365
219,1829
1526,12954
2242,4096
1699,2556
1652,919
2473,24716
462,22855
1345,4485
282,1605
1762,28061
374,22550
297,18860
326,13014
2128,16759
325,53065
46,45436
2437,25469
1538,11239
1703,35570
2296,57360
513,6913
814,39826
2178,17223
2470,60351
756,19980
913,32191
600,55982
1519,4439
2355,13898
2370,6351
1442,30840
2433,18041
1925,700
1001,2376
740,40593
2113,44791
1152,9554
373,23018
1217,34228
248,51769
1757,60409
2018,1550
673,36859
888,34914
171,26104
1206,24590
2179,38071
1088,21392
47,5319
99,3664
17,9628
167,28075
1660,7385
876,37574
1301,61259
1350,30848
1659,31450
1330,11265
1417,18745
223,2057
18,25181
267,53040
141,19242
2409,23086
2292,925
1021,9199
110,7247
57,59339
1966,29879
1403,28676
2336,32754
103,14326
2063,41136
2012,1005
2340,30596
618,11767
155,22096
411,2172
2269,34471
1187,36020
945,23206
1658,10767
1773,46594
1009,42918
2195,9221
711,16938
1980,27110
58,37469
1202,11108
2464,30148
