D1,D2
1216,1710
129,1591
20,891
2109,715
2145,2458
846,2432
195,2022
1157,2404
26,895
1269,263
74,926
1852,899
946,1745
1137,303
762,1676
1866,142
189,688
535,1879
539,1467
564,359
847,1434
2183,125
2128,454
649,131
829,617
860,45
1807,1141
1163,2385
1432,361
1799,778
612,2043
2264,1400
1751,656
723,651
1186,1126
342,2371
416,2539
365,1489
362,1342
1234,1468
1736,2004
35,2297
622,691
1173,702
939,367
268,2098
1491,139
40,2535
1398,1521
1516,1910
1168,1091
1556,345
2079,1909
687,2555
731,1238
2093,1198
496,1223
436,2429
104,1631
316,870
110,1717
150,109
568,1454
198,2450
1916,2431
1818,2292
336,110
1317,1459
1296,1792
340,1480
21,1695
1947,2603
388,1682
367,1897
1943,79
1933,1458
2169,336
55,1077
290,1462
364,1281
1949,1123
1672,765
927,2391
310,89
1513,972
145,912
215,1215
1557,233
1966,2027
271,767
296,1855
339,620
1635,375
438,601
1548,2386
1542,2524
1831,137
1,1470
188,2357
338,1056
1232,1849
1780,1581
547,726
518,1377
2078,1887
391,2113
254,185
1650,1491
1200,369
1311,1907
2090,38
294,326
2058,382
2111,2138
2184,209
213,232
276,205
523,2260
363,277
217,1693
371,283
2072,603
1303,2328
353,1040
1964,268
1637,992
1537,1665
1795,2294
180,520
645,1603
1345,1821
2050,2516
1547,1140
2047,1517
82,865
68,794
30,2512
1791,905
2119,19
918,2193
346,2302
252,150
394,1383
615,2525
1499,1763
460,1272
461,2356
853,733
510,466
1309,2415
1922,2208
938,2403
1813,424
1856,1778
1981,2351
106,1269
440,2587
532,1987
1544,1884
1599,1722
258,1044
2172,1922
3,463
60,1791
1844,2579
160,1749
41,2274
725,2285
232,1577
1247,2252
1934,2107
63,2344
370,563
139,612
1825,2422
202,335
1187,425
1540,1424
1668,180
638,182
2049,1423
209,166
52,862
101,1378
211,1248
469,2487
1636,2348
1545,1145
1962,2095
177,496
218,639
389,1988
359,1199
437,1588
1944,2063
1319,126
2271,1495
423,442
1215,245
1460,1565
361,2136
1517,841
809,2009
283,1958
1249,2204
589,1753
2095,241
760,225
267,581
1162,2154
1652,1989
43,1058
1776,1371
192,230
2196,1425
1570,2094
1700,1524
144,587
295,549
1571,501
1004,913
1955,2021
1790,2051
912,452
107,2362
1260,2461
