D1,D2
5766,3964
7780,1983
7366,2305
2134,4649
2784,3324
5297,720
3708,5883
5683,3332
4027,1421
2511,3863
5368,1946
5382,502
1766,3502
2031,167
7685,2816
2323,5616
614,4937
5664,2813
879,1376
1510,5433
6986,4615
3916,5398
83,4691
64,4792
1405,4562
3796,2786
5114,1578
4729,3455
398,2177
1514,1369
4850,4276
1596,2353
580,4941
2729,1612
2553,2540
3801,4621
1046,377
2685,2576
3424,5985
613,791
2813,5479
6241,4107
418,1906
24,3872
569,157
840,455
5317,3667
2048,4574
2922,3331
3527,4698
2162,4639
2545,371
5960,657
3970,3586
2851,2489
3262,2668
479,5258
3923,3453
976,97
4131,1385
85,267
487,3201
6437,4653
6326,4109
5269,3028
720,3302
4922,3382
1001,5347
5286,4761
166,2955
540,3857
3878,2890
1523,125
5839,1103
277,391
1625,4418
154,5384
2190,1420
5650,5337
3236,2592
2078,2764
1100,182
3991,126
4402,2774
6044,561
537,2987
322,3829
4083,2416
316,4918
763,1111
5707,2085
983,3757
427,279
2605,575
182,4659
6074,4597
5258,947
2428,2367
4621,4606
230,5264
7446,5677
3073,532
4132,5130
1764,749
5087,2308
5226,5643
4200,4198
3075,2272
766,2977
10,4371
2231,141
3372,4911
7150,738
5312,1517
5209,2638
30,175
119,3869
52,1908
213,850
2903,154
3907,679
1274,1454
2233,1519
4938,1838
1859,1361
3577,1245
14,2073
2287,0
7120,486
2747,4096
4455,2082
2789,5197
887,1356
734,5395
1388,5149
5051,2122
3808,385
284,2154
2419,1388
3750,3290
486,1874
4388,4121
838,133
2248,4373
1745,5305
4657,4542
7491,264
6141,3881
1027,2207
3563,459
5299,2074
1048,869
6150,5431
577,1256
1718,3274
2365,2623
7180,5154
6048,1002
286,156
3029,1442
2193,5944
8,4293
6283,4086
1314,4142
73,4315
2754,1365
7166,5940
220,4723
4978,2892
5792,2569
722,4066
871,5267
3631,324
3974,2615
152,5632
5127,2265
5460,4388
3346,3793
553,1727
768,214
2151,5989
2824,5688
4249,2565
1078,3754
137,536
7059,1396
1762,4832
1934,3138
3358,3759
1614,1486
94,2802
464,2288
676,3882
1285,153
3010,4560
7365,3798
2953,3298
2509,5468
6435,1141
5331,470
1889,2727
1778,1765
7127,1941
750,2755
4692,3036
6033,1032
4944,3583
3938,5758
4180,1352
4641,3472
233,4967
704,2616
1599,1333
2147,2877
1073,3103
5947,2224
3498,4394
6076,1741
6006,5029
222,5276
5558,4255
1795,5547
7342,2433
1842,1102
3140,753
7538,5510
2315,2378
1798,184
1218,1147
2217,1724
783,4695
7102,2573
625,1763
7369,4971
6103,221
1401,1661
7276,986
1775,4499
337,1877
146,5250
7623,2869
4577,2827
6644,933
1241,463
505,5949
2136,5063
7204,2368
1208,105
397,4367
7444,1347
3074,5540
5618,5040
5365,3333
1705,757
4731,701
6961,2198
378,617
3641,4393
713,241
1197,1335
5969,4955
1206,3994
5289,762
5407,1678
4897,5050
5948,735
1631,4296
3703,5743
7599,2289
6489,4769
4290,2054
3805,5729
349,420
2342,908
1810,1290
1168,2587
4843,5875
5717,6024
1966,6050
7296,5359
5788,700
4800,2929
2834,5701
423,1923
4398,5612
4207,5151
1697,5169
4406,5231
2102,1487
3990,2968
231,562
7245,3620
2512,4210
3761,4236
1201,1925
3285,1296
4608,1623
3540,2884
141,1658
4500,5763
5789,4357
4539,3104
1448,1362
2065,473
1275,4452
1742,1938
1200,4969
3420,6014
2722,1331
6087,4465
6502,3470
1898,4548
3888,1162
43,815
7526,3996
1376,1613
7558,292
7667,2421
3830,5199
1312,5659
2814,1078
7195,2999
4091,5405
2028,5036
5719,1687
1121,4385
4033,1063
1959,2118
218,4398
3084,4120
4804,3441
4024,3215
5156,1380
991,4264
5508,429
306,4146
210,5860
7711,151
3050,2539
2587,4998
2686,2853
5821,1718
6840,3243
3912,89
746,4513
4874,5425
4661,962
7281,4595
6386,2322
527,877
947,781
3920,5850
2462,4007
2575,4745
2084,540
4520,4944
5932,4001
5737,2729
3476,5241
5493,4008
2219,3644
2653,2209
690,3960
5798,4054
608,4125
6988,1935
560,1933
1068,3198
6540,2609
5423,647
2350,3113
7332,1928
1305,987
4183,4961
1099,2290
6931,3545
6371,1544
1087,1644
5579,1391
332,3616
6187,3663
6728,1164
1300,2572
4940,514
3453,2157
5431,3907
5463,1614
7543,3474
7730,5975
3039,1073
5954,2241
4323,5908
4243,2878
1511,3919
1117,1800
4162,601
5078,4440
6146,4898
2606,408
4120,1958
6174,2694
3643,1970
3234,1642
6295,3692
7776,4535
1467,831
390,2637
253,5941
6801,935
6342,3351
6705,1321
1203,1942
6347,144
7257,2789
5229,5691
1715,3485
7496,2544
2520,3585
6994,2818
6457,3037
338,3906
2759,2133
575,4164
3222,5295
1199,5004
3760,5202
6722,5814
1460,5772
3712,2323
1633,1131
3807,645
4420,345
1592,907
673,5993
6385,5849
1457,5830
183,114
4074,4483
5176,6038
2155,3592
3137,1042
1610,4725
782,1132
1827,2728
7562,421
3007,4958
1125,109
4631,1158
7445,5821
3873,3562
1845,588
1772,1313
2516,1625
371,2176
2849,3846
78,6016
2140,4528
3532,2651
7015,1651
5963,198
791,1711
1549,1964
4516,1329
2174,2676
5002,384
4348,5514
1513,4626
6510,4570
226,699
5372,722
1812,329
6934,3813
5832,3506
3491,2983
1230,3062
1606,4914
58,4677
3478,4976
6265,1996
3526,2258
6706,2123
2682,1309
1570,4184
6258,3487
2855,5128
6190,719
1127,5092
1466,4127
7316,2797
4105,204
1090,3712
4370,1455
4364,1548
5097,93
2612,3675
5899,5008
5111,1133
4842,2603
3650,4925
2965,1898
640,1701
185,2245
1010,1537
2141,5122
271,2992
7193,5289
5853,2221
5292,2249
236,2606
788,2610
7731,1257
5333,521
721,3834
1601,2277
4007,713
861,4037
7512,5176
4589,61
6555,96
5409,4559
7041,1660
2427,3179
7203,4884
2050,744
726,2065
2362,4332
2741,261
3404,2756
5485,445
4150,2494
800,4738
4084,2782
3742,5697
3102,4265
7386,20
4196,2415
4279,2431
2836,5579
5815,2547
2765,2081
6981,5623
3063,2731
2430,6008
2873,5770
6122,3942
7399,1853
6911,5450
7473,1954
2778,4973
7539,3824
5751,5140
333,560
1229,5235
279,2993
3338,1771
3780,863
3036,1576
7788,5416
1326,5980
7673,5171
132,5715
3803,5621
4645,1985
5340,4500
1496,2798
1407,1516
5213,4470
7268,343
5708,4377
125,3241
4536,1224
7080,4467
5806,4859
6067,41
3886,2748
5731,4800
5413,2568
4266,2469
6482,4183
6974,5753
2578,1563
1471,3688
2517,3392
6142,1952
7311,937
3508,4469
3020,3708
2697,3628
3969,4830
1432,4004
3216,2031
2039,732
1024,5227
1139,1198
2101,3983
5686,2440
2245,1819
2372,1529
3810,858
2615,4858
5444,2868
6549,3709
826,1475
1913,4285
737,3088
3126,5663
1212,881
3319,307
6199,658
7220,1673
658,4238
2295,3294
191,2982
5988,6035
6944,5725
6186,528
2358,768
2725,3468
5050,5958
4792,1325
4939,3965
6155,2967
6543,3043
5625,3984
1071,2126
5744,1163
5868,3579
6145,1855
3713,1553
2451,5751
793,2937
5883,1021
971,2887
984,982
4426,4208
1280,4449
3115,5746
6764,5777
2706,4818
6893,1129
7680,2790
6049,3809
4295,4711
5054,4516
5736,3009
528,5859
6392,3955
5056,3021
3272,2215
7225,1965
37,5894
4169,3170
6655,2686
3533,1943
3043,5482
129,4212
4968,3296
2464,1746
812,5181
2977,1275
2353,565
891,4557
7456,4767
5375,663
135,1704
5029,4715
4386,5324
203,3236
517,3081
3011,5006
4965,14
1169,2236
2268,3751
7581,4867
311,3865
5206,5146
6244,2114
2969,5558
5841,2824
4949,5676
7179,3197
3317,3691
5556,1607
1902,5145
6594,2491
2830,5646
7560,1803
2433,1733
3400,4581
6966,4111
7762,5191
797,5654
2014,35
4206,6037
4189,4793
3277,5194
3515,1215
1154,3643
5271,475
92,3129
5828,5419
4320,2530
4911,4839
2345,5977
2871,5728
1885,5614
6240,4686
350,4939
5280,4082
2532,5909
438,2557
7513,4213
1177,1953
7786,5279
6586,4625
2205,5124
6007,5248
3528,3308
5422,255
264,5452
7750,3090
5096,1468
2860,4774
2218,5210
3186,4077
5004,3573
2573,530
5726,2404
7318,3277
1003,4704
1306,614
5006,2495
3370,2772
5100,2130
1909,5372
7627,346
6667,1405
267,4645
5723,4857
7778,2057
3759,5421
1133,5477
1542,5418
2555,2365
3637,3752
4907,2507
7580,3245
6092,5992
3507,1118
4626,2740
2638,3647
4023,404
1634,5492
593,5320
7301,1905
7480,5929
383,1274
6450,5160
459,5613
3324,5847
2423,437
4300,2961
1853,1522
5997,4412
7537,5475
2540,4400
6334,2532
1390,122
5929,439
5148,293
3531,1647
1386,1505
7424,1038
639,2810
6477,5426
7434,4028
6576,4056
7546,1657
1815,1319
3111,2211
3238,2581
1547,1079
1400,1696
5516,3180
4394,726
3782,1593
4299,1876
4929,1777
7339,4097
3175,3706
4699,3499
4185,702
4606,660
6679,3442
7736,36
5044,76
5016,4046
4832,3153
6221,693
4630,772
5831,5922
6066,2101
7,2984
109,5602
7536,3263
6325,5792
1283,594
7288,1715
2165,885
5942,2025
7592,1939
7755,3165
1669,4370
1173,5666
3699,236
695,5756
2689,5580
2601,4116
6600,3279
436,3905
354,2295
5641,454
5922,1747
4381,758
1689,821
4453,5563
3154,5443
2443,398
1569,2724
977,3190
1183,5527
4610,1936
2888,2205
5852,3760
1442,3210
5573,3233
6214,3681
4633,853
1412,2703
6487,4307
3440,5700
5987,2015
5985,1880
6964,4333
1327,4442
1674,1899
867,518
6500,3494
1870,332
7275,4804
656,4520
330,1690
6360,5033
3087,4177
1583,1012
5307,2069
449,3903
2098,4697
3525,5189
7772,4930
3768,5973
3330,1944
6404,2005
165,164
3529,1797
6547,2958
3419,1059
1756,3446
5086,3979
4537,5895
6945,1793
6148,311
7541,3312
900,5624
6383,2753
6873,4020
6219,1767
7510,4696
5916,3509
7152,4430
4955,2260
3667,5346
6455,2163
1330,2845
3583,5776
401,4376
4801,3430
5624,3665
3390,733
4102,5349
1508,313
5061,3169
7033,3099
2926,1821
2171,4742
2911,5546
516,3514
339,4148
1805,2524
7521,1649
5644,3076
6650,5652
3158,5570
4451,1478
6608,5220
3733,2465
7531,3249
6784,2666
733,22
3203,2070
6278,1293
