D1,D2
2218,3324
790,3964
2872,4649
1126,2363
2950,353
2691,5606
4530,5014
4790,1343
532,2931
3241,2639
2453,2283
3075,4448
4036,5301
3491,693
2614,4778
1467,2917
4554,639
3456,1944
3580,2868
1179,711
2539,2916
484,3890
1659,1710
2087,849
787,775
3057,3839
2430,5690
2706,384
1933,5847
2371,5349
3245,2063
4932,4529
4787,3403
2815,5524
3522,4475
1365,532
4727,2019
1074,2386
3294,3520
1693,783
1052,124
1297,3209
1797,1874
2883,3166
1826,456
3876,2460
3490,394
4914,967
3524,3765
4057,2265
2196,3809
1145,496
3483,4567
369,2308
945,4294
3004,2027
5042,2142
2185,2685
2503,1715
312,4934
4491,5686
686,307
1687,5939
651,3424
3160,5354
2626,3200
433,2806
3614,3077
4442,4815
2154,5394
2003,4217
5013,2668
2898,1647
2789,6044
4774,5476
4185,125
4010,780
2963,1609
315,3429
4215,1791
2434,396
2079,1319
282,1881
1971,5670
1364,5688
120,3948
2191,2108
4425,851
2692,4442
4805,5760
2229,5049
2602,4848
2746,982
2122,2764
2675,3455
4085,3410
1410,3715
2149,2365
2313,4161
151,5124
354,4206
2123,1370
1540,2373
2360,4753
1876,3799
618,1147
573,2994
3725,1965
4382,6001
2803,5199
2359,1673
1985,5585
2999,5573
2265,110
127,3872
256,4993
4388,3064
2887,2592
1784,645
2065,1262
4255,758
3884,4142
4111,471
3916,4885
1720,5297
2263,2015
617,2718
1519,4154
2102,3776
2737,4943
884,2826
1735,4148
4157,3295
3114,1129
1370,3737
2117,1511
4714,160
2146,5944
227,454
1719,1720
2080,831
2669,5792
1037,2071
1618,4293
4650,3196
823,896
4657,3178
515,553
2976,1971
3020,764
4024,5518
4654,2695
4165,4494
4716,792
4804,5698
3951,2666
170,1000
4402,279
2294,1951
1263,3537
2959,4129
3440,5151
2612,3298
3284,4708
3551,2949
2954,2774
1848,134
3936,383
4116,3450
1169,1333
918,164
4422,3940
4132,4698
5074,968
1565,4204
2347,4152
1747,5117
4811,1906
1978,2585
3693,1755
4386,3197
4981,1601
2267,4109
307,789
2429,3435
2038,2887
206,1336
2435,4191
1202,530
3254,6008
2985,1690
1541,4156
4533,207
1796,1018
5095,122
1878,3023
3886,2622
1005,1401
1502,5493
4907,2955
115,3616
1722,5141
1816,2973
5080,784
612,3796
4232,3713
4394,2074
2733,1472
3300,2706
4064,267
757,2900
3979,479
2516,5306
4482,1439
1634,6037
2060,2128
3447,4210
2980,2987
676,3001
2016,605
4584,4541
2393,3017
901,4218
3391,5594
4905,5999
183,3170
1607,5
4373,1876
4093,89
702,5679
1895,5279
4525,1578
4872,62
1780,3119
1949,4454
654,368
292,4969
3694,3045
3148,3757
3746,590
3518,2742
2246,5418
1106,4825
203,3859
1029,842
638,1397
833,2084
586,725
3047,2892
2930,4208
619,3962
375,997
1315,5176
4443,5093
1789,3775
2882,2975
1736,5604
4390,3332
405,420
1814,5777
1991,4722
3289,3372
764,133
3001,4482
4374,2393
2837,1763
3812,4107
1865,215
1855,4818
1860,2203
4697,3858
3593,1346
320,4683
4642,240
852,4056
4889,4863
718,3232
677,1454
1238,2566
3751,5241
4069,5295
4745,2600
3571,1902
4559,2419
1354,1741
4618,3985
3280,620
663,2085
4371,3176
5028,947
982,810
3042,177
3935,4553
497,5757
700,466
3908,3754
622,5167
4798,679
2526,6051
4321,3633
3666,3417
4992,514
2711,2781
4679,5197
551,1097
2411,145
1528,1178
3016,4126
2995,3930
3434,5091
2280,5037
1060,2784
1710,1656
3298,3053
2570,2111
2007,4437
1762,625
3128,5644
426,647
1188,654
4012,2079
387,2869
621,3741
4114,4479
4976,291
3256,4691
645,198
4890,575
3135,12
1183,3673
1268,425
4303,4008
2603,5927
1677,1687
58,1668
2938,3028
4644,5336
4948,2159
1921,1519
2634,3506
3443,4824
2402,2995
3249,574
4746,1162
1525,5072
252,1200
3995,2272
3111,3706
3297,3488
2423,2544
287,714
1456,3163
4082,1981
136,1461
4033,3651
5063,1184
862,6046
244,1676
90,5260
4894,531
3872,1509
2298,1910
2489,4055
1391,2647
3159,4418
3089,4984
3699,4236
4270,5267
791,93
2748,3676
3546,2154
1318,5431
4348,5274
2585,2637
981,1338
695,3605
4736,50
1042,3576
99,3085
3056,5851
1441,3461
3305,4452
4960,1872
1636,507
3435,3675
3836,1226
5056,3309
3174,5231
4019,965
3412,381
1936,386
2448,2838
