Left_ID,Right_ID,Left_Text,Right_Text,Label,Dataset
900,47653, [COL] title [VAL] Reminiscences on Influential Papers [COL] authors [VAL] Richard T. Snodgrass [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 1998," [COL] title [VAL] Research Concerning Time in Databases [COL] authors [VAL] RT Snodgrass [COL] venue [VAL] SIGMOD Record,",0,D9
2342,18929," [COL] title [VAL] XML Repository and Active Views Demonstration [COL] authors [VAL] Bruno Tessier, Am?lie Marian, Brendan Hills, Sophie Cluet, Jean-Claude Mamou, Bernd Amann, Anne-Marie Vercoustre, Fr?d?ric Hubert, Vincent Aguilera, Laurent Mignet, Serge Abiteboul, S?bastien Ailleret, Tova Milo, Cassio Souza dos Santos [COL] venue [VAL] VLDB [COL] year [VAL] 1999"," [COL] title [VAL] Regular Rewriting of Active XML and Unambiguity [COL] authors [VAL] S Abiteboul, T Milo, O Benjelloun",0,D9
1832,58157," [COL] title [VAL] Reverse Nearest Neighbor Aggregates Over Data Streams [COL] authors [VAL] Flip Korn, S. Muthukrishnan, Divesh Srivastava [COL] venue [VAL] VLDB [COL] year [VAL] 2002"," [COL] title [VAL] Adaptive nearest neighbor search for relevance feedback in large image databases [COL] authors [VAL] P Wu, BS Manjunath",0,D9
1882,9589, [COL] title [VAL] Editor's Notes [COL] authors [VAL] Michael J. Franklin [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 1999," [COL] title [VAL] Source ACM SIGMOD Record archive [COL] authors [VAL] M Franklin [COL] venue [VAL] ACM SIGMOD Record, [COL] year [VAL] 1997.0",1,D9
1943,40478," [COL] title [VAL] Applying Formal Methods to Semantic-Based Decomposition of Transactions [COL] authors [VAL] Paul Ammann, Indrakshi Ray, Sushil Jajodia [COL] venue [VAL] ACM Trans. Database Syst. [COL] year [VAL] 1997"," [COL] title [VAL] Transformation of data traversals and operations in application programs to account for semantic [COL] authors [VAL] SYW Su, H Lam, DH Lo [COL] venue [VAL] ACM Transactions on Database Systems, [COL] year [VAL] 1981.0",0,D9
2137,16511, [COL] title [VAL] Object-Oriented Features of DB2 Client/Server [COL] authors [VAL] Hamid Pirahesh [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 1994," [COL] title [VAL] Object-Oriented Extensions in SQL3: A Status Report [COL] authors [VAL] KG Kulkarni [COL] venue [VAL] SIGMOD Conference, [COL] year [VAL] 1994.0",0,D9
1786,59095," [COL] title [VAL] Efficient and Effective Metasearch for Text Databases Incorporating Linkages among Documents [COL] authors [VAL] Weiyi Meng, Clement T. Yu, King-Lup Liu, Wensheng Wu [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 2001", [COL] title [VAL] Multi-table search for B-tree files [COL] authors [VAL] DB Lomet [COL] venue [VAL] Proceedings of the 1979 ACM SIGMOD international conference,0,D9
1868,10117," [COL] title [VAL] Workshop on Workflow Management in Scientific and Engineering Applications - Report [COL] authors [VAL] Gottfried Vossen, Richard McClatchey [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 1997"," [COL] title [VAL] andC. Mohan. Functionalitiesand LimitationsofCurrent Workflow Management Systems [COL] authors [VAL] G Alonso, D Agrawal, A ElAbbadi [COL] venue [VAL] Technical report, IBM Almaden Research Center, 1997. To appear",0,D9
1135,11391," [COL] title [VAL] Supervised Wrapper Generation with Lixto [COL] authors [VAL] Sergio Flesca, Robert Baumgartner, Georg Gottlob [COL] venue [VAL] VLDB [COL] year [VAL] 2001"," [COL] title [VAL] Protocol Version 11 [COL] authors [VAL] J Gettys, R Newman, RW Scheier, XCLX Interface [COL] venue [VAL] 1987",0,D9
933,4564, [COL] title [VAL] Experiments on Access to Digital Libraries: How can Images and Text be Used Together [COL] authors [VAL] Michael Lesk [COL] venue [VAL] VLDB [COL] year [VAL] 1994," [COL] title [VAL] The text encoding initiative guidelines and their application to building digital libraries ( [COL] authors [VAL] N Ide, J Klavans [COL] venue [VAL] Proceedings of the first ACM international conference on  &hellip;, [COL] year [VAL] 1996.0",0,D9
1994,38478," [COL] title [VAL] Realm-Based Spatial Data Types: The ROSE Algebra [COL] authors [VAL] Markus Schneider, Ralf Hartmut G?ting [COL] venue [VAL] VLDB J. [COL] year [VAL] 1995"," [COL] title [VAL] Realms: A Foundation for Spatial Data Types in Database Systems [COL] authors [VAL] RH Gueting, M Schneider [COL] venue [VAL] LECTURE NOTES IN COMPUTER SCIENCE, [COL] year [VAL] 1993.0",0,D9
834,20921, [COL] title [VAL] Extracting and Exploiting Structure in Text Search [COL] authors [VAL] Prabhakar Raghavan [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 2003," [COL] title [VAL] Automatic Segmentation of Text into Structured Records [COL] authors [VAL] VR Borkar, K Deshmukh, S Sarawagi [COL] venue [VAL] SIGMOD Conference, [COL] year [VAL] 2001.0",0,D9
2351,24779," [COL] title [VAL] ServiceGlobe: Distributing E-Services Across the Internet [COL] authors [VAL] Konrad Stocker, Alfons Kemper, Stefan Seltzsam, Markus Keidl [COL] venue [VAL] VLDB [COL] year [VAL] 2002"," [COL] title [VAL] Scalable, Distributed Data Structures for Internet Service Construction [COL] authors [VAL] SD Gribble, EA Brewer, JM Hellerstein, DE Culler",0,D9
2027,34888," [COL] title [VAL] Implementation of SQL3 Structured Types with Inheritance and Value Substitutability [COL] authors [VAL] Nelson Mendon?a Mattos, Serge Rielau, Bruce G. Lindsay, Stefan De?loch, You-Chin Fuh, Brian T. Tran, Danko Mannhaupt, Linda DeMichel, Weidong Chen [COL] venue [VAL] VLDB [COL] year [VAL] 1999"," [COL] title [VAL] Subtyping in OODB's (extended abstract) [COL] authors [VAL] C Beeri, T Milo [COL] venue [VAL] Proceedings of the tenth ACM SIGACT-SIGMOD-SIGART symposium  &hellip;, [COL] year [VAL] 1991.0",0,D9
87,51168, [COL] title [VAL] Chair's Message [COL] authors [VAL] Richard T. Snodgrass [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 2000," [COL] title [VAL] Changes to the TODS Editorial Board [COL] authors [VAL] R Snodgrass [COL] venue [VAL] SIGMOD Record, [COL] year [VAL] 2005.0",0,D9
957,15332," [COL] title [VAL] Optimizing Queries on Files [COL] authors [VAL] Tova Milo, Mariano P. Consens [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 1994"," [COL] title [VAL] A rule-based view of query optimization [COL] authors [VAL] JC Freytag [COL] venue [VAL] Proceedings of the 1987 ACM SIGMOD international conference  &hellip;, [COL] year [VAL] 1987.0",0,D9
12,32988," [COL] title [VAL] WaveCluster: A Wavelet Based Clustering Approach for Spatial Data in Very Large Databases [COL] authors [VAL] Surojit Chatterjee, Gholamhosein Sheikholeslami, Aidong Zhang [COL] venue [VAL] VLDB J. [COL] year [VAL] 2000"," [COL] title [VAL] Cluster discovery methods for large data bases-from the past to the future [COL] authors [VAL] A Hinneburg, DA Keim [COL] venue [VAL] ACM SIGMOD Int. Conf. on Management of Data,",0,D9
1052,10745," [COL] title [VAL] Materialized View and Index Selection Tool for Microsoft SQL Server 2000 [COL] authors [VAL] Vivek R. Narasayya, Sanjay Agrawal, Surajit Chaudhuri [COL] venue [VAL] SIGMOD Conference [COL] year [VAL] 2001"," [COL] title [VAL] Microsoft index tuning wizard forSQL Server 7.0 [COL] authors [VAL] S Chaudhuri, VR Narasayya [COL] venue [VAL] Proc. of SIGMOD,",0,D9
694,40289," [COL] title [VAL] An Aspect of Query Optimization in Multidatabase Systems (Extended Abstract) [COL] authors [VAL] Chiang Lee, Hongjun Lu, Chia-Jung Chen [COL] venue [VAL] SIGMOD Record [COL] year [VAL] 1995"," [COL] title [VAL] An Aspect of Query Optimization in Multidatabase Systems [COL] authors [VAL] C Lee, CJ Chen, H Lu [COL] venue [VAL] SIGMOD RECORD, [COL] year [VAL] 1995.0",1,D9
266,58914," [COL] title [VAL] Constant Time Permutation: An Efficient Block Allocation Strategy for Variable-Bit-Rate Continuous Media Data [COL] authors [VAL] Jen-Wen Ding, Yueh-Min Huang, Shiao-Li Tsao [COL] venue [VAL] VLDB J. [COL] year [VAL] 1999"," [COL] title [VAL] Time Stamp Based Algorithms tor Concurrency Control in Distributed Database Systems [COL] authors [VAL] PA Bemstein, N Goodman [COL] venue [VAL] Proc. VLDB,",0,D9
920,34930," [COL] title [VAL] High-Performance and Scalability through Application Tier,In-Memory Data Management [COL] authors [VAL] ? [COL] venue [VAL] VLDB [COL] year [VAL] 2000"," [COL] title [VAL] Decision Tables: Scalable Classification Exploring RDBMS Capabilities [COL] authors [VAL] H Lu, H Liu [COL] venue [VAL] VLDB, [COL] year [VAL] 2000.0",1,D9
