,predictions,labels,left_ID,right_ID,datasets
0,0,0,0,15185,9
1,0,0,0,10654,9
2,0,0,0,19321,9
3,0,0,0,28618,9
4,0,0,0,56218,9
5,1,1,0,21732,9
6,0,0,0,25790,9
7,0,0,0,50648,9
8,0,0,1,51950,9
9,0,0,1,6829,9
10,0,0,1,33460,9
11,0,0,1,16628,9
12,0,0,1,54075,9
13,0,0,1,53339,9
14,1,1,1,56589,9
15,0,0,1,42127,9
16,0,0,1,51834,9
17,0,0,2,10756,9
18,0,0,2,7048,9
19,0,0,2,15810,9
20,0,0,2,27838,9
21,1,1,2,60625,9
22,0,0,2,24177,9
23,0,0,2,26532,9
24,0,0,2,38637,9
25,0,0,3,21627,9
26,0,0,3,2528,9
27,0,0,3,11913,9
28,0,0,3,6468,9
29,0,0,3,54445,9
30,0,0,3,49146,9
31,0,0,3,55179,9
32,0,0,3,17903,9
33,0,1,3,21408,9
34,0,0,4,12249,9
35,1,1,4,2541,9
36,0,0,4,3298,9
37,0,0,4,2765,9
38,0,0,4,15781,9
39,0,0,4,13539,9
40,0,0,4,59373,9
41,0,0,4,5869,9
42,0,0,4,9576,9
43,0,0,6,52074,9
44,0,0,6,36407,9
45,0,1,6,16121,9
46,0,0,6,42525,9
47,1,1,7,32111,9
48,0,0,7,2464,9
49,0,0,7,21190,9
50,0,0,7,15078,9
51,0,0,7,60087,9
52,0,0,7,42389,9
53,0,0,7,61116,9
54,0,0,7,28099,9
55,0,0,7,31403,9
56,0,0,9,15736,9
57,0,0,9,51044,9
58,1,0,9,16124,9
59,0,0,9,6174,9
60,0,1,9,21608,9
61,0,0,9,25278,9
62,1,1,10,19424,9
63,0,0,10,3700,9
64,0,0,10,6363,9
65,0,0,10,4656,9
66,0,0,10,46549,9
67,0,0,10,24882,9
68,0,0,10,24449,9
69,0,0,10,53095,9
70,0,0,10,8744,9
71,0,0,10,12424,9
72,0,0,11,24678,9
73,0,0,11,20918,9
74,1,1,11,26264,9
75,0,0,11,42385,9
76,0,0,11,57158,9
77,0,0,11,32752,9
78,0,0,11,40954,9
79,0,0,11,45879,9
80,0,0,12,32404,9
81,0,0,12,6363,9
82,0,0,12,12918,9
83,1,1,12,9522,9
84,0,0,12,33208,9
85,0,0,12,32988,9
86,0,0,12,46808,9
87,0,0,12,14841,9
88,0,0,12,17235,9
89,0,0,13,16821,9
90,0,0,13,13211,9
91,0,0,13,21718,9
92,0,0,13,40507,9
93,0,0,13,43524,9
94,0,0,13,26515,9
95,1,1,13,33467,9
96,0,0,13,42468,9
97,0,1,14,2019,9
98,0,0,14,286,9
99,0,0,14,3298,9
100,0,0,14,18447,9
101,0,0,14,59558,9
102,0,0,14,3768,9
103,0,0,14,15925,9
104,0,0,14,56865,9
105,0,0,16,34295,9
106,0,0,16,33949,9
107,1,1,16,22412,9
108,0,0,16,45595,9
109,0,0,16,56533,9
110,0,0,17,36216,9
111,0,0,17,179,9
112,0,0,17,15864,9
113,1,1,17,9628,9
114,0,0,17,57935,9
115,0,0,17,39993,9
116,0,0,17,39778,9
117,0,0,17,60685,9
118,0,0,17,22158,9
119,0,0,17,35129,9
120,0,0,18,4254,9
121,0,0,18,31137,9
122,1,1,18,25181,9
123,0,0,18,853,9
124,0,0,18,25484,9
125,0,0,18,26868,9
126,0,0,18,52535,9
127,0,0,20,33233,9
128,1,1,20,9485,9
129,0,0,20,12626,9
130,0,0,20,11030,9
131,0,0,20,57041,9
132,0,0,20,37771,9
133,0,0,20,58986,9
134,0,0,20,13343,9
135,0,0,20,24934,9
136,1,1,21,15667,9
137,0,0,21,983,9
138,0,0,21,16297,9
139,0,0,21,53771,9
140,0,0,21,56888,9
141,0,0,21,17466,9
142,0,0,21,36365,9
143,0,0,21,54647,9
144,0,0,22,33921,9
145,0,0,22,3411,9
146,0,0,22,8083,9
147,1,1,22,4252,9
148,0,0,22,51819,9
149,0,0,22,46631,9
150,0,0,22,57296,9
151,0,0,22,23604,9
152,0,0,22,29389,9
153,0,0,23,53633,9
154,0,0,23,9626,9
155,0,0,23,6932,9
156,0,0,23,36407,9
157,1,1,24,20020,9
158,0,0,24,1166,9
159,0,0,24,25811,9
160,0,0,24,53963,9
161,0,0,24,59627,9
162,0,0,24,29798,9
163,0,0,24,37482,9
164,0,0,24,54142,9
165,0,0,25,40156,9
166,1,1,25,25681,9
167,0,0,25,16219,9
168,0,0,25,30244,9
169,0,0,26,7699,9
170,0,0,26,1401,9
171,0,0,26,16624,9
172,1,1,26,42771,9
173,0,0,26,60000,9
174,0,0,26,19185,9
175,0,0,26,34706,9
176,0,0,26,58077,9
177,0,0,27,22217,9
178,1,1,27,21036,9
179,0,0,27,3159,9
180,0,0,27,39820,9
181,0,0,27,50021,9
182,0,0,28,24922,9
183,0,0,28,59466,9
184,1,1,28,32412,9
185,0,0,28,7374,9
186,0,0,28,34187,9
187,0,0,28,51080,9
188,0,0,29,38529,9
189,0,1,29,11586,9
190,0,0,30,29266,9
191,1,1,30,19412,9
192,0,0,30,4091,9
193,0,0,30,35418,9
194,0,0,30,54564,9
195,1,1,31,10061,9
196,0,0,31,8138,9
197,0,0,31,9,9
198,0,0,31,16640,9
199,0,0,31,53195,9
200,0,0,32,2887,9
201,0,0,32,21990,9
202,0,0,32,7217,9
203,0,0,32,2178,9
204,1,1,32,12782,9
205,0,0,32,17938,9
206,0,0,34,40317,9
207,1,1,34,7840,9
208,0,0,34,21764,9
209,0,0,34,20252,9
210,0,0,34,58089,9
211,0,0,34,57797,9
212,0,0,34,53205,9
213,0,0,34,59215,9
214,0,0,34,26408,9
215,0,0,34,34225,9
216,0,0,35,18487,9
217,0,0,35,2553,9
218,0,0,35,5499,9
219,0,0,35,2858,9
220,0,0,35,51639,9
221,0,0,35,29801,9
222,0,0,35,18548,9
223,0,0,35,61179,9
224,0,0,35,9628,9
225,1,1,35,16544,9
226,0,0,37,29592,9
227,0,0,37,2738,9
228,0,0,37,7399,9
229,0,0,37,5691,9
230,0,0,37,55163,9
231,0,0,37,48167,9
232,0,0,37,56228,9
233,0,0,37,13160,9
234,1,1,37,24704,9
235,0,0,38,31744,9
236,1,1,38,17035,9
237,0,0,39,53474,9
238,0,1,39,31172,9
239,0,0,39,3493,9
240,0,0,39,42668,9
241,0,0,40,16794,9
242,0,0,40,49373,9
243,0,0,40,20429,9
244,0,0,40,1676,9
245,1,1,40,33595,9
246,0,0,40,46842,9
247,0,0,40,56145,9
248,0,1,41,15779,9
249,0,0,41,56652,9
250,0,0,41,44053,9
251,0,0,41,3449,9
252,0,0,41,44997,9
253,0,0,41,49421,9
254,0,0,41,58791,9
255,0,0,42,9508,9
256,0,0,42,9111,9
257,0,0,42,9940,9
258,0,0,42,53112,9
259,0,0,42,58197,9
260,0,0,42,16044,9
261,1,1,42,27804,9
262,0,0,42,54473,9
263,0,0,43,1867,9
264,0,0,43,1057,9
265,1,1,43,61205,9
266,1,1,44,12237,9
267,0,0,44,28593,9
268,0,0,44,18250,9
269,0,0,44,502,9
270,0,0,44,24114,9
271,0,0,44,27747,9
272,0,0,45,27006,9
273,0,0,45,1589,9
274,0,0,45,6213,9
275,0,0,45,4020,9
276,0,0,45,43983,9
277,0,0,45,38898,9
278,0,0,45,36467,9
279,1,1,45,57521,9
280,0,0,45,10152,9
281,0,0,45,18380,9
282,0,0,46,40112,9
283,0,0,46,2244,9
284,0,1,46,18925,9
285,0,0,46,10402,9
286,1,0,46,45436,9
287,0,0,46,40196,9
288,0,0,46,49340,9
289,0,0,46,20410,9
290,0,0,46,35797,9
291,1,1,47,5319,9
292,0,0,47,1455,9
293,0,0,47,18029,9
