D1,D2
1512,20844
2088,17263
1408,18494
356,21591
986,6669
2033,19398
3,4378
134,3740
704,18206
1209,9717
832,4597
518,2138
176,4854
2211,4646
1299,15462
816,11998
1610,10450
1451,4719
737,6759
2507,5038
614,22045
1531,16547
1534,1090
1922,20240
120,14795
801,13029
1022,12116
869,10114
793,6032
148,16398
683,1850
1193,4493
1573,5414
2252,16783
1614,11350
351,10048
2293,6548
1038,19035
818,979
2297,10869
1616,13184
759,8381
2441,21373
512,9060
1145,8841
1571,6998
2440,6643
2343,4784
398,16514
218,5046
871,20288
194,6876
771,5517
1104,1397
2422,8663
1608,11490
2132,7358
1138,9085
1827,2578
1868,4494
1654,9467
469,2720
2511,13771
709,1096
599,556
1790,19800
2006,13921
1177,20811
1074,20740
1298,8455
2149,10785
2481,6885
2021,17451
1266,4232
2396,18101
345,8386
1776,15489
1791,19538
465,7304
199,5511
2221,11340
1774,18402
205,10517
745,11810
1621,16058
820,7079
2210,16560
2485,8095
1148,16756
1536,12098
752,7075
503,10206
1931,11214
1024,12674
1246,21594
1244,10288
688,4783
1107,12700
1903,10674
1121,14109
2245,3566
1242,6400
2229,14755
480,376
1190,10706
229,13258
2147,2887
2374,3051
2394,7261
1511,4519
1256,20411
1953,11438
925,21757
2364,16366
136,2576
1577,13540
922,13506
563,18915
80,6526
452,16645
272,3965
1657,16332
1475,12654
1073,2522
107,12090
239,10617
1301,6494
95,1033
1951,20443
1983,6913
463,11440
941,2805
872,15268
507,11953
2213,21798
2341,7893
294,19911
1355,559
2409,11714
2378,11830
1578,3323
530,6615
1564,6914
235,21783
658,21942
1963,6961
1513,1592
1391,2976
500,12544
225,12627
2139,101
147,21192
1397,20805
378,21690
281,7824
101,2593
