D1,D2
5503,5671
2784,3324
659,2347
4565,5735
4913,4555
3666,1066
262,1067
4599,4937
889,5607
254,3345
2323,5616
6028,2204
879,1376
1510,5433
6176,5524
6885,2405
140,4679
1255,4347
5228,4579
1405,4562
5114,1578
4729,3455
4575,4107
398,2177
1112,3872
1514,1369
4850,4276
1596,2353
7619,4698
4458,1977
4797,2257
2054,3641
2729,1612
7569,791
6025,1201
3542,2955
2553,2540
880,3586
3801,4621
1350,4750
1046,377
501,4262
5443,5384
2522,2816
18,718
2813,5479
1712,125
5020,4371
223,279
418,1906
884,4864
569,157
2488,5971
886,1340
3282,1058
1337,5258
5408,2592
2922,3331
3402,896
103,1111
7165,868
2545,371
5960,657
3474,3087
3,267
2851,2489
3262,2668
535,4049
1826,1005
3923,3453
6201,4109
692,2073
976,97
4131,1385
6437,4653
2588,1133
5269,3028
720,3302
4922,3382
924,2853
1001,5347
1579,5130
3716,2774
2701,2987
5286,4761
6205,4606
19,4691
2542,1821
540,3857
90,850
4172,1711
3878,2890
5839,1103
1625,4418
1030,1519
2215,2207
2190,1420
5650,5337
3384,264
192,1356
394,2272
545,2154
2225,3663
7703,555
1019,3414
1639,3757
2078,2764
7525,738
6274,4649
3802,2074
1100,182
4267,5431
322,3829
719,2082
4083,2416
1338,5149
316,4918
11,1454
1723,133
1035,5944
5707,2085
1945,749
1302,1388
2605,575
182,4659
6074,4597
590,3212
5258,947
444,5305
1573,1908
2743,175
74,2288
801,3536
2669,2280
2428,2367
4440,3138
3997,4161
1801,1333
4387,3298
87,3649
239,1874
230,5264
7446,5677
3073,532
62,1231
216,2463
1383,459
1081,4001
5087,2308
5226,5643
5152,2258
2585,2362
274,1002
2231,141
3372,4911
4182,45
4518,3754
108,2148
5312,1517
5209,2638
119,3869
2903,154
3907,679
7695,2265
4938,1838
3396,4398
1859,1361
3577,1245
2806,1473
3539,1646
2287,0
46,5196
3859,5902
6200,3332
1256,5267
5051,2122
3808,385
3750,3290
2613,541
171,2977
5611,5107
143,2727
4388,4121
576,170
4456,536
2248,4373
4657,4542
5742,2584
6141,3881
1493,651
577,1256
4934,3821
4526,620
1718,3274
2365,2623
1828,1727
7180,5154
286,156
3029,1442
8,4293
6283,4086
554,2504
73,4315
5732,986
2754,1365
3774,4236
3816,2616
7166,5940
220,4723
629,2487
147,3667
4978,2892
3346,2569
722,4066
3388,5277
3631,324
1509,2661
3974,2615
3124,4955
1548,3171
39,3980
5394,1521
973,2587
5241,2224
3585,2289
3086,3692
5460,4388
1115,3262
152,2944
1291,5547
768,214
862,4240
2151,5989
1933,2084
4249,2565
1762,4832
3082,2968
3358,3759
1614,1486
