D1,D2
1272,2514
1126,2363
2691,5606
4530,5014
2614,4778
1467,2917
2028,5735
4554,639
787,775
2706,384
3245,2063
4932,4529
2815,5524
1365,532
4727,2019
1074,2386
1052,124
1297,3209
1797,1874
2883,3166
1826,456
3876,2460
3490,394
4057,2265
2196,3809
3483,4567
1159,1562
369,2308
3004,2027
4491,5686
1687,5939
3160,5354
433,2806
2154,5394
2003,4217
609,2339
1971,5670
120,3948
1799,840
9,890
4397,2258
2229,5049
2602,4848
2122,2764
1410,3715
2149,2365
2415,3821
3808,4947
1876,3799
618,1147
2359,1673
1985,5585
2999,5573
2863,1764
2887,2592
1784,645
161,1356
1720,5297
617,2718
884,2826
2114,3710
1370,3737
2117,1511
1719,1720
2080,831
2669,5792
4657,3178
2976,1971
428,5675
4165,4494
4825,1152
4940,2119
4716,792
4804,5698
4402,279
2294,1951
2959,4129
3440,5151
2612,3298
3284,4708
3551,2949
2682,1613
1848,134
3936,383
918,164
4121,3414
4132,4698
5074,968
1565,4204
2347,4152
4811,1906
4386,3197
4981,1601
2429,3435
2268,1168
2435,4191
4533,207
1796,1018
3886,2622
4182,5605
4907,2955
1816,2973
5080,784
4232,3713
4394,2074
2733,1472
2516,5306
4482,1439
3447,4210
3425,288
866,1430
3958,3906
4584,4541
2393,3017
901,4218
3391,5594
1607,5
4373,1876
4093,89
702,5679
1895,5279
4872,62
1949,4454
2165,5786
654,368
292,4969
3286,5092
1474,2362
3148,3757
3518,2742
1106,4825
1029,842
638,1397
767,5481
3047,2892
375,997
1315,5176
1789,3775
4390,3332
1991,4722
4374,2393
2837,1763
1860,2203
4189,2990
4697,3858
3635,421
2132,1274
320,4683
4642,240
4889,4863
4661,4961
718,3232
3751,5241
1020,1937
4069,5295
4745,2600
3130,390
3115,849
486,4761
1354,1741
4618,3985
4566,3023
663,2085
4371,3176
3042,177
3288,4802
497,5757
622,5167
4798,679
4321,3633
3666,3417
4992,514
4679,5197
551,1097
2411,145
3016,4126
3344,4682
2006,1302
3298,3053
2570,2111
1762,625
3128,5644
426,647
1453,1385
1188,654
4012,2079
2404,3206
2195,3574
4164,175
4075,715
387,2869
621,3741
4114,4479
4976,291
3256,4691
645,198
4890,575
3135,12
1183,3673
4303,4008
1677,1687
58,1668
4435,2040
2938,3028
3325,2207
3443,4824
2402,2995
759,1067
3249,574
4746,1162
1525,5072
3297,3488
2423,2544
794,4518
1456,3163
4082,1981
136,1461
4033,3651
5063,1184
3466,1537
244,1676
4894,531
3159,4418
2914,5384
3089,4984
3996,903
3546,2154
1318,5431
4348,5274
21,4889
2585,2637
4736,50
99,3085
3056,5851
1441,3461
3305,4452
4960,1872
1636,507
3836,1226
3174,5231
4019,965
3412,381
1936,386
1925,5286
4337,388
2806,1455
4042,5766
4426,804
1779,888
2540,2819
1249,5074
1451,5350
1899,1517
2498,617
4320,5608
1432,5687
257,1893
3299,987
2989,892
2816,5044
4147,3841
2283,2913
3506,3690
1384,4347
1539,1196
3018,5599
3354,5331
4142,5345
643,4548
2782,3827
3681,204
2639,1512
1909,317
4831,1303
2923,3967
3398,5131
540,1845
4594,5254
251,1482
2736,1415
2998,4707
285,5205
1586,1892
2187,1683
408,5449
4143,4398
1342,673
1849,3297
34,2605
2631,1644
4723,3141
4532,814
1434,2054
5106,4857
2337,644
2569,3066
3949,5556
1377,3738
3371,4530
1407,4550
1947,2986
1843,5701
1115,2280
3641,4539
599,4275
2809,4955
4740,345
1914,5496
1386,1033
4986,505
2167,313
3021,4184
3156,186
2239,867
4784,3764
2174,933
4955,2129
1427,5428
1953,2273
4354,5799
5116,5265
1243,5280
1683,370
3094,5539
3353,147
89,3288
948,97
1732,4515
2513,5458
314,969
3208,4200
1809,651
3880,1235
2876,597
4840,3637
4972,4513
1572,3274
226,4202
1458,2122
1974,5830
3181,2853
2741,1442
4969,2044
4529,4750
632,3968
118,805
869,3719
4959,562
3847,3013
2617,5907
3930,3395
3450,1096
3882,5657
1533,1361
4128,2579
4854,3846
3329,3046
1337,1672
4285,3250
487,429
736,4689
1681,4002
2023,3542
4596,699
1168,3620
494,791
4478,2467
3711,2173
4970,5361
1896,3844
3219,3466
358,1678
3969,556
4623,2160
829,2694
4613,2759
129,1443
31,3869
322,5337
2372,912
180,1330
4979,1544
2547,2609
1740,3978
232,5603
2232,5724
68,4927
4074,3945
443,788
4046,2438
2777,4205
1006,1256
4977,682
724,4862
1208,5102
2766,3587
2043,646
4272,5865
50,3695
4251,5250
2130,1541
968,28
1806,2839
891,4182
2414,2852
1136,3716
1400,1130
3481,5211
126,2765
3961,4976
2102,659
2518,3663
4098,4146
3073,4570
2484,264
1383,4942
2349,2936
859,4116
1036,5507
3333,0
4213,4121
4682,4127
4356,78
4582,3113
1462,5177
5026,200
2680,5996
3997,1250
3121,2416
3030,1858
1114,1583
4343,5148
4183,1914
4801,6048
2878,1388
3449,2288
2545,4958
3307,3269
3669,4621
5039,4918
4694,1291
4239,2487
4040,664
2644,1802
3468,498
4996,1133
4077,2407
556,5938
4436,3302
3045,2152
5015,5734
2783,2528
3659,2550
4980,3627
3214,1931
3163,3590
3411,2539
5114,3188
1090,3211
4096,3873
3877,3000
147,1924
1264,2584
5105,1765
2911,652
3467,2182
2900,5815
1750,1158
3779,2367
2850,4840
1503,312
524,1521
1648,1380
3359,123
3583,1681
4150,4873
1877,5510
3108,584
1241,2890
4564,2048
3050,4039
2607,1719
2831,4086
2708,1151
2625,90
935,3490
4555,1812
4071,5789
3983,2866
4433,3944
4206,3438
4497,3786
5046,5355
2605,3649
1886,2483
3283,3843
707,2787
3380,3667
1731,5050
2646,5066
2576,1642
3178,5950
1856,1321
4622,4989
1148,4007
1102,3217
1910,3989
4492,2705
45,2168
11,73
1072,2801
613,2548
4486,719
4534,406
4329,3998
2532,4083
2786,839
1194,3797
3162,3067
3516,1488
3461,813
4211,561
1326,4054
3990,815
1790,5396
2278,543
4611,4244
2142,2623
1438,3692
2970,2542
974,3718
4100,482
2621,1043
3732,4357
2787,5334
2045,1419
334,3413
333,3476
1197,1234
3933,3991
2462,6029
1714,27
4471,1807
2531,1788
4558,3825
1549,3016
3879,935
2765,6027
1437,3473
3542,174
1724,635
2182,2262
1550,1781
378,569
1066,4014
4430,2445
4326,2983
4793,4001
3705,5173
1942,282
2937,4471
2031,588
870,457
4355,2953
395,5108
679,5940
1013,4803
2259,4315
1363,271
4638,334
987,5402
1773,3418
291,2156
4258,3496
991,2326
1267,4725
3311,4060
808,152
184,1470
4502,1543
3172,214
1480,5767
2407,3181
3912,1970
4671,5523
3528,4327
5098,4953
3911,1928
1308,708
