D1,D2
699,1448
399,266
683,1153
1089,1233
537,2035
311,2716
852,1441
1316,1686
91,1971
756,2312
1185,336
1081,251
892,883
115,2515
725,345
236,1132
754,2537
1026,1128
338,1817
953,385
578,2343
1293,2047
522,156
594,283
711,448
984,2840
986,702
619,782
681,3038
973,2937
625,2787
735,624
1110,382
1060,2046
509,374
657,1729
1351,1576
316,2782
1151,964
809,1530
567,1605
143,1693
56,2068
1083,962
573,1187
788,723
155,2137
462,1019
897,2393
148,1724
644,316
1166,513
346,834
568,3007
355,2317
519,2984
187,1479
597,2979
933,627
609,2940
1220,2345
999,1177
495,1970
409,2623
230,92
39,2971
1009,2028
524,520
565,1138
1189,1313
103,2084
335,1963
828,2569
449,3024
732,819
553,942
669,2627
520,1477
293,2797
678,245
1272,2846
508,1835
1268,2975
642,2416
407,1910
434,161
750,859
1317,2930
1296,1807
881,2433
1001,2293
753,2357
566,325
114,89
1086,1618
1270,2873
996,2297
1230,503
925,658
511,1108
1149,1083
1271,480
1304,647
72,2444
79,2656
631,127
477,599
1006,571
198,1504
865,1287
713,2672
1291,2712
203,60
372,570
1158,188
556,576
574,1101
1228,507
1119,926
581,993
517,2898
872,2435
831,215
618,2246
740,355
76,726
510,973
514,1156
373,1466
1007,2813
506,1913
226,2139
450,25
479,2193
1235,1276
538,2346
1055,2273
829,371
426,697
465,2389
40,770
1280,2360
1160,2689
572,2186
1074,257
1122,2174
243,2704
1102,493
302,2809
1118,2125
1139,2168
322,2628
734,463
1053,1998
628,3020
1264,2217
287,2849
640,310
15,1922
1168,2479
265,1747
1165,62
858,1164
273,8
1253,446
46,2027
1330,644
990,2667
1057,1972
41,1992
467,3003
1283,36
613,2494
1312,682
789,9
279,2056
253,508
542,2420
992,1157
30,450
1273,2098
561,2241
692,414
1197,2915
747,338
1305,649
1194,586
472,2372
264,1111
436,2149
991,825
521,932
378,2546
26,2369
1204,984
774,2239
375,2499
767,1124
1237,1304
607,47
516,1743
85,1586
380,791
755,395
590,821
401,2727
171,1439
288,2832
943,1799
1288,684
884,2118
624,2138
50,2039
635,23
1029,1092
10,1906
675,271
457,2414
229,202
9,1882
535,2235
1325,70
1179,1007
583,2250
544,2785
344,2871
1116,1634
1056,11
838,421
812,2681
1096,1021
1063,1526
320,1112
1327,275
823,2629
214,105
551,1555
1046,752
536,2708
481,2662
1159,2112
1176,2010
559,2974
268,2941
558,2422
1042,2278
233,604
463,2895
7,1863
855,2647
727,433
106,1654
757,1029
107,2305
621,620
292,2799
353,2933
113,1644
816,1135
729,1633
182,1518
1242,2829
718,438
875,2485
389,2789
1177,71
580,1076
104,1615
860,200
889,75
176,422
453,2450
1232,2947
601,2977
846,190
1101,1410
442,2102
359,2700
134,1837
555,2091
1346,612
545,108
1347,619
117,1745
371,2660
1307,654
791,666
439,2106
360,3001
1013,2675
0,1833
766,2320
135,1841
915,1095
1340,1557
866,1016
1308,497
939,2003
156,2375
35,1988
974,812
684,2639
1126,2419
132,1844
1162,535
410,2951
712,444
1256,468
1052,41
976,810
1200,539
546,538
480,2336
701,403
931,867
1130,2399
1259,1039
708,398
1099,950
213,129
221,95
1217,501
579,2233
157,1855
549,542
396,2765
423,2272
412,2715
242,715
909,162
761,381
36,1986
108,1651
695,409
1201,541
771,2458
305,2803
1066,640
224,81
3,848
222,1171
237,719
147,1879
910,2447
405,2736
807,2400
459,2279
1128,2077
1345,589
78,287
954,860
752,392
1106,784
1295,707
586,2415
1019,2254
1249,1026
786,2454
45,2009
428,2190
1262,465
778,2460
211,721
1153,2057
255,1727
1284,695
685,424
723,434
989,2013
702,2644
223,82
267,2397
1348,610
1024,756
444,2099
204,61
66,1534
505,313
1267,489
406,2738
599,2108
334,2852
127,1780
54,2051
720,437
186,1481
643,1731
388,2781
168,2103
366,2636
1150,2064
424,2255
818,2620
819,2622
1067,1967
650,233
912,176
832,1473
983,2178
1157,2390
1041,242
1161,2169
460,2428
751,390
854,2396
461,1539
1014,2503
415,2721
205,44
398,2769
687,420
502,2105
356,2875
254,1732
930,2200
1133,2136
1318,638
488,2332
425,2248
149,1767
51,2041
975,2166
1017,2249
1018,759
1269,475
384,2780
496,1081
1092,2286
530,2019
443,2104
1178,2764
653,234
873,2434
274,2867
534,1098
1207,2994
1021,2243
448,2083
1147,2071
173,1919
641,304
857,2110
649,228
577,1136
145,1798
215,96
160,14
164,1454
455,2498
427,2210
358,2686
1337,600
1097,944
667,255
1033,2270
844,2344
342,2868
433,2153
1326,623
901,168
792,795
820,2671
197,63
294,2796
963,2145
776,2115
1241,531
68,1538
1285,698
34,1990
1329,645
780,2856
795,2477
715,2657
1244,529
645,317
1274,494
300,2811
165,1934
843,2348
240,718
404,2732
231,54
1300,657
328,2862
325,2925
1061,1868
664,222
979,2170
137,1845
1252,2303
73,1525
276,2822
1059,2993
476,2353
162,1459
1310,678
1120,2117
1282,696
1306,651
493,1602
1321,634
1142,3032
419,2296
1328,646
1080,1345
677,243
290,2823
298,2792
395,2767
88,1571
612,289
896,151
33,1978
