D1,D2
216,206
46,60
160,182
223,428
789,816
729,570
646,571
938,987
117,306
848,618
197,83
1053,961
0,1023
531,992
735,422
35,11
98,109
92,726
733,743
892,445
447,253
873,692
508,277
145,84
803,841
1008,1036
182,207
273,354
784,718
448,426
466,105
391,402
728,472
250,231
113,282
428,599
992,913
4,160
199,133
574,622
472,1018
802,792
313,107
93,998
181,232
347,230
550,499
298,280
533,598
1041,962
788,817
534,524
986,864
118,307
456,525
570,573
884,742
737,423
204,158
891,890
921,865
24,407
100,110
844,866
1013,938
77,61
596,869
328,1045
1049,1061
421,353
738,744
862,249
939,939
196,35
800,842
1028,1012
58,12
666,967
740,448
486,303
780,867
296,256
152,85
495,451
697,572
277,281
798,1015
866,496
246,997
996,914
688,819
918,989
549,500
806,793
753,695
582,549
294,1046
22,1074
488,945
425,477
611,1067
1048,889
143,135
59,62
714,745
573,574
636,746
478,822
900,1039
501,427
389,305
893,447
278,183
619,475
459,625
818,596
543,698
908,891
940,940
203,258
807,843
377,330
779,868
236,159
493,452
71,87
852,275
1073,1062
51,112
816,769
23,63
631,31
309,257
993,915
879,719
120,284
541,501
225,36
290,208
1029,964
437,453
521,378
306,430
17,1075
705,820
626,747
167,37
287,233
393,972
207,86
162,358
782,770
44,14
388,380
894,670
2,434
85,433
272,184
382,1071
49,88
1072,1038
460,626
269,431
378,331
217,259
1074,1063
930,892
701,648
30,138
942,966
305,949
995,916
545,502
14,237
1004,990
976,941
723,722
641,575
587,551
20,89
110,162
607,995
722,1043
194,13
95,409
562,897
215,235
860,548
13,953
72,64
675,723
339,505
189,38
793,771
461,627
56,15
557,1070
1018,645
268,432
234,161
381,332
810,845
499,454
928,893
853,129
353,1048
988,917
1031,349
54,40
402,554
342,308
880,721
715,649
314,185
490,553
547,503
947,1041
747,624
979,942
586,552
642,576
453,381
1025,991
262,260
318,210
235,137
364,851
214,236
374,1073
351,111
74,65
724,526
792,772
616,404
420,357
819,673
3,214
358,1024
540,405
1019,646
122,114
90,756
1051,473
73,164
751,674
498,455
274,285
984,844
929,894
356,136
52,115
475,406
510,603
11,461
84,90
994,918
546,504
230,113
60,806
978,943
829,476
647,725
304,359
696,527
469,209
32,165
700,157
316,211
968,672
965,450
857,550
352,186
509,727
813,748
1030,474
25,116
821,600
1064,375
232,163
483,234
811,847
213,262
520,283
497,456
980,919
484,999
673,676
970,327
511,604
86,91
311,187
248,1002
998,993
717,577
985,944
338,557
332,261
759,700
303,1051
850,699
492,654
417,951
944,920
319,286
321,212
920,871
856,255
955,846
392,310
450,408
559,382
115,264
220,16
680,578
468,778
824,675
801,848
902,304
169,831
354,360
748,528
1054,623
556,629
496,457
899,773
137,190
869,650
458,803
931,896
83,92
512,605
1045,870
426,384
731,948
585,555
757,701
961,970
707,677
823,651
881,749
411,804
1050,895
264,189
890,823
39,19
323,213
841,947
470,458
1065,969
671,653
777,479
286,781
668,579
438,1026
681,801
865,478
598,506
845,355
502,754
1060,994
643,777
383,336
812,849
507,828
136,191
142,117
372,287
1057,1019
96,93
441,385
584,556
758,702
960,971
363,238
221,67
312,66
886,750
827,652
916,873
175,43
380,312
462,311
663,580
40,20
208,18
776,480
1036,921
953,922
560,606
868,775
69,760
430,805
337,288
683,802
170,142
12,218
846,356
600,507
553,631
720,703
349,140
156,167
129,118
1067,1069
749,530
503,533
1005,601
558,335
1046,872
218,808
851,529
945,898
465,361
702,1049
97,94
325,338
743,333
1023,379
226,586
485,1027
614,532
443,386
361,239
219,68
597,483
910,800
883,751
656,581
858,628
440,411
1043,996
959,923
817,752
563,459
191,44
882,1072
765,728
341,289
539,484
825,678
119,119
141,785
99,292
439,584
1058,774
620,656
333,240
599,755
365,215
87,95
480,263
973,874
946,899
161,415
742,334
925,924
442,387
228,587
81,194
648,582
513,633
400,363
653,508
261,192
580,509
778,482
242,143
956,850
530,485
360,265
247,69
764,729
1068,602
828,753
62,22
917,900
307,784
451,1029
270,365
407,314
633,410
435,1054
674,607
734,779
108,71
366,216
397,339
282,217
935,826
255,168
794,655
88,96
577,559
911,481
1034,973
423,783
639,583
898,950
163,416
385,290
227,588
864,531
457,758
79,47
336,266
280,242
144,293
193,21
849,630
658,657
1059,1047
627,534
260,193
835,877
38,97
252,662
45,171
76,72
266,884
532,486
905,827
962,925
763,730
713,780
329,834
522,807
376,414
174,145
431,364
94,1059
915,679
406,315
404,241
126,121
209,46
157,170
571,1004
608,362
245,169
275,144
1047,875
259,391
538,511
482,487
398,340
826,705
685,608
63,48
379,291
951,901
1042,974
941,309
726,435
138,146
652,510
877,680
660,658
344,267
471,537
265,120
687,337
384,390
42,24
302,317
109,344
308,243
116,196
972,926
966,704
605,585
974,852
595,980
135,122
394,489
536,512
281,219
651,634
519,759
1022,975
401,341
1012,383
952,902
1061,876
18,99
927,853
78,123
21,25
139,147
53,0
575,882
708,609
567,438
878,681
736,436
659,659
343,268
630,536
719,683
300,392
212,245
183,1035
1038,1000
101,49
863,558
854,188
529,488
762,732
871,706
168,295
725,313
279,195
373,638
564,463
909,829
291,417
292,491
943,952
836,830
324,244
1039,1025
796,41
732,708
535,513
932,903
872,731
55,50
969,39
682,610
542,439
604,611
601,389
746,560
408,342
895,879
861,460
698,462
190,98
476,366
26,100
1016,927
82,124
310,220
481,440
1052,976
89,198
657,660
345,269
741,437
885,682
211,246
649,1055
904,139
1071,1050
761,733
249,221
907,904
876,707
795,782
609,661
721,635
926,978
231,641
797,42
104,988
590,464
727,413
1075,1001
537,514
491,860
830,17
454,367
257,172
320,418
33,2
606,686
997,854
185,395
669,932
418,861
1037,977
240,197
1062,878
896,880
750,561
229,666
396,516
1015,928
906,1028
1009,632
912,954
340,270
632,538
692,636
838,881
436,343
151,1
677,883
243,148
897,757
47,27
288,789
711,1006
128,791
251,222
565,465
29,126
999,1052
822,684
554,934
710,562
814,166
153,322
299,419
578,539
638,711
983,1003
127,125
422,393
111,76
455,368
61,52
177,248
179,174
505,787
842,857
1011,855
395,517
958,905
1017,929
140,224
625,613
224,75
198,26
568,441
716,612
773,710
579,515
615,786
464,319
982,1053
474,615
48,28
133,101
387,320
27,127
171,372
369,271
479,23
831,685
948,955
612,737
322,247
267,149
131,200
933,141
840,833
870,734
330,173
621,663
107,77
285,371
591,466
936,832
650,490
368,296
452,369
1024,979
233,199
205,150
180,175
409,345
1010,856
843,858
1014,930
70,818
957,906
644,589
1033,535
624,614
781,316
629,762
569,442
517,492
1020,412
43,29
901,981
80,78
355,963
28,128
370,272
178,373
528,887
975,931
635,565
949,956
155,176
124,53
386,420
186,151
357,223
874,735
192,3
592,467
628,664
739,564
64,54
889,809
527,764
463,370
839,859
593,788
489,888
820,736
284,397
424,346
699,318
799,835
686,713
712,540
348,421
1027,1005
114,1016
834,1032
518,493
206,102
787,1008
150,4
676,960
41,30
695,639
467,321
350,51
359,273
867,637
815,761
414,297
125,794
678,590
566,468
173,152
689,812
154,399
1000,907
589,986
950,957
526,518
102,1066
335,323
645,566
618,443
913,1007
914,933
123,227
888,810
1063,1030
561,444
112,104
429,347
403,446
201,103
146,79
977,982
809,836
693,640
412,298
75,80
504,593
15,821
276,201
7,377
679,591
473,1013
832,1058
691,813
603,592
487,396
1001,908
967,563
524,519
1040,1031
331,250
165,178
937,70
188,5
390,274
684,616
654,567
399,348
238,424
718,665
427,1014
164,203
253,202
791,541
767,714
971,1057
576,667
805,837
919,959
327,374
413,299
244,153
1070,1056
987,909
50,32
106,56
622,642
617,494
202,351
690,814
634,568
744,542
847,294
551,495
1007,983
433,225
410,398
523,520
662,469
1035,958
301,276
149,796
166,179
875,738
222,55
602,766
964,885
367,300
768,690
91,106
8,1020
37,8
256,795
1069,45
375,1065
210,6
134,155
703,543
706,617
766,715
667,741
68,82
237,154
924,1034
130,180
158,7
760,740
57,329
105,57
283,425
1021,1033
594,594
623,643
989,910
200,130
239,401
694,815
506,1064
405,251
637,569
525,521
434,226
661,470
293,1042
752,691
67,798
833,394
159,797
963,886
346,252
859,838
1055,811
65,58
103,403
1002,935
610,767
922,862
10,1021
790,765
704,544
445,177
172,131
572,595
1056,984
315,228
432,350
804,839
36,34
665,668
16,59
903,73
132,181
271,204
514,1040
783,716
31,429
1044,1009
415,301
334,376
555,324
19,824
990,911
655,619
362,968
254,81
289,352
544,497
581,546
187,156
147,724
66,799
855,74
672,471
419,326
1,1022
515,621
258,254
1026,985
148,132
34,10
1003,936
613,768
923,863
1032,763
184,946
241,1044
934,937
449,400
195,33
837,1037
9,134
317,229
121,108
263,205
670,965
5,825
808,840
664,669
295,328
954,1011
494,449
981,1060
640,620
446,647
500,523
1006,739
552,325
588,522
416,302
730,693
326,1068
991,912
709,644
516,597
477,1017
371,278
548,498
887,790
745,545
176,9
297,279
6,776
1066,1010
583,547
