D1,D2
277,2817
606,3
343,2876
296,2794
340,2882
960,828
321,2934
330,2864
377,2517
1336,599
593,2395
1218,1065
376,2503
1045,2274
1320,2088
1261,412
5,1844
308,2915
1227,1322
680,248
1094,793
726,2764
299,2790
605,2224
878,2232
402,2729
867,2372
33,1978
896,151
395,2767
677,243
934,871
1328,646
1246,1057
419,2296
1142,3032
270,2829
773,1467
1282,696
774,2186
1252,2303
808,794
965,9
160,1868
979,2170
1300,657
387,2844
670,1641
434,2151
169,1466
107,1652
780,2856
1285,698
68,1538
373,2509
967,829
963,2145
615,1561
1326,623
433,2153
1276,495
667,255
247,1754
427,2210
455,2498
309,250
215,96
1088,1335
1323,627
550,2867
1147,2071
635,2977
320,2947
530,2019
551,2060
1063,3005
1018,759
92,59
617,1131
895,2681
952,831
1318,638
568,3003
1139,2130
1148,904
687,420
334,2917
1301,658
461,1539
579,2408
854,2396
177,1448
956,2237
366,2636
1262,165
643,1731
624,2241
54,2051
262,1099
283,2814
406,2738
660,1393
888,158
1201,2389
524,1101
1150,2211
223,82
623,2701
778,2460
385,2779
733,425
1213,556
560,356
1065,2044
472,2362
1106,784
949,2346
176,1442
132,2199
1345,589
368,2677
405,2736
917,2443
638,331
152,2373
224,81
1060,1742
1066,640
462,2388
305,2803
707,2642
862,2384
601,1820
108,1651
1259,2483
549,542
157,1855
950,852
221,95
213,129
1216,1063
313,2885
1275,2380
647,313
480,2336
57,2049
542,2910
243,984
953,859
1256,468
1087,1326
571,2091
227,87
463,3001
565,2693
552,2696
119,1729
333,2098
639,306
746,1462
823,2796
735,355
939,2003
1171,2079
1307,654
1347,619
1191,575
713,1434
193,1610
359,2700
858,202
955,862
364,2933
619,291
182,1518
184,1726
1324,624
1223,1066
208,50
757,1029
576,455
874,1526
32,1958
150,1903
218,111
683,251
1004,764
539,1108
1168,1139
118,49
691,413
335,2859
1108,1401
658,208
26,371
640,2678
1220,1060
946,842
9,1882
932,2193
906,2445
21,1403
675,271
285,2851
968,834
603,1976
171,1439
392,2746
1184,1010
1311,680
657,210
391,2550
783,2456
521,932
991,825
1194,586
123,1695
1305,649
133,1830
82,1544
1283,36
1032,751
1156,899
1103,937
379,2513
382,2776
1298,711
232,2718
1226,506
891,2270
1164,890
40,770
749,340
626,639
994,798
1070,980
1151,2065
1117,929
569,2887
1304,647
155,1848
1026,2262
246,1755
678,245
1197,534
441,1783
537,1511
187,1479
1076,969
112,1646
1138,918
743,887
1251,729
918,177
