D1,D2
841,946
281,369
840,1047
783,715
1009,102
30,821
1068,355
443,206
234,202
214,702
760,694
757,700
239,424
320,420
184,945
520,378
106,56
286,781
1026,985
759,701
186,151
904,139
751,740
764,732
413,246
140,224
1066,1010
752,272
33,2
215,236
897,757
216,207
200,130
226,586
161,415
204,158
414,396
902,304
1074,1063
134,155
11,461
691,813
111,76
1019,646
486,303
928,892
1069,45
120,284
1041,962
694,815
848,618
998,993
518,493
251,733
632,111
687,281
228,587
693,640
183,730
1003,935
692,636
212,729
781,316
453,368
416,245
88,666
227,588
476,366
835,877
110,162
340,269
50,145
712,540
266,884
372,287
442,385
631,31
463,370
644,589
480,964
118,307
23,63
1024,979
549,500
519,759
409,342
544,497
45,171
908,891
230,113
202,351
747,624
87,95
1012,383
1027,1005
325,338
940,940
891,890
99,292
575,667
194,13
690,814
861,249
560,606
939,939
299,177
1048,889
1018,645
38,97
695,639
272,184
872,731
274,285
671,653
683,802
927,853
107,71
766,718
773,712
890,823
359,273
816,769
863,558
454,367
551,495
1004,990
57,329
710,562
316,228
37,8
750,561
545,502
821,600
565,465
826,705
606,686
969,39
547,503
929,894
645,566
550,499
190,98
964,885
604,611
317,211
345,270
697,572
814,166
682,610
1047,875
674,607
956,850
871,706
893,447
1057,1019
740,448
925,924
259,391
176,9
1035,958
905,827
357,223
573,574
884,742
898,950
685,608
495,451
546,504
628,664
880,721
469,209
378,331
586,552
421,353
879,719
763,728
473,1013
1023,379
663,580
834,1032
174,32
907,904
218,808
22,1074
368,299
963,886
254,81
209,46
89,198
68,82
531,485
622,642
725,313
61,52
366,216
1036,921
973,874
384,390
563,459
541,501
382,1071
948,955
258,254
709,644
953,922
732,708
169,831
367,300
376,414
249,221
346,252
208,18
986,864
283,425
938,987
566,468
587,551
949,956
758,674
32,165
1042,974
485,1027
846,356
638,711
223,428
736,436
163,416
1025,991
1032,263
144,293
121,108
328,1045
167,37
794,655
700,157
837,1037
1007,983
406,315
1055,811
731,948
847,294
365,215
873,692
703,543
56,15
926,978
768,671
44,14
224,75
64,54
532,486
699,318
701,648
782,770
675,723
517,492
1056,984
1013,938
1030,474
839,859
1075,1001
133,101
219,68
334,376
450,408
618,443
629,762
97,94
18,99
509,727
552,325
828,753
417,951
707,677
74,65
640,620
16,59
79,47
999,1052
646,571
869,650
600,507
352,186
479,23
950,957
797,41
1005,601
307,784
407,314
321,212
681,801
197,83
336,266
1034,973
583,547
635,565
62,22
426,384
131,200
142,117
580,509
923,863
621,663
571,1004
639,583
191,44
319,286
598,506
708,609
132,181
385,290
892,445
620,656
455,381
279,195
971,1057
831,685
706,617
833,394
886,651
65,58
669,932
424,346
1072,1038
361,239
49,88
1044,1009
878,682
876,707
1029,763
542,439
205,150
564,463
619,475
829,480
651,634
684,616
662,469
440,411
865,476
730,693
603,592
867,637
445,203
522,807
168,295
72,64
820,736
7,377
276,175
947,1041
648,582
582,549
27,127
411,804
985,943
723,722
472,1018
656,581
784,716
6,776
105,57
824,680
649,838
832,1058
229,96
24,407
599,755
660,658
381,332
655,619
719,683
482,487
968,672
1039,1025
561,444
1065,969
9,134
252,662
659,659
369,271
137,190
490,553
933,141
282,217
1006,739
404,241
501,427
25,116
912,954
1017,928
1,1022
817,752
264,189
458,803
92,726
910,800
58,12
720,703
348,421
1071,1050
484,999
342,308
790,765
130,180
145,84
966,704
577,559
360,265
913,1007
610,767
42,24
864,529
1008,1036
657,660
47,27
1028,1012
957,906
429,347
53,0
102,1066
686,713
462,311
576,882
523,519
607,995
1040,1031
609,661
124,53
895,879
825,678
96,93
156,167
153,322
280,242
471,537
127,125
175,43
448,426
935,826
737,423
481,440
578,539
185,395
103,403
827,652
287,233
652,510
308,243
581,546
658,657
874,735
579,515
983,1003
196,35
877,675
69,760
678,590
705,820
590,464
170,142
589,986
748,527
570,573
95,409
52,115
233,199
493,452
529,488
138,146
819,673
679,591
597,483
860,548
1062,878
951,901
1022,975
76,72
51,112
8,1020
470,458
918,989
171,372
815,761
364,851
611,1067
122,114
141,785
157,960
192,3
567,438
777,479
592,467
536,512
1038,1000
262,260
875,738
569,442
944,920
535,513
526,518
818,596
714,745
447,253
338,557
788,817
793,771
63,48
331,250
911,481
270,365
588,522
883,751
198,26
866,496
433,225
116,196
502,754
303,1051
109,344
792,772
5,825
922,862
435,1054
75,80
778,482
213,262
446,647
1061,876
595,980
979,942
978,944
704,544
389,305
881,749
155,176
496,457
749,531
410,398
746,560
40,19
399,348
745,545
241,1044
164,764
232,163
870,734
1033,535
59,62
729,570
492,654
698,462
676,170
231,641
1037,977
377,330
54,40
478,822
451,1029
787,1008
958,905
924,1034
936,832
464,319
789,816
323,213
1052,976
2,953
989,910
733,743
894,670
959,923
642,576
344,267
504,593
347,230
81,194
181,232
920,871
77,61
188,5
393,972
100,110
19,824
596,869
515,621
26,100
995,916
696,530
503,533
405,251
101,49
309,257
626,747
494,449
158,7
31,429
608,362
514,1040
854,188
990,911
117,306
149,796
982,1053
617,494
1063,1030
917,900
349,140
418,861
992,913
113,282
1014,930
136,191
993,915
333,240
203,258
965,450
812,849
556,629
420,357
1058,774
242,143
147,724
245,169
337,288
574,622
1053,961
489,888
991,912
313,107
623,643
641,575
721,635
98,109
806,793
921,865
428,599
294,1046
362,968
716,612
919,959
650,490
858,628
261,192
457,758
614,532
534,524
665,668
802,792
123,227
260,193
997,854
807,843
373,638
363,238
235,137
538,511
976,941
506,1064
374,1073
975,931
540,405
343,268
516,597
738,744
90,756
