D1,D2
277,2817
606,3
343,2876
296,2794
340,2882
960,828
321,2934
330,2864
377,2517
1336,599
593,2395
1218,1065
376,2503
1045,2274
1320,2088
1255,1009
1261,412
5,1844
308,2915
1227,1322
680,248
1094,793
726,2764
299,2790
605,2224
266,2298
878,2232
1275,1021
402,2729
867,2372
33,1978
896,151
395,2767
677,243
934,871
1328,646
1246,1057
419,2296
1142,3032
270,2829
773,1467
1282,696
774,2186
1252,2303
808,794
965,9
350,1122
160,1868
979,2170
1300,657
387,2844
670,1641
434,2151
843,2348
169,1466
1274,494
107,1652
715,2657
780,2856
1285,698
68,1538
373,2509
967,829
963,2145
294,2796
1326,623
433,2153
1276,495
1067,2042
1066,975
463,1000
667,255
247,1754
427,2210
455,2498
215,96
1088,1335
1323,627
611,290
333,2118
550,2867
1147,2071
1017,2243
320,2947
530,2019
551,2060
1063,3005
1018,759
92,59
635,1557
895,2681
1318,638
1133,2136
1139,2130
687,420
334,2917
26,791
1301,658
461,1539
29,2952
579,2408
1344,616
854,2396
1266,1014
983,2178
177,1448
956,2237
996,2281
1150,2064
366,2636
1065,250
801,532
826,2557
643,1731
906,1742
54,2051
127,1780
283,2814
406,2738
945,2257
53,986
888,158
183,1516
524,1101
223,82
1292,712
1122,2114
778,2460
385,2779
1262,465
428,2190
733,425
743,1771
1213,556
560,356
660,211
479,2334
472,2362
1106,784
176,1442
132,2199
1345,589
1048,37
368,2677
87,1568
405,2736
939,2208
1339,596
147,1879
638,331
224,81
462,2388
305,2803
1201,541
862,2384
601,1820
133,22
108,1651
178,1509
412,2715
235,2740
549,542
157,1855
950,852
221,95
213,129
420,2289
313,2885
1259,1039
968,2359
891,2763
953,859
859,2380
1256,468
1087,1326
565,2693
561,2419
193,108
552,2696
700,2643
639,306
746,1462
735,355
1257,1040
1307,654
1347,619
1191,575
470,2381
208,1923
359,2700
392,673
858,202
955,862
364,2933
182,1518
184,1726
477,2358
1324,624
1223,1066
787,704
757,1029
1237,1041
576,455
949,550
927,2440
839,2544
981,2304
874,1526
32,1958
542,2227
218,111
683,251
539,1108
456,2496
691,413
335,2859
309,2918
640,2678
1220,1060
946,842
9,1882
1168,2141
21,1403
675,271
285,2851
610,213
1352,601
658,2752
1205,545
118,1488
171,1439
85,1586
1311,680
1072,964
657,210
592,943
655,994
521,932
991,825
1194,586
123,1695
1305,649
747,338
82,1544
1283,36
618,293
1156,899
894,2484
1103,937
243,141
382,2776
661,219
1298,711
1240,1058
1164,890
749,340
823,1401
626,639
1100,949
148,1831
938,880
1187,572
1070,980
262,1683
1151,2065
1117,929
569,2887
713,2672
770,2459
804,2465
181,2092
1304,647
1149,1083
836,955
246,1728
155,1848
1026,400
1076,903
187,1785
316,2913
1189,2
678,245
1197,534
890,2429
1138,918
1083,962
633,322
1079,959
630,324
189,1471
152,1910
361,2699
207,2213
619,782
