D1,D2
1720,17914
1244,51094
1303,52190
784,13
1810,34323
2142,39453
363,50773
356,14351
1466,59506
660,59063
1793,17303
1414,11224
953,20356
984,50953
1465,4575
1105,12410
996,16087
1261,28027
548,37814
1835,54201
458,36164
2210,494
1219,42767
735,49875
2236,49606
211,54669
1996,19908
1715,31485
1142,37821
1468,26277
1027,4754
847,59882
2177,12658
1920,15820
1756,58917
1460,37376
465,37068
447,55599
934,59703
1844,50955
1634,4503
156,8167
2484,39839
1917,17831
1025,34212
1763,29266
923,36457
170,39546
973,48798
1412,49553
1592,29415
1287,12965
1615,6307
1683,28233
1892,28072
7,2464
554,14526
478,31669
1006,42314
683,28099
1772,9388
1394,7802
2180,24731
196,32305
765,16517
1780,20410
2176,39624
435,19641
606,10725
2155,1245
489,57003
1346,34644
1175,28399
855,53700
1894,57151
64,3385
1080,1446
1102,13142
1815,53298
2059,60178
1139,7362
279,50929
2492,2547
416,37592
2140,25022
2094,16700
83,3256
1097,9910
1285,48790
1188,26881
89,30107
645,50542
1957,20906
2153,24810
879,50166
1702,25824
1598,44232
1270,33293
1356,21083
1146,58112
836,9354
317,14396
226,58848
1697,17137
1182,9143
2197,3148
1574,3239
30,19412
620,10966
1751,3254
1376,10215
1531,3732
1008,29812
506,8589
1020,48425
2436,45497
767,36027
1011,7281
2070,48721
440,49481
2387,42329
1826,1806
596,7446
431,7890
2246,2340
1456,21365
66,23006
1268,478
349,57540
1084,2179
2262,28380
1823,14
2419,43468
131,9102
1452,16398
1517,55089
964,3428
2427,10015
1822,2850
1383,40677
61,33002
1389,42167
1560,22374
1713,1682
1962,6146
632,20611
2149,46158
1094,13515
1612,3510
2050,43253
671,13136
1557,39873
1043,55701
983,12303
302,34203
1766,50478
2300,29061
405,36591
1621,39614
355,834
1034,5119
1657,2367
1461,201
2127,16048
2329,5254
727,43425
2515,61343
1273,20639
1532,44231
911,7379
718,53843
753,27787
491,53746
1569,13827
1747,36743
1629,8083
1077,3495
402,5522
1737,21764
1371,21754
132,6678
1413,38637
853,47240
1993,36745
1679,27912
1764,5235
772,1810
291,57958
689,35228
2256,16903
420,39950
38,17035
774,26248
1872,6319
1963,51572
84,48758
140,19343
2185,35081
2231,9294
1314,2562
2203,21950
490,47259
1846,2831
2327,29070
290,9936
1246,632
1859,34423
345,55925
162,19398
2311,36797
410,3313
