D1,D2
246,13589
307,11978
1648,1547
594,20843
86,7610
2142,2485
1408,18494
2007,20461
986,6669
2033,19398
336,20174
1369,14864
221,16624
1439,19654
518,2138
970,6930
2507,7055
1400,14943
128,2701
416,19475
2502,16032
737,6759
2155,17864
617,19540
853,6747
2231,17839
1534,1090
1320,884
1260,20314
2422,15181
801,13029
2106,1253
1022,12116
869,10114
1162,16958
1193,4493
1468,355
2252,16783
709,20455
1208,16935
1038,19035
1963,1019
818,979
2297,10869
1932,7044
470,2958
2341,11884
1694,3793
660,10273
2441,21373
512,9060
1261,8266
1584,11475
2141,11048
1571,6998
2440,6643
2381,3482
2527,13282
611,467
218,5046
502,5421
2272,12417
194,6876
1165,3695
29,8070
771,5517
1738,20132
514,14877
1044,3009
1654,5415
688,8839
1138,9085
483,9130
931,6451
1868,4494
2014,9456
99,4520
599,556
235,5960
1448,7902
1177,20811
1074,20740
1298,8455
738,18197
769,12403
2149,10785
2481,6885
2021,17451
2396,18101
2253,11265
1992,1274
999,4923
699,3856
1824,15224
1962,13416
1791,19538
1189,2759
465,7304
2000,14202
2476,6955
597,22043
2221,11340
1774,18402
1010,15003
745,11810
1621,16058
820,7079
25,6984
2210,16560
2510,11625
1933,5117
528,21347
1536,12098
2054,7601
1931,11214
848,602
2083,14539
1246,21594
1861,18357
1244,10288
1107,12700
1498,5234
2245,3566
480,376
1190,10706
2392,15893
1813,1607
975,13422
2360,17905
229,13258
919,17371
1417,7248
2374,3051
2513,20426
2394,7261
1256,20411
1953,11438
925,21757
346,379
2364,16366
136,2576
1726,18463
1577,13540
922,13506
2079,4000
563,18915
983,18364
973,21568
80,6526
452,16645
272,3965
319,21483
1657,16332
1073,2522
1195,5364
1301,6494
1834,16331
1340,8496
2353,13476
95,1033
1951,20443
1080,14454
1983,6913
872,15268
1066,8297
1966,656
530,18531
275,20623
294,19911
2409,11714
2378,11830
1564,6914
1242,2465
2018,5207
1315,21112
1513,1592
1391,2976
500,12544
225,12627
2139,101
1397,20805
2356,5527
