D1,D2
277,2817
606,3
343,2876
296,2794
340,2882
960,828
321,2934
330,2864
377,2517
1336,599
593,2395
1218,1065
376,2503
1045,2274
1320,2088
1255,1009
1261,412
5,1844
308,2915
1227,1322
680,248
1094,793
726,2764
299,2790
605,2224
266,2298
878,2232
1275,1021
867,2372
33,1978
896,151
395,2767
677,243
934,871
1328,646
1246,1057
419,2296
1142,3032
270,2829
773,1467
1282,696
774,2186
1252,2303
808,794
965,9
979,2170
603,2078
1300,657
387,2844
670,1641
434,2151
843,2348
1274,494
550,616
107,1652
715,2657
310,2919
780,2856
181,1500
1285,698
68,1538
373,2509
967,829
963,2145
1326,623
433,2153
1276,495
1067,2042
1066,975
667,255
247,1754
588,602
427,2210
309,250
1088,1335
611,290
333,2118
1147,2071
1017,2243
320,2947
530,2019
1063,3005
1018,759
952,831
1318,638
1133,2136
1139,2130
1148,904
687,420
334,2917
26,791
1301,658
579,2408
983,2178
177,1448
956,2237
996,2281
1150,2064
366,2636
801,532
1262,165
643,1731
54,2051
127,1780
283,2814
406,2738
888,158
428,2336
1122,2114
778,2460
385,2779
743,1771
1213,556
1065,1968
560,356
479,2334
472,2362
1106,784
176,1442
1345,589
368,2677
87,1568
405,2736
917,2443
939,2208
1339,596
147,1879
638,331
462,2388
305,2803
1277,1020
1201,541
455,2027
178,1509
1259,2483
412,2715
29,1953
549,542
438,2139
157,1855
950,852
221,95
1216,1063
977,2169
647,313
968,2359
57,2049
133,46
953,859
1256,468
526,2356
1087,1326
565,2693
1257,1066
552,2696
53,2033
700,2643
639,306
746,1462
823,2796
735,355
1307,654
1347,619
1191,575
470,2381
208,1923
359,2700
1223,1062
1138,1559
858,202
182,1518
184,1726
1324,624
757,1029
1237,1041
576,455
949,550
927,2440
839,2544
853,2003
981,2304
32,1958
542,2227
218,111
683,251
362,2698
480,2190
691,413
335,2859
640,2678
1220,1060
946,842
9,1882
932,2193
1168,2141
675,271
285,2851
610,213
658,2752
194,67
1205,545
118,1488
171,1439
85,1586
539,285
1311,680
1072,964
657,210
521,932
1194,586
123,1695
1305,649
747,338
1283,36
906,1998
1156,899
894,2484
1103,937
243,141
524,2226
1298,711
232,2718
1164,890
749,340
626,639
148,1831
938,880
1187,572
1070,980
1149,903
1151,2065
1117,929
713,2672
770,2459
1304,647
836,955
246,1271
155,1848
1026,400
316,2913
1113,2551
678,245
1197,534
294,2941
187,1479
1076,969
1083,962
1079,959
630,324
189,1471
1287,687
361,2699
918,177
