D1,D2
3303,2485
1315,7512
1102,1340
2788,5910
636,6339
3986,2424
2157,4792
3945,249
124,912
2274,4615
4013,5947
1412,1023
2817,6090
1365,3073
1809,1493
4708,3974
4179,7276
4987,5450
3671,1244
4550,5229
1919,3870
1537,750
1618,8
767,7255
4072,1559
463,2693
4057,5127
2706,5002
3849,6342
3884,1314
2080,1467
2634,5832
4386,7179
369,5087
4397,3526
4841,6787
3267,1630
4833,5067
157,727
4333,4657
4078,6395
2168,5331
4746,3888
1344,5358
387,7623
2606,3028
115,332
3772,6051
3396,5762
1843,2834
3751,3476
779,213
4765,4731
4661,4183
1494,2153
2393,6630
5027,3010
2798,3516
3993,1105
3000,4520
2268,5613
4959,231
760,458
3958,338
3286,1127
3609,4804
2954,4402
2927,2206
576,2520
2721,397
4030,7667
2928,4899
828,2671
2313,3997
2837,625
3174,4406
4394,5299
2498,378
3753,4500
4972,746
3447,2512
2342,2945
3159,1625
3218,4959
2681,6765
3014,4212
2153,2587
348,4444
3384,4521
2909,1372
4390,6200
52,2500
1917,3498
618,1218
480,6799
5054,5431
4041,1811
937,4944
2146,2193
4928,6489
4983,4024
545,2510
1474,3483
3678,6840
3466,1010
1354,6076
2415,4934
1784,3807
3635,7562
859,2601
4979,6371
4121,3986
1648,5156
1478,1125
1032,2759
2675,1731
643,1898
127,24
1694,1048
4064,524
2612,2953
3194,127
4164,1135
4882,219
292,1200
4798,3907
4087,3004
1174,1099
1835,4684
896,115
764,838
2423,7496
4303,5493
2124,428
4185,1523
3987,2703
2883,5784
2032,2139
180,469
1021,7264
2914,154
3546,284
4069,3222
1677,5719
302,6412
5013,206
1186,2653
3637,4603
2806,4370
3121,60
79,1921
1899,5683
313,204
1573,7135
1264,5742
1448,4240
656,1549
4890,2561
161,887
4190,3702
833,283
677,1274
4143,218
1364,2824
3961,3478
1797,486
2622,1920
698,2186
1318,6150
1647,5709
4992,4940
3289,5082
3181,2686
2220,5946
4666,3137
4949,958
2477,1606
3502,3369
5101,6347
3908,1078
2803,3830
2809,5969
1169,1599
4146,1959
3681,4105
1877,7538
645,5963
1384,2359
339,242
1249,7447
2518,6187
2284,4074
4201,256
670,6441
2428,1940
4135,7296
2851,6651
1432,2716
2348,4877
3009,3424
2267,6326
4999,44
2576,3234
3698,1659
3435,2612
2662,4205
2226,1885
3073,6510
4736,1481
4682,1466
1750,4631
4996,5111
5092,6062
3299,1305
4239,629
1043,5948
4811,418
4311,355
22,798
1168,7245
2312,640
1662,1835
2766,687
3305,1275
4582,2350
2980,537
3985,285
2240,6985
882,6858
5028,7048
2547,6540
92,4874
3506,6517
2585,390
1438,6295
1454,3964
1572,395
2819,7534
4596,226
1196,4780
2938,2232
3021,1570
1731,4897
345,5618
4270,871
1148,2462
4184,947
2315,1760
1371,4401
4454,1351
823,358
1420,560
4251,146
4028,6527
829,6174
405,349
5110,7599
4793,5932
3812,6241
2545,3007
358,5407
3380,7458
948,5652
3699,3761
1241,27
4854,2849
2504,628
3449,75
4071,2819
3550,2348
1974,1457
