Left_ID,Right_ID,Left_Text,Right_Text,Label,Dataset
475,5954, [COL] name [VAL] Michael Jaffe [COL] job [VAL] director, [COL] name [VAL] Jaffe/Braunstein Films,0,D7
327,4410, [COL] title [VAL] Chapter 16 [COL] abstract [VAL] Tension rises between Francis and Raymond Tusk as the situation with China deteriorates. A battle in the Senate pits Francis against the Republicans. [COL] episodeNumber [VAL] 3.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 2014-02-14, [COL] title [VAL] Chapter 21 [COL] abstract [VAL] The war with Tusk intensifies. Claire influences Tricia Walker politically and domestically. Francis has a show-down with Linda Vasquez. [COL] episodeNumber [VAL] 8.0 [COL] seasonNumber [VAL] 2.0 [COL] releaseDate [VAL] 2014-02-14 [COL] release_year [VAL] 2014-01-01,0,D7
3308,2093," [COL] title [VAL] Return to Malice [COL] abstract [VAL] Henchman 21 kidnaps the Venture brothers without The Monarch's knowledge or consent, resulting in Sgt. Hatred having to storm his former hometown of Malice to rescue his charges. We also learn of the recent activities of 21 since the death of 24. [COL] episodeNumber [VAL] 4.0 [COL] seasonNumber [VAL] 4.0 [COL] releaseDate [VAL] 2009-11-08"," [COL] title [VAL] Return to Malice [COL] abstract [VAL] Henchman 21 kidnaps the Venture brothers without The Monarch's knowledge or consent, resulting in Sgt. Hatred having to storm his former hometown of Malice to rescue his charges. We also learn of the recent activities of 21 since the death of 24. [COL] episodeNumber [VAL] 4.0 [COL] seasonNumber [VAL] 4.0 [COL] releaseDate [VAL] 2009-11-08 [COL] release_year [VAL] 2009-01-01",1,D7
1957,576, [COL] name [VAL] Ellen Bethea [COL] job [VAL] guestStars, [COL] name [VAL] Jordan Ellenberg,0,D7
5948,1153, [COL] name [VAL] Suranne Jones [COL] job [VAL] actor, [COL] name [VAL] Susanne Zenor,0,D7
2798,2703," [COL] title [VAL] Momma's Boys [COL] abstract [VAL] Dean pays a visit to the mystery woman in his life, while Hank and Dermott play a prank on Dr. Venture which leads him on a quest to find his mystery friend and rescue him. [COL] episodeNumber [VAL] 6.0 [COL] seasonNumber [VAL] 5.0 [COL] releaseDate [VAL] 2013-07-07"," [COL] title [VAL] Handsome Ransom [COL] abstract [VAL] The Monarch decides to settle for cash as the best revenge on Dr. Venture and takes Hank and Dean hostage. However, Hank is rescued by Captain Sunshine, who wants a new boy sidekick to replace his fallen comrade Wonder Boy. [COL] episodeNumber [VAL] 2.0 [COL] seasonNumber [VAL] 4.0 [COL] releaseDate [VAL] 2009-10-25 [COL] release_year [VAL] 2009-01-01",0,D7
560,289, [COL] name [VAL] Guy Stockwell [COL] job [VAL] actor, [COL] name [VAL] Stephen Dillane [COL] abstract [VAL] Stephen Dillane (born 30 November 1956) is an English actor. He won a Tony Award for his lead performance in Tom Stoppard's play The Real Thing. [COL] birthDate [VAL] 1956-11-30,0,D7
3807,4894, [COL] name [VAL] Lee Min-ho [COL] job [VAL] actor, [COL] name [VAL] Lee Yoon-sang,0,D7
2165,885, [COL] title [VAL] Sheep Castrator [COL] abstract [VAL] Mike helps saw down a giant concrete wall at an auto dealership in order to make way for a new wash bay. Then he heads to a sheep farm where he tries shearing and castrating a sheep and is treated to a pate of Rocky Mountain Oysters.  [COL] episodeNumber [VAL] 18.0 [COL] seasonNumber [VAL] 4.0 [COL] releaseDate [VAL] 2008-10-21, [COL] title [VAL] Sheep Castrator [COL] abstract [VAL] Mike helps saw down a giant concrete wall at an auto dealership in order to make way for a new wash bay. Then he heads to a sheep farm where he tries shearing and castrating a sheep and is treated to a pate of Rocky Mountain Oysters. [COL] episodeNumber [VAL] 18.0 [COL] seasonNumber [VAL] 4.0 [COL] releaseDate [VAL] 2008-10-21 [COL] release_year [VAL] 2008-01-01,1,D7
2010,3040, [COL] name [VAL] OCN, [COL] name [VAL] Oded Lotan,0,D7
